#X         PSI_SQUARED
-0.485073  2.04652   
1.34524    0.557579  
-0.341631  1.68342   
-0.423158  1.57052   
-0.664023  1.44001   
-0.509348  1.77382   
-0.768026  1.51335   
-0.546267  1.71443   
0.775039   1.60623   
0.289618   2.22608   
0.593347   1.93327   
0.637282   1.79639   
-1.56276   0.431963  
-0.104598  1.38164   
-0.662144  1.27663   
-0.45756   1.12186   
1.01748    1.00991   
0.456479   1.06119   
1.98869    0.0905054 
-0.730756  1.2854    
0.252614   1.74814   
0.415006   2.1262    
-0.197476  2.12168   
0.191777   2.29342   
0.976607   1.29681   
-0.907126  1.32948   
0.591782   1.85058   
-0.372354  1.95917   
0.134482   2.06345   
0.652404   1.64236   
-0.621325  1.76853   
-0.119095  2.33169   
0.692245   1.84864   
0.171247   2.85664   
-0.460266  2.61186   
0.568773   2.44242   
-0.22612   2.77434   
0.207701   2.66046   
-0.547629  2.25402   
0.122071   2.36412   
-0.399742  1.89757   
0.857033   1.56484   
-0.810435  1.7292    
0.729733   2.01943   
-0.0256157 2.9874    
0.623922   2.13031   
-1.86536   0.471751  
-0.0764161 2.85548   
0.638814   2.0716    
0.50411    2.21884   
-0.720585  1.89048   
1.02612    1.18901   
0.568573   1.70405   
-0.72086   1.34394   
0.531926   1.23884   
-0.394543  1.16514   
-1.17627   0.872798  
-1.53544   0.314239  
-0.253651  1.21857   
-0.924356  0.994234  
-0.24406   0.688451  
0.340916   1.13089   
-0.625119  1.33469   
0.0931144  1.81906   
-0.598729  1.19525   
0.994556   0.51709   
-0.498401  1.38919   
-0.591582  1.17591   
0.35298    1.97536   
0.0104713  3.01199   
-0.423126  1.92666   
-0.165554  3.02172   
0.18355    3.13539   
-0.0523428 3.30941   
-0.365438  2.48266   
0.788848   0.524054  
0.115457   3.05655   
-0.443314  1.80338   
-0.29468   2.16969   
-0.00951766 1.9052    
0.764775   0.56775   
-0.183178  1.59331   
0.10581    1.96089   
0.293889   1.05055   
0.423223   0.983196  
-1.06001   0.112354  
-0.344635  0.833     
0.720013   0.830648  
0.127906   0.356209  
0.212231   0.457721  
0.0723984  0.659581  
0.834544   0.594763  
-0.0809084 1.71616   
0.00444916 1.52422   
1.43232    0.150835  
-0.720959  1.13655   
-0.496069  1.62573   
-0.434321  1.48305   
0.141672   1.46309   
-1.06103   0.631278  
0.18121    1.66148   
0.859451   1.04391   
-0.465163  1.54143   
0.625733   1.41586   
-0.497862  1.71614   
-0.837027  1.0257    
-0.423017  1.21795   
0.0177708  1.89269   
0.801108   1.15562   
-1.01777   0.725193  
-1.21406   0.491803  
0.783613   1.19061   
-0.588198  1.84371   
0.571691   1.96644   
-0.300206  2.67004   
0.743672   2.03354   
0.47098    2.66985   
0.931788   1.38089   
-1.07196   1.23213   
0.538275   2.6199    
-0.499139  2.53101   
0.313151   2.69043   
-0.0703986 3.2568    
-0.88974   1.56087   
-0.0841823 2.92785   
-1.29667   0.86958   
0.594253   2.48983   
-0.935762  1.57093   
-0.22987   2.95299   
-0.302741  2.84026   
-0.694628  2.22455   
-0.234627  3.44066   
0.248628   3.47929   
0.481229   2.87043   
-0.547172  2.84292   
0.170707   3.58794   
-0.435789  3.20098   
-1.15999   1.24141   
-0.17325   3.74507   
0.758222   1.98827   
1.24578    0.638634  
0.996182   0.930303  
0.526264   2.21021   
0.510825   2.58807   
-0.113353  3.81057   
0.369495   2.99059   
1.59585    0.0493148 
0.28636    3.42663   
0.240485   3.59561   
0.266568   3.32661   
0.098817   3.73253   
0.254496   3.37634   
-0.586076  2.03987   
0.490323   2.40632   
-0.877787  0.67797   
0.305624   3.10535   
0.579525   1.92209   
-0.102988  3.79467   
0.708352   1.21073   
-0.662955  1.57128   
1.04547    0.467371  
-0.274896  3.05923   
0.17195    3.28073   
0.00510774 3.80356   
0.182103   3.45271   
0.0977096  3.22857   
0.441261   1.84113   
0.123834   2.0273    
-0.431045  1.25337   
0.312142   2.11511   
0.283161   2.78132   
-0.0846426 3.45289   
0.780889   1.0945    
-0.26321   2.97481   
-0.94052   0.868629  
0.0468312  3.54293   
-0.111634  3.71873   
-0.611522  2.02028   
-0.546677  2.30855   
-0.270944  3.29553   
0.221919   3.2654    
0.229751   2.92047   
-0.385047  2.6328    
0.412946   2.64116   
0.38484    2.70585   
0.627085   1.95004   
1.00063    1.22168   
-0.274761  3.38883   
0.0166962  3.32174   
1.46686    0.39041   
0.237369   3.17747   
-0.967252  1.62341   
-0.255689  3.10395   
0.236847   2.91243   
-1.12864   0.989441  
1.56787    0.269957  
0.477149   2.57527   
-0.850886  1.44792   
0.733204   1.506     
0.8974     1.16756   
0.695941   1.72413   
-0.252962  2.79769   
0.903214   1.06875   
-0.242915  2.50993   
1.09577    0.601409  
0.409252   2.69231   
-0.248241  3.21464   
-0.0370619 3.48293   
0.350976   3.30767   
-0.116413  3.69288   
0.394577   3.27043   
0.975096   1.24099   
1.8819     0.0243435 
-0.0322278 3.98431   
0.171455   3.76714   
0.131384   3.86732   
0.172193   3.71214   
-0.694103  2.0522    
0.0307174  3.85098   
-1.11715   0.650384  
0.432299   2.9893    
0.469269   2.68609   
-0.751445  1.58362   
-0.338526  2.64344   
0.606334   1.83663   
-1.13448   0.418244  
-0.940423  0.712986  
0.393576   2.13279   
-0.473118  1.81319   
0.442559   2.11817   
0.171308   2.89303   
-1.2088    0.367984  
1.03573    0.468445  
-0.465351  1.84313   
0.196984   2.38897   
0.261037   2.37811   
-0.591084  0.981867  
-0.0304007 2.91032   
-0.00336221 3.01098   
-0.278542  2.1668    
0.609716   1.27173   
0.71739    1.17552   
0.33107    2.93692   
1.51653    0.106315  
0.0163382  3.59918   
0.440694   2.30456   
-0.913234  0.406309  
0.238215   2.69031   
-0.147929  2.75545   
0.187251   2.33463   
0.151425   2.0494    
-0.435816  1.14131   
-0.0654403 1.70226   
-0.497121  1.03116   
-0.481991  0.790216  
0.142955   1.88376   
0.211628   2.58946   
-0.519809  1.00118   
-0.45241   1.45993   
0.968234   0.258259  
0.455658   0.932802  
0.525066   0.998908  
-0.498699  0.99718   
0.555659   0.98543   
0.0836123  0.203473  
-0.472379  0.869982  
0.236074   0.953748  
-0.612004  0.604335  
0.620146   0.81196   
-0.234555  2.11814   
0.157827   1.51033   
-0.257656  1.22176   
-0.515029  1.19578   
-0.574179  1.02071   
-0.700403  0.786747  
0.229487   0.270782  
0.432444   0.699428  
1.07098    0.300841  
0.0932426  0.482149  
-0.463881  0.967024  
0.8116     0.863786  
-0.809341  0.872168  
-0.676443  0.942318  
-0.446877  0.955424  
-0.618402  1.00078   
0.58701    0.967038  
0.529346   1.05891   
0.345893   1.09372   
-0.145546  1.37341   
0.549657   1.23331   
-0.018717  1.1648    
-1.15044   0.553441  
-0.0839442 1.10792   
0.705129   1.00443   
-0.298697  1.18734   
-0.861936  0.712806  
-0.626847  1.04543   
-1.03676   0.358996  
-0.999286  0.323445  
0.709048   0.948134  
0.283052   1.01521   
0.67096    1.12232   
0.556641   1.35744   
0.309576   1.46678   
-0.143932  1.10763   
-0.840445  0.857415  
-1.20558   0.218149  
-0.685362  1.15608   
0.257129   1.07926   
0.242663   0.785673  
-0.101399  1.44764   
-0.147295  1.76768   
-0.469395  1.34085   
0.580831   1.12376   
-0.0944668 1.23008   
-1.27508   0.234543  
-0.901075  0.638279  
0.432532   0.659536  
0.697833   1.00122   
-1.08379   0.294497  
-0.686592  0.998942  
0.241385   0.128154  
0.0548464  0.924023  
0.683545   0.81561   
1.22248    0.169978  
0.206712   1.13933   
-0.445248  1.0898    
-0.997773  0.503006  
0.076688   0.598804  
-0.399716  1.08547   
0.394651   1.52745   
0.64907    0.966787  
-0.566504  1.29586   
0.845828   0.805997  
-0.739938  1.10084   
0.123093   2.95238   
-0.57762   1.55594   
-0.0750814 3.49363   
-0.167856  3.10372   
-0.595052  1.46115   
-0.477694  1.91637   
-0.0192807 3.12067   
-0.547419  1.92784   
-0.430954  2.64933   
-0.0457078 3.21513   
-0.557616  1.78343   
0.790591   1.13522   
0.504858   2.35288   
-0.504795  2.34938   
0.87556    1.60198   
-0.761708  1.69641   
-0.366497  2.63816   
0.674913   1.79515   
0.0885241  2.38827   
0.197683   2.91762   
-0.341192  2.33585   
-0.1809    2.76592   
-0.644266  1.69741   
-0.388929  2.17602   
0.448416   2.08303   
0.0402403  2.79022   
0.921776   1.33839   
-0.159207  2.68243   
-0.635083  1.78108   
-0.518007  2.08845   
0.802003   1.60613   
-0.240159  2.4696    
-2.2118    0.115279  
-1.57907   0.451782  
-1.04384   1.14618   
-0.565159  2.10432   
0.862927   1.61275   
0.270808   2.62387   
-0.279233  2.24212   
-0.0312409 2.5891    
1.45292    0.520521  
1.59135    0.360739  
-0.917865  1.48355   
-0.358709  2.72261   
0.396009   2.72416   
0.458378   2.52566   
-1.88404   0.275675  
-1.1383    1.4148    
1.04757    1.39394   
