#X         PSI_SQUARED
-0.876022  0.694425  
-0.661766  1.25341   
0.145741   3.30962   
-0.556259  1.80611   
0.292781   2.73579   
0.467129   1.41835   
0.389249   1.91179   
-0.488677  1.5342    
-0.0442249 3.58011   
0.267641   3.08654   
-0.392013  1.90959   
-0.577444  0.890846  
-0.183077  3.28969   
-0.78099   0.51469   
-0.715965  0.912437  
1.07848    0.301642  
-0.507664  2.29258   
0.044693   3.59565   
-0.485204  2.72707   
-0.215319  3.32904   
0.397414   2.84703   
-0.92015   1.24939   
1.12177    0.56663   
-2.8247    0.000332005
-0.30751   2.96353   
-0.241259  3.28822   
-0.16384   3.41141   
0.149301   3.52001   
0.117376   3.59401   
-0.754098  1.69328   
0.139903   3.74992   
0.191545   3.53068   
-0.431389  2.73282   
0.798373   1.48179   
-0.274878  3.35309   
1.11832    0.902782  
-0.772522  1.96138   
0.227132   3.61678   
0.0213136  3.97631   
-0.469334  2.76319   
-0.403194  2.96803   
0.885281   1.2243    
0.597234   2.19063   
0.985882   1.04394   
1.40132    0.232545  
0.0976696  3.28487   
-0.828201  1.34223   
-0.480894  2.34161   
1.0002     0.71714   
0.299169   2.83552   
-0.579927  2.29384   
-0.660049  1.95663   
-0.0958192 3.69189   
1.61349    0.214348  
-0.0399589 3.51103   
1.19683    0.906897  
0.154622   3.35538   
-0.43492   2.9434    
-0.781532  2.12755   
-1.23348   0.94964   
1.2698     0.983318  
-0.0709413 3.94686   
-0.879297  1.89959   
-0.346215  3.55494   
-0.0912267 3.92515   
-0.0775455 3.88351   
0.132709   3.83256   
-0.547654  2.96245   
0.69172    2.64218   
0.747999   2.30567   
0.464781   3.19259   
-0.81745   2.14851   
0.526215   2.87725   
0.804031   1.85209   
0.321319   3.14967   
-0.819249  1.81021   
0.653552   2.05169   
-0.697396  1.93084   
-0.356366  2.27967   
1.72552    0.156075  
0.447173   2.06023   
0.702022   1.91524   
-0.320215  2.75218   
1.59835    0.325977  
0.21139    2.84218   
0.258163   2.76023   
-0.336538  2.64619   
-0.170385  2.83472   
-0.0906898 2.62856   
-0.585787  2.02258   
0.463094   2.62705   
0.412881   2.98941   
-0.26318   3.26894   
0.904482   1.55389   
0.41618    2.86608   
0.896591   1.61148   
-0.461583  3.16685   
0.387252   3.32818   
0.704002   2.52924   
-0.0738586 3.76015   
-0.46538   3.12131   
0.158878   3.50444   
-1.21387   1.02809   
-0.301274  3.0857    
-0.535751  2.62896   
-1.23814   0.98213   
-1.3228    0.824585  
0.296806   3.29646   
0.688415   2.48701   
-1.95066   0.383297  
-0.559106  2.71892   
0.914303   1.92989   
-0.931     1.76625   
0.139927   3.29644   
0.613023   2.49321   
-0.389605  3.16154   
0.208976   3.51449   
-1.65051   0.386734  
0.239585   3.54473   
-0.192692  3.77655   
0.248776   3.67239   
0.16399    3.85039   
0.387309   3.32964   
-0.25676   3.57564   
0.355712   3.20863   
0.111516   3.83115   
-0.0525282 3.79925   
0.601706   2.52275   
-0.584279  2.41011   
-0.605102  2.5011    
0.525486   2.91933   
-1.38009   0.706891  
-0.142337  3.61701   
0.171081   3.73148   
0.701416   2.38302   
0.120449   3.85155   
1.03901    1.13632   
-0.39225   3.32975   
-0.277192  3.5822    
-0.599975  2.32852   
-0.0679915 3.96385   
0.410476   3.14074   
0.277032   3.48667   
0.226783   3.54733   
-0.0230407 3.97437   
0.539989   2.22721   
-0.19281   3.55881   
-0.377535  2.48164   
0.437802   2.1324    
0.30651    2.64689   
-0.115702  3.35117   
-0.0834885 3.26891   
-0.184604  3.00817   
0.578759   0.907898  
-0.295237  2.53687   
0.654675   1.05186   
0.0428423  3.7864    
-0.20844   3.25341   
-0.0546261 3.59052   
0.0339356  3.78539   
0.782571   0.377271  
0.399936   2.21268   
0.195841   3.36243   
-0.531272  1.35754   
-0.219758  2.87219   
-0.651426  1.17494   
-0.114541  3.6895    
-0.978747  0.438632  
-0.0279765 3.66455   
0.411734   2.93081   
0.0565476  3.94367   
0.404723   3.05432   
0.204571   3.7644    
-0.186069  3.83016   
-1.94946   0.0266627 
0.520244   2.53376   
-0.75126   1.37881   
1.14942    0.210029  
-0.415367  2.44709   
-0.289384  3.19027   
-0.425041  2.3874    
0.12543    3.56584   
0.0805141  3.92927   
0.546127   1.9497    
0.139053   3.73815   
0.014809   3.66754   
-0.0954613 3.25742   
-0.0548381 3.02305   
0.00895293 3.22896   
0.0214702  3.62566   
0.579779   2.00699   
0.15297    3.58308   
0.00942798 3.53608   
-0.035917  3.38353   
0.901828   1.70527   
-0.0763776 3.54847   
0.299638   3.05369   
-0.992263  1.26158   
0.095823   3.13206   
0.0312381  3.35298   
-0.493865  2.50555   
0.103584   3.01385   
-0.789236  1.67046   
1.49855    0.311737  
0.75359    1.46046   
0.10928    2.76899   
-0.682454  1.86384   
-0.0920264 3.12728   
-0.597624  1.83138   
-0.49586   2.49621   
0.218503   3.43662   
-0.279868  3.211     
-0.689513  1.96119   
0.796387   1.76797   
-1.58185   0.160207  
0.767833   1.75234   
-0.591896  2.13564   
-0.134642  3.49108   
0.999957   1.1767    
0.873562   1.40687   
-1.1423    0.568234  
-0.424924  2.55148   
-0.36509   2.83237   
0.127103   3.52765   
0.594742   1.95379   
-0.348735  2.62461   
0.115262   3.29393   
0.203159   2.96678   
-0.998811  0.700734  
-0.0166192 3.79823   
0.495504   2.43095   
-0.244364  2.88286   
0.447792   2.58075   
0.197312   3.39033   
-0.623373  2.18609   
1.42681    0.256458  
-0.427319  2.98009   
-0.309844  3.29035   
0.48202    2.66342   
1.05392    0.877336  
0.827571   1.23742   
0.353941   3.12169   
0.87701    1.29931   
0.336974   2.91893   
0.53247    2.3576    
0.00562579 3.453     
-0.921938  1.20484   
0.251854   3.25673   
-0.170546  3.4744    
1.0666     0.352318  
0.783062   1.09788   
-0.175569  3.53444   
-0.509657  2.15661   
-0.0143884 3.57009   
0.306516   3.01809   
0.0470671  3.8281    
0.257659   3.14481   
-0.274263  2.6294    
0.146605   3.65274   
-0.575931  1.2112    
0.505565   1.61978   
-0.0231389 3.46128   
0.177078   2.83834   
-0.298321  2.43929   
0.0308265  3.57443   
-0.425011  1.56812   
0.0912464  3.24191   
-0.208514  2.90318   
1.12815    0.274682  
-0.656031  1.27951   
-0.0554563 3.09149   
0.613489   1.5819    
0.142083   3.16845   
0.876818   0.928012  
0.00384218 3.07998   
-0.0971827 2.73772   
-0.283023  2.3477    
0.123103   2.62207   
-0.154067  3.06948   
0.720296   1.19252   
-0.739632  0.992368  
-0.403365  1.94589   
1.09451    0.323396  
0.385809   2.35051   
0.294099   2.74109   
0.318881   2.23374   
-0.422121  1.88898   
0.128826   1.50487   
-0.702003  1.10409   
0.87938    0.68777   
0.228784   1.44593   
0.834077   0.598353  
0.287306   1.66259   
0.940741   0.401505  
-0.547949  1.37277   
-0.0391708 1.40106   
0.972104   0.426464  
-0.394486  1.39573   
-0.996423  0.3761    
-0.818565  0.680018  
0.230103   1.13167   
-0.432843  1.15252   
0.174069   0.936946  
0.16765    1.35015   
0.299217   1.52984   
0.406878   1.00964   
-0.962267  0.203805  
-0.660471  0.848857  
0.499248   0.992743  
0.195512   0.654104  
0.694897   0.942476  
1.01552    0.16039   
-0.305677  0.459374  
0.746987   0.96393   
0.10943    0.121843  
-0.389017  0.978544  
0.676645   1.05676   
-0.713414  1.04804   
-0.128676  1.47095   
0.415046   1.55126   
-1.00739   0.487448  
0.190397   1.48658   
0.801373   0.805168  
-0.824842  0.65262   
0.686996   0.990022  
-0.615337  1.16228   
0.891742   0.659921  
-0.264891  2.00586   
0.23749    1.88548   
-0.296718  2.05663   
0.141369   2.20471   
-0.647248  1.25094   
-0.662083  1.3374    
-0.758497  1.3523    
-0.757754  1.16302   
-0.798222  1.13923   
0.64742    1.52296   
0.209495   1.90592   
1.07479    0.896121  
-0.287301  1.42765   
0.448598   1.02558   
1.15002    0.717521  
-0.591141  0.651162  
-0.637937  0.603231  
0.875488   1.01001   
-1.53635   0.184592  
-1.49083   0.224476  
0.444064   0.806141  
0.912995   0.991634  
1.81297    0.0642747 
-0.113061  0.893927  
0.798766   1.03256   
-0.446386  1.0985    
0.871011   1.04483   
-0.19533   1.05921   
-0.565191  1.18817   
0.901309   1.06083   
-0.759337  1.13821   
-0.650432  1.06959   
0.250972   1.03986   
-1.13404   0.676415  
-0.73832   1.03048   
0.956566   0.972638  
-1.23922   0.389082  
0.531376   0.991202  
0.702648   1.00779   
0.867918   0.768218  
-0.493951  0.945872  
0.834656   0.929853  
-0.917384  0.587951  
0.553019   1.06684   
0.407932   0.68065   
0.651888   0.976498  
0.204776   0.59176   
-0.939366  0.52317   
-0.849231  0.846737  
-0.902891  0.871545  
-0.333892  1.20967   
0.736467   0.912251  
-0.32214   1.67669   
-0.723965  0.915     
-0.386775  1.57066   
0.092008   2.42493   
-0.101887  2.05796   
0.270333   1.81678   
0.336415   1.24341   
0.571849   1.07942   
-0.564989  1.18711   
-0.177828  1.7562    
-0.00627604 2.46018   
-0.0833531 2.03012   
0.0319713  1.40685   
0.436212   1.05931   
-0.0825513 0.650327  
0.173969   1.19957   
-0.901468  0.383183  
-0.541659  1.2471    
0.312701   1.63183   
-1.21469   0.406468  
0.53147    1.69047   
0.379343   1.69475   
-0.102261  2.45552   
-0.110471  2.87795   
1.07884    1.19805   
0.73591    2.00562   
1.36915    0.812354  
0.812268   1.78992   
0.212485   2.95598   
0.0815058  3.13578   
1.4895     0.792656  
-0.445177  2.73948   
-0.314299  2.74828   
0.159169   2.82471   
0.16349    2.87499   
-1.61104   0.405403  
0.285788   2.72104   
0.659723   2.09816   
-0.0443243 3.46494   
0.662946   2.24073   
0.29758    3.29033   
-0.0920464 3.29887   
-0.0746779 3.20406   
-0.583206  2.48722   
-0.123759  3.16547   
-1.17437   0.79018   
0.220695   3.27631   
-1.00566   0.874599  
0.590381   1.97163   
0.226525   3.12658   
-1.48137   0.0272799 
-0.39569   2.23123   
-0.442909  1.47686   
0.30064    3.02274   
0.232779   3.3438    
0.0103367  3.39993   
-0.114418  3.4439    
0.291553   2.6729    
-0.658412  1.05412   
-0.486537  1.80335   
-0.101952  2.80316   
0.142708   3.30278   
0.0797825  3.23544   
0.607105   1.16032   
-0.216417  3.02827   
0.128296   3.21355   
-0.120694  2.23969   
-0.0387554 1.1609    
-0.350204  1.31287   
-0.0320091 1.06813   
-0.116789  1.81304   
-0.281877  1.59049   
-0.440132  0.926579  
-0.341959  0.741768  
-0.544714  0.836613  
-0.0533107 1.95332   
0.250131   1.97029   
-0.167792  2.80019   
0.0141881  3.6565    
0.0544933  2.50702   
0.329734   1.20354   
0.067143   2.72261   
-0.0380949 2.18438   
0.105551   1.60488   
-0.2849    1.33826   
0.029244   1.23239   
-0.373452  0.934753  
-0.167219  1.09831   
-0.500226  0.233512  
0.26561    1.04806   
-0.0909171 2.19301   
0.217976   1.53817   
0.278947   1.42031   
0.0231844  2.27137   
-0.629737  0.6795    
0.445332   1.39435   
0.811068   0.542623  
-0.307313  2.47842   
0.0685489  2.40832   
-0.223591  2.07191   
0.0494636  2.92771   
0.406348   2.29597   
-0.157655  3.00755   
0.110832   3.37426   
0.348243   2.71248   
0.671568   1.2435    
-0.302978  2.52419   
0.351469   1.88694   
-0.401286  1.44133   
-0.0210942 3.09613   
0.512279   1.76852   
0.86493    0.69583   
-0.192822  3.09513   
0.655433   1.27324   
-0.308797  2.4561    
-0.179051  2.99671   
-0.656463  0.952077  
0.180535   2.97529   
0.186732   3.35317   
-0.249197  2.83207   
0.0740449  3.66896   
0.0798669  3.62578   
-0.265993  3.11551   
-0.00770913 3.76906   
-0.388764  2.72501   
0.256102   3.2894    
0.0682981  3.65548   
0.156555   3.73568   
-0.579001  2.09739   
-0.0707874 3.92475   
-0.350396  3.08468   
0.455401   2.54966   
0.249144   3.60315   
-0.189624  3.79376   
0.862015   1.19122   
0.637309   2.27234   
0.0019187  3.99523   
0.860025   1.48019   
0.883398   1.57544   
0.464032   2.86099   
0.404081   2.9553    
-0.424175  2.75321   
0.649386   1.6996    
-0.556617  1.96999   
0.108683   3.60445   
-0.134062  3.6727    
0.193887   3.50535   
0.4495     2.67825   
-0.558008  2.23769   
1.36185    0.273977  
0.934591   0.799776  
-0.0983482 3.14479   
-0.530892  2.05826   
-0.359487  2.45376   
0.394567   2.30364   
0.684881   1.00305   
-0.744294  0.64797   
0.149575   2.70222   
0.328761   2.67033   
0.438535   2.4333    
0.306629   2.84986   
-0.231225  3.04909   
-0.126587  2.79882   
-0.120853  2.87918   
0.224549   1.98646   
-0.204992  2.62625   
0.18659    2.77483   
-0.467914  1.17552   
-0.16514   3.09503   
-0.568459  1.20224   
-0.310516  2.27785   
0.238793   2.39533   
0.633412   1.46053   
-0.0113083 3.25447   
-0.327927  2.68762   
-0.376407  2.34843   
0.248402   2.10903   
-0.734462  0.863874  
0.563167   1.14211   
-0.392509  1.22438   
1.12024    0.363526  
-0.195196  2.02227   
0.346654   1.70694   
-1.27571   0.291375  
-0.161699  1.94918   
-1.68894   0.0994492 
-0.354651  1.90816   
0.55339    1.72889   
-0.230628  2.11803   
0.147464   2.28977   
-0.994636  0.832403  
-0.3353    1.58395   
-0.359241  1.31606   
0.243004   1.39992   
0.789363   1.01776   
-0.190933  1.82556   
-0.163993  2.13651   
-0.631838  1.27632   
-0.0512368 1.17974   
1.03466    0.54637   
-0.122176  0.566902  
-0.571927  1.1244    
0.551624   1.13085   
0.551614   1.03868   
-0.75038   0.81985   
0.462126   0.970832  
0.217594   0.219806  
0.634515   1.00396   
-0.678857  0.94963   
0.659993   0.842086  
-0.40996   1.38385   
-0.611412  0.905974  
0.589693   1.01844   
-1.02178   0.241541  
-0.792041  0.50585   
-0.572342  0.994068  
0.657482   0.699755  
-0.189595  0.965881  
-0.336191  1.02136   
-0.227826  1.41569   
-0.190652  1.87987   
0.0506859  1.69777   
0.373408   1.30744   
0.0726959  1.41995   
0.574485   1.105     
0.371606   1.34475   
-0.261436  1.44515   
-0.556737  1.41118   
-0.74496   1.06045   
-0.181429  2.25745   
-0.15036   1.94836   
-0.158653  1.7346    
-0.672967  1.20966   
0.158486   1.19067   
0.394923   1.13992   
-0.712899  1.0244    
-0.374491  0.698298  
-0.726894  1.01025   
1.74298    0.0238688 
0.152058   0.236212  
-0.393106  0.577535  
1.06219    0.639963  
-0.293197  0.63468   
0.45938    1.19839   
-0.871926  0.905438  
0.544548   1.12895   
-0.874886  0.849872  
-0.127474  1.06336   
-0.0822278 0.718596  
0.723023   0.994371  
1.13212    0.826663  
-0.915732  1.01645   
1.05853    0.821778  
1.09889    0.817821  
0.319775   0.579504  
0.868717   1.0071    
0.757503   0.924637  
0.722577   0.874202  
1.38453    0.47881   
-1.27396   0.446809  
1.18885    0.767898  
1.1421     0.927194  
0.853053   1.01995   
-0.0935377 0.318697  
0.555315   0.80181   
-0.91185   1.0253    
0.989981   1.06247   
-0.234842  0.629364  
1.37875    0.666925  
-1.1572    0.967361  
0.165193   0.646564  
-1.02732   0.999376  
0.694117   0.702514  
-0.449922  0.513437  
-0.886628  0.99871   
-0.919817  0.999136  
0.0534216  0.0672932 
0.932095   0.970984  
-0.738558  0.762106  
-0.966978  0.971631  
-1.29378   0.531021  
1.44354    0.53469   
-1.3799    0.677483  
-1.26992   0.813523  
-0.762142  0.772086  
0.868668   0.982901  
-1.08309   0.939679  
0.392299   0.152718  
-0.552054  0.60028   
-1.23608   0.528892  
0.468301   0.442303  
-0.816323  0.991981  
1.50238    0.453435  
0.94256    1.02095   
-1.57554   0.321372  
-0.853671  0.924359  
0.640313   0.792456  
1.02099    0.987929  
-1.38459   0.584084  
-0.948036  1.02997   
1.222      0.955117  
-0.954701  1.05418   
0.929834   1.13564   
0.0534252  1.87346   
-0.961726  1.14041   
0.583049   1.74866   
0.175387   2.57327   
-0.947598  1.4111    
1.12218    0.894723  
-0.955774  1.06554   
-0.215985  2.10674   
0.509048   1.93231   
-0.0163703 2.35341   
0.166187   2.55574   
-0.793915  1.55905   
1.03953    0.948686  
0.055323   3.00184   
0.782806   1.7083    
-0.929144  1.47977   
1.3198     0.687158  
0.000508255 3.43018   
-0.0698748 3.61412   
-0.181152  3.21083   
-0.479421  2.48796   
-0.572651  2.37119   
0.663672   2.00373   
1.01787    1.18939   
-0.0702606 3.24237   
0.180353   3.09086   
-0.192278  3.25112   
1.57776    0.469052  
0.00107342 3.62661   
-0.919369  1.30551   
-0.291067  3.31213   
-0.503945  2.81663   
0.467741   3.08823   
-0.663026  2.43439   
0.762743   1.97235   
0.613471   2.55417   
-0.204945  3.60079   
1.60001    0.278997  
-0.849493  1.5532    
0.206618   3.16724   
0.748552   1.97526   
-0.768982  1.84427   
0.9038     1.10499   
-0.313266  3.1563    
1.11146    0.622047  
1.00253    0.931969  
0.430664   3.10168   
-0.39074   3.30367   
-0.434146  3.22256   
0.797948   1.99626   
-0.434549  3.2204    
0.793251   2.0891    
0.864852   1.59961   
0.542021   2.73851   
1.15425    0.793065  
0.474463   3.16147   
0.249518   3.67791   
-0.745001  1.98781   
-0.649503  2.42187   
0.556949   2.82696   
0.210969   3.80759   
0.319387   3.57592   
-0.685084  2.28742   
-0.215059  3.74311   
0.64276    2.68797   
0.0982887  3.90936   
-1.22619   1.01555   
0.716582   2.6953    
0.161747   3.86991   
0.905081   2.16078   
-1.2639    1.22282   
0.735665   2.44155   
-0.0704783 3.94037   
0.375977   3.47888   
0.818029   2.20409   
-1.20296   1.34441   
-0.445882  3.27079   
1.06517    1.27539   
-1.02053   1.55391   
0.382715   3.3862    
0.918601   1.88701   
0.613181   2.86136   
-0.273299  3.70819   
-0.504846  3.31871   
0.2795     3.71473   
1.00699    1.76751   
-0.41496   3.47617   
0.313617   3.66341   
0.968791   1.81175   
-0.457261  3.26531   
0.17334    3.86271   
-0.737301  2.33759   
1.85341    0.0744239 
-0.305965  3.60708   
0.368527   3.52765   
-0.945134  1.92402   
0.531119   3.15132   
0.114998   3.94382   
-1.72612   0.131968  
-0.197302  3.79989   
-0.203489  3.79774   
0.418102   3.32014   
0.715326   2.53096   
-0.874081  1.89034   
-0.919907  1.78137   
1.31054    0.653308  
-0.55619   3.02856   
-0.0655268 3.93431   
-1.98767   0.189669  
-0.264047  3.66741   
0.162284   3.73205   
1.02867    1.59827   
0.378485   3.52266   
-0.11061   3.87368   
-0.884282  2.18505   
0.495116   3.27667   
-0.0699986 3.7701    
-0.728538  2.35011   
0.513528   2.94388   
0.219712   3.54138   
-0.696365  2.43041   
-0.283916  3.42677   
0.694161   2.42629   
0.876348   1.66219   
-1.33765   0.513138  
-0.714385  1.91      
-0.200759  3.71867   
0.853161   1.78566   
0.597903   2.3825    
-0.385965  2.96435   
0.263649   3.24985   
-0.371674  3.00071   
-0.459688  2.67808   
-1.03408   0.98044   
0.285475   2.94987   
0.600759   1.7445    
0.740066   1.22018   
-0.619916  1.38618   
-0.164426  2.70126   
0.688058   1.27369   
0.352249   2.1208    
0.803657   1.19068   
-0.505721  1.81508   
0.178053   2.2436    
1.14033    0.738818  
0.725139   1.66825   
-1.36244   0.431005  
-0.71604   1.83137   
-0.523344  2.18142   
1.35528    0.624368  
0.153471   3.43366   
-0.79151   1.83048   
-1.05262   1.11744   
0.125398   2.94014   
-0.800016  1.28042   
0.323899   2.43867   
0.0761739  2.65059   
0.82117    0.992414  
-0.696281  1.21036   
1.21659    0.281709  
0.945076   0.616338  
0.0251747  2.9052    
0.704117   1.23822   
0.606561   1.70687   
0.150472   2.88287   
0.718131   1.23223   
-0.518675  1.61966   
0.351627   1.77499   
0.361838   1.313     
-0.565709  1.20198   
0.880755   0.53259   
0.341741   2.32606   
0.279969   2.55662   
0.225993   2.26638   
0.25624    1.82763   
-0.255908  1.7769    
0.278835   1.96391   
-0.39417   1.31808   
0.367665   1.20345   
-0.570898  1.02784   
0.342218   1.05985   
-0.205839  0.705641  
-0.447478  1.34565   
0.575961   1.0398    
-0.280876  1.83855   
-0.739417  0.551418  
0.210021   1.89401   
0.173341   2.79963   
0.487377   1.44914   
-0.894129  0.467669  
-0.117382  1.94939   
0.44683    1.54332   
0.560592   1.49204   
-0.726128  1.31035   
1.02636    0.591504  
0.0552181  2.40812   
-0.548555  1.81496   
0.553831   1.56049   
-0.0970531 1.44401   
-0.398052  1.3147    
-0.363019  1.45665   
-0.654088  1.12572   
-0.0901175 0.91917   
0.225791   0.808609  
-0.119886  0.881281  
0.718154   1.09146   
-1.08346   1.01397   
0.740066   0.94129   
1.21617    0.951949  
0.909543   1.01162   
-0.0558284 0.352953  
-1.00194   1.00675   
2.08865    0.0772132 
-0.349956  0.52979   
-2.08091   0.139848  
-0.600689  1.15578   
-1.84387   0.416282  
-1.1402    0.982459  
-0.235501  1.20912   
-0.0896093 1.50057   
-0.0535369 1.41723   
0.574532   1.24411   
-0.510696  1.16862   
-0.601036  1.39922   
0.28736    1.4499    
1.9192     0.192732  
0.34364    1.54016   
-0.52128   1.40122   
-1.34262   0.74955   
0.217896   1.55045   
-0.171178  1.19993   
0.0519945  2.10133   
0.218383   2.36544   
1.33364    0.894083  
0.338142   2.55369   
-1.4545    0.805843  
1.38688    0.742961  
0.672395   1.60412   
0.990106   1.25138   
0.899684   1.41348   
-0.40309   1.69909   
0.494396   1.6134    
-1.38787   0.456026  
0.150022   1.63078   
-0.666756  1.22841   
1.74548    0.225828  
0.57359    1.42157   
1.19702    0.901844  
0.560269   1.57537   
0.707393   1.41321   
-0.243398  1.65926   
-1.07689   0.797497  
0.819894   1.148     
0.197191   1.68793   
0.00431478 1.62889   
-1.10731   0.408702  
-0.538518  0.97609   
-0.046881  0.925345  
-0.518065  0.964966  
-0.477466  0.793002  
0.220265   0.292025  
0.536595   1.03708   
-0.722483  1.0254    
1.07382    0.536173  
-0.788925  1.00662   
-1.21913   0.383825  
1.1443     0.620965  
-0.77442   0.915604  
1.12021    0.705838  
-1.23376   0.595043  
0.603882   0.500181  
-0.796229  0.855258  
1.40583    0.630134  
-1.20744   0.907177  
1.26926    0.928899  
-0.691991  0.845478  
-0.68105   0.800915  
1.03109    1.03304   
-0.831578  0.933967  
0.490545   0.396506  
-0.397663  0.321558  
1.79888    0.307584  
1.27565    0.910998  
-0.655492  0.615876  
0.133863   0.366937  
-1.13421   0.959741  
1.53588    0.305514  
1.02134    0.927237  
1.10406    0.73705   
1.03785    0.761073  
1.17639    0.718936  
1.08252    0.943499  
1.53263    0.105394  
-1.03496   0.956679  
-0.780797  0.956862  
-0.721304  0.983194  
-1.1903    0.448038  
-0.931129  0.923854  
-0.85206   0.976822  
0.932339   0.98889   
0.552798   0.639636  
1.32439    0.465537  
0.591746   0.479421  
-1.22033   0.845549  
1.29634    0.811093  
-1.51488   0.51084   
-1.49466   0.46131   
-0.998412  0.962649  
-1.03302   0.906557  
1.13589    0.753787  
0.917878   0.965689  
1.15116    0.722793  
0.725387   0.936021  
-0.969953  1.0038    
1.10313    0.938352  
1.37652    0.710346  
-0.837596  0.774998  
-0.714325  0.685789  
1.7759     0.318712  
-0.786044  0.853923  
-1.57413   0.71702   
0.464767   0.509902  
-0.530127  0.704896  
-1.44089   0.914576  
-1.08277   1.04319   
-1.4184    0.919535  
0.663726   0.761116  
-0.889828  0.911511  
0.344228   0.421817  
1.42226    0.71909   
0.943246   1.00221   
-1.12016   0.995124  
0.837781   0.852213  
1.17917    0.950075  
0.704788   0.706874  
-1.39787   0.637808  
1.22512    0.859521  
0.828507   0.888677  
-0.222986  0.156968  
-0.556002  0.772677  
1.26049    0.728796  
0.668867   0.857272  
0.0121927  0.100273  
-1.53246   0.218795  
-0.864782  0.98968   
0.651923   0.83659   
-0.56965   0.735127  
0.222372   0.644537  
0.591793   0.904176  
-0.687509  0.86527   
1.88995    0.140704  
-0.966758  1.05339   
1.40818    0.548233  
-1.58895   0.255116  
0.142713   0.340468  
0.832266   0.971198  
-1.18336   0.849506  
-1.28014   0.623308  
-0.542941  0.742964  
0.898242   0.977216  
-0.82816   0.994623  
-0.181367  0.487973  
-0.457383  0.732084  
0.0125167  0.473047  
0.245805   1.01403   
0.395814   1.20234   
0.264245   0.643659  
1.1088     0.307982  
0.923226   0.722391  
-0.747309  1.00413   
-0.269445  0.3879    
0.371967   0.607452  
0.58493    1.058     
0.307256   1.13493   
-0.212158  1.32246   
-0.85681   1.13274   
0.519953   1.93366   
0.751083   1.21072   
0.296401   1.8327    
0.734794   1.12989   
-0.360796  2.18845   
-0.315143  2.03999   
0.205361   2.42343   
0.90014    0.717153  
0.824723   1.0549    
0.749198   1.60315   
-0.216894  2.97968   
-0.823756  1.38973   
-0.886089  0.979616  
-0.972653  0.667774  
-0.300819  1.72556   
-0.389744  2.11826   
0.247741   1.74951   
0.171532   2.27834   
0.258583   1.42789   
-1.11644   0.414443  
0.611724   1.15488   
0.321133   1.07491   
0.352067   1.10961   
0.105294   1.3706    
0.0244983  1.46796   
0.194052   2.15841   
0.0420684  1.98361   
0.699755   1.33861   
1.16837    0.752931  
1.28281    0.578604  
-0.666993  1.52995   
-1.17331   0.855694  
0.387886   1.70265   
0.239048   1.48469   
-1.92565   0.128025  
0.129863   1.64628   
-0.103185  1.65294   
1.13195    0.854387  
1.44678    0.466631  
-0.356267  2.0427    
-0.647973  1.68987   
0.267512   1.8587    
-1.88171   0.256265  
0.066454   1.67896   
-0.756985  1.36416   
0.0235908  2.0171    
0.00658811 2.36314   
0.150147   2.19238   
1.31608    0.25787   
-0.0492427 2.98974   
0.602993   1.62869   
-0.927704  1.05108   
-0.213016  3.0558    
-1.00226   0.476629  
-0.106831  2.86936   
-0.463608  1.9522    
0.495394   1.66238   
0.134607   3.22378   
-0.357025  2.52896   
0.227719   2.7205    
-0.596111  1.47105   
0.142545   3.20601   
-0.0698723 2.77989   
-0.796323  0.601308  
-0.173327  2.93599   
-0.683685  1.21896   
0.267559   3.04594   
-0.405912  2.31571   
0.768982   1.00713   
0.41169    2.22798   
-0.204648  3.24182   
-0.361136  2.10834   
-0.190346  3.36318   
0.0515682  3.65047   
0.590509   0.93      
0.0688168  3.9401    
-0.104773  3.79062   
-0.225079  3.40956   
-0.164419  3.42998   
-0.200571  3.10149   
-0.716146  1.14234   
-0.626347  1.15493   
-0.245232  1.69058   
-0.883828  0.228509  
-1.15311   0.0146034 
0.587251   0.985829  
-0.494546  0.847322  
0.627893   0.910506  
-0.561363  0.939863  
0.125541   0.414749  
-0.519169  0.94012   
-0.547816  1.04362   
0.670159   0.994753  
-0.76973   0.853509  
-0.549147  0.957203  
-0.429926  0.865065  
0.965313   0.631872  
-0.289826  1.12314   
0.761331   0.882006  
0.811666   0.946177  
1.12628    0.252838  
0.226709   1.53201   
0.094436   1.89797   
-0.207129  1.17713   
-1.06441   0.855147  
-1.34      0.584607  
-0.137896  1.26656   
-0.00775911 0.573796  
-1.12444   0.721788  
-0.55893   1.04604   
0.229527   0.871428  
0.581452   1.12817   
-1.17445   0.318228  
1.1377     0.528895  
-0.555376  1.18706   
0.328331   1.39839   
0.320148   1.58181   
-1.43453   0.440844  
-0.342378  1.08076   
0.622927   0.921977  
-1.37943   0.519254  
0.470783   0.858643  
-0.143625  0.808206  
-0.769146  0.987661  
0.620263   0.903677  
-0.98973   1.0402    
-0.495851  0.952667  
-0.461983  1.11181   
1.17527    0.980704  
-0.296563  0.899002  
-1.1098    0.997147  
0.716278   1.25744   
-1.20515   0.894379  
-0.674531  1.06651   
1.14777    0.921253  
0.754389   1.03309   
-0.342265  0.794805  
0.626393   0.922751  
-0.807139  1.16018   
0.527126   1.34039   
0.754297   1.21162   
-0.260347  1.48665   
-0.0940693 1.2998    
1.42957    0.683791  
-1.56192   0.549805  
-0.750683  1.40772   
-0.384373  1.81697   
-0.181311  1.98759   
1.2648     0.477178  
0.187829   1.95639   
