#MU        SIGMA      ENERGY     ERROR     
-0.657785  0.630542   -0.378664  0.00978403
-0.607157  0.639441   -0.326367  0.0103054 
-0.612831  0.670759   -0.326817  0.00918166
-0.647754  0.613653   -0.343819  0.0140533 
-0.550763  0.547273   -0.218983  0.0164984 
-0.464878  0.61662    -0.149946  0.0141544 
-0.532933  0.542101   -0.172356  0.0176693 
-0.455477  0.578769   -0.0926505 0.0158756 
-0.483897  0.552293   -0.0975922 0.0199933 
-0.423369  0.55447    -0.0201911 0.0179428 
-0.442269  0.519535   0.0375516  0.0161842 
-0.501305  0.553164   -0.151443  0.0201639 
-0.501305  0.553164   -0.151443  0.0132727 
-0.542179  0.600836   -0.255745  0.0152418 
-0.486543  0.595985   -0.165537  0.0182807 
-0.486543  0.595985   -0.165537  0.01825   
-0.426061  0.623052   -0.111054  0.0157178 
-0.455693  0.666491   -0.154598  0.0139586 
-0.478704  0.744931   -0.221501  0.0160826 
-0.502856  0.834229   -0.276367  0.0189223 
-0.568088  0.897731   -0.33023   0.0288835 
-0.568088  0.897731   -0.33023   0.0266297 
-0.64555   0.819958   -0.281685  0.0188062 
-0.626853  0.856944   -0.283025  0.0360978 
-0.622015  0.907625   -0.190405  0.0182592 
-0.586584  0.855852   -0.304807  0.0190903 
-0.634753  0.850091   -0.293592  0.0412775 
-0.603468  0.936714   -0.181899  0.0514007 
-0.69157   1.00445    -0.04359   0.051373  
-0.788194  1.00907    0.0538578  0.0676875 
-0.788194  1.00907    0.0538578  0.0531449 
-0.788194  1.00907    0.0538578  0.0804208 
-0.788194  1.00907    0.0538578  0.0586578 
-0.711557  0.971319   -0.0682709 0.0812906 
-0.711557  0.971319   -0.0682709 0.0694351 
-0.711557  0.971319   -0.0682709 0.0203025 
-0.624708  0.880474   -0.298816  0.0228817 
-0.691694  0.877367   -0.31496   0.0173364 
-0.714458  0.791372   -0.333649  0.0182756 
-0.620187  0.844586   -0.314642  0.0285814 
-0.569826  0.86822    -0.262479  0.0262157 
-0.569826  0.86822    -0.262479  0.0231619 
-0.528692  0.903474   -0.253018  0.0207178 
-0.559228  0.861128   -0.293925  0.0125714 
-0.606508  0.776146   -0.360124  0.0191735 
-0.572613  0.82595    -0.307616  0.016539  
