#ENERGY    ERROR     
-0.442086  0.00175879
-0.442153  0.00175929
-0.442159  0.00175849
-0.442162  0.00175768
-0.442155  0.00175689
-0.442168  0.00175613
-0.442179  0.00175536
-0.442191  0.00175459
-0.442136  0.00175464
-0.442152  0.0017539 
-0.442209  0.00175401
-0.442191  0.0017533 
-0.442218  0.0017527 
-0.442185  0.00175221
-0.442171  0.00175147
-0.442188  0.00175076
-0.442155  0.00175027
-0.442139  0.00174954
-0.44219   0.00174946
-0.442179  0.0017487 
-0.44217   0.00174792
-0.442171  0.00174713
-0.442172  0.00174633
-0.442199  0.00174574
-0.442218  0.00174505
-0.442214  0.00174426
-0.442201  0.00174351
-0.442184  0.00174279
-0.442209  0.00174218
-0.442236  0.0017416 
-0.442254  0.0017409 
-0.442278  0.00174027
-0.442218  0.0017405 
-0.442249  0.00173999
-0.442271  0.00173933
-0.442243  0.00173877
-0.442235  0.001738  
-0.442272  0.0017376 
-0.442309  0.0017372 
-0.442316  0.00173643
-0.442342  0.00173584
-0.442342  0.00173505
-0.442319  0.00173441
-0.442265  0.00173448
-0.442249  0.00173377
-0.442268  0.0017331 
-0.4423    0.0017326 
-0.442295  0.00173182
-0.442337  0.00173153
-0.442353  0.00173083
-0.442369  0.00173012
-0.442363  0.00172935
-0.442389  0.00172876
-0.44236   0.00172823
-0.441981  0.00176858
-0.442023  0.00176828
-0.442021  0.00176749
-0.442042  0.00176682
-0.442023  0.00176613
-0.44203   0.00176536
-0.442031  0.00176456
-0.442028  0.00176377
-0.442043  0.00176305
-0.442046  0.00176226
-0.441968  0.0017632 
-0.441975  0.00176243
-0.441969  0.00176165
-0.441967  0.00176086
-0.441991  0.00176024
-0.442007  0.00175952
-0.44201   0.00175874
-0.441995  0.00175802
-0.441996  0.00175723
-0.441986  0.00175648
-0.441963  0.00175585
-0.442031  0.00175641
-0.442043  0.00175566
-0.442045  0.00175488
-0.442064  0.00175421
-0.442087  0.00175358
-0.442069  0.0017529 
-0.442076  0.00175213
-0.442041  0.0017517 
-0.442066  0.0017511 
-0.44191   0.00175718
-0.441926  0.00175647
-0.441908  0.00175578
-0.441909  0.00175501
-0.44191   0.00175423
-0.441912  0.00175345
-0.441889  0.00175282
-0.441883  0.00175206
-0.441864  0.00175138
-0.44188   0.00175067
-0.441868  0.00174994
-0.441868  0.00174917
-0.441833  0.00174875
-0.441815  0.00174807
-0.441821  0.00174731
-0.441818  0.00174654
-0.44185   0.00174606
-0.441854  0.00174529
-0.441839  0.00174459
-0.44185   0.00174386
-0.44187   0.00174321
-0.441898  0.00174267
-0.441904  0.00174191
-0.441907  0.00174114
-0.441887  0.00174049
-0.44188   0.00173974
-0.441823  0.00173989
-0.441829  0.00173914
-0.441854  0.00173856
-0.441869  0.00173786
-0.441891  0.00173723
-0.441839  0.00173726
-0.441824  0.00173656
-0.441887  0.00173698
-0.441915  0.00173643
-0.441917  0.00173567
-0.441867  0.00173562
-0.441886  0.00173496
-0.441833  0.001735  
-0.441846  0.00173428
-0.441842  0.00173353
-0.441852  0.00173281
-0.441884  0.00173234
-0.441889  0.00173159
-0.441889  0.00173084
-0.441887  0.00173008
-0.441903  0.00172941
-0.441892  0.00172869
-0.441908  0.00172801
-0.44191   0.00172726
-0.441933  0.00172667
-0.441969  0.00172629
-0.441958  0.00172557
-0.442013  0.00172568
-0.441944  0.00172633
-0.441941  0.00172558
-0.441954  0.00172488
-0.441956  0.00172413
-0.441937  0.00172348
-0.441948  0.00172277
-0.441938  0.00172206
-0.441948  0.00172134
-0.441966  0.00172069
-0.442013  0.00172058
-0.442017  0.00171985
-0.442024  0.00171912
-0.442021  0.00171838
-0.442007  0.00171769
-0.441974  0.00171727
-0.441947  0.00171674
-0.441929  0.0017161 
-0.441929  0.00171536
-0.441919  0.00171465
-0.441923  0.00171392
-0.441912  0.00171322
-0.441909  0.00171248
-0.441882  0.00171196
-0.441907  0.00171142
-0.44184   0.00171201
-0.441798  0.00171179
-0.441814  0.00171113
-0.441864  0.00171114
-0.441864  0.00171041
-0.441861  0.00170968
-0.441887  0.00170914
-0.44186   0.00170862
-0.441904  0.00170845
-0.441932  0.00170796
-0.441976  0.00170779
-0.442     0.00170722
-0.442014  0.00170655
-0.441951  0.00170699
-0.441954  0.00170627
-0.441956  0.00170554
-0.442002  0.00170545
-0.442012  0.00170475
-0.441996  0.00170409
-0.441984  0.00170341
-0.44197   0.00170274
-0.441964  0.00170203
-0.441995  0.00170158
-0.44198   0.00170092
-0.441981  0.0017002 
-0.441996  0.00169954
-0.441982  0.00169887
-0.441979  0.00169815
-0.442011  0.00169775
-0.442029  0.00169712
-0.442028  0.00169641
-0.442038  0.00169572
-0.442055  0.00169509
-0.442105  0.00169512
-0.442075  0.00169467
-0.44207   0.00169396
-0.442067  0.00169325
-0.442083  0.00169261
-0.442011  0.00169342
-0.442043  0.00169302
-0.442072  0.00169254
-0.442097  0.00169201
-0.442101  0.0016913 
-0.442091  0.00169062
-0.442081  0.00168994
-0.442075  0.00168924
-0.442035  0.001689  
-0.442044  0.00168832
-0.442071  0.00168783
-0.442095  0.0016873 
-0.442092  0.00168659
-0.442113  0.00168602
-0.442137  0.00168548
-0.442117  0.00168489
-0.442114  0.00168418
-0.442117  0.00168348
-0.442161  0.00168335
-0.442173  0.00168269
-0.442167  0.00168199
-0.442179  0.00168133
-0.442171  0.00168065
-0.442177  0.00167996
-0.442216  0.0016797 
-0.442211  0.00167901
-0.442215  0.00167831
-0.442214  0.00167761
-0.442162  0.0016777 
-0.44215   0.00167704
-0.442179  0.0016766 
-0.442196  0.00167599
-0.442203  0.00167531
-0.442184  0.00167472
-0.442194  0.00167405
-0.442216  0.0016735 
-0.442218  0.00167281
-0.442174  0.00167271
-0.442187  0.00167206
-0.442207  0.00167149
-0.442213  0.00167081
-0.44222   0.00167013
-0.442244  0.0016696 
-0.442274  0.00166917
-0.442268  0.00166849
-0.442272  0.0016678 
-0.442274  0.00166711
-0.442287  0.00166648
-0.442287  0.00166579
-0.442304  0.00166518
-0.442325  0.00166462
-0.442344  0.00166404
-0.442373  0.0016636 
-0.442392  0.00166303
-0.442421  0.00166258
-0.442439  0.00166199
-0.442464  0.0016615 
-0.442447  0.0016609 
-0.442441  0.00166023
-0.442439  0.00165955
-0.442455  0.00165895
-0.442455  0.00165826
-0.442476  0.00165772
-0.442462  0.0016571 
-0.442485  0.00165656
-0.442488  0.00165589
-0.442501  0.00165525
-0.442507  0.00165459
-0.442513  0.00165392
-0.442537  0.00165341
-0.442553  0.00165281
-0.442549  0.00165214
-0.44257   0.0016516 
-0.44256   0.00165096
-0.442609  0.00165101
-0.44262   0.00165037
-0.442639  0.0016498 
-0.442665  0.00164934
-0.442671  0.00164868
-0.44269   0.00164811
-0.442701  0.00164747
-0.442709  0.00164682
-0.4427    0.00164617
-0.442709  0.00164552
-0.442698  0.00164489
-0.442715  0.00164431
-0.442669  0.0016443 
-0.442694  0.00164383
-0.442714  0.00164328
-0.44272   0.00164262
-0.442686  0.00164232
-0.442691  0.00164166
-0.442731  0.00164148
-0.442771  0.00164131
-0.442774  0.00164065
-0.442766  0.00164   
-0.44279   0.00163952
-0.442769  0.00163898
-0.442786  0.0016384 
-0.442779  0.00163776
-0.442772  0.00163711
-0.442803  0.00163673
-0.44276   0.00163663
-0.442773  0.00163602
-0.442771  0.00163535
-0.442792  0.00163482
-0.442647  0.00164053
-0.442618  0.00164012
-0.44263   0.0016395 
-0.442652  0.00163899
-0.442628  0.0016385 
-0.4426    0.00163809
-0.442609  0.00163745
-0.442625  0.00163687
-0.442609  0.00163628
-0.442595  0.00163569
-0.442603  0.00163505
-0.442611  0.00163441
-0.442619  0.00163378
-0.4426    0.00163323
-0.442583  0.00163267
-0.442568  0.00163208
-0.442539  0.00163167
-0.442559  0.00163114
-0.442555  0.00163049
-0.442367  0.00164057
-0.442422  0.00164082
-0.442451  0.00164042
-0.442472  0.0016399 
-0.442477  0.00163925
-0.442492  0.00163866
-0.442515  0.00163817
-0.442509  0.00163753
-0.442505  0.00163688
-0.442534  0.00163649
-0.442533  0.00163583
-0.442552  0.00163529
-0.442563  0.00163467
-0.442585  0.00163417
-0.442592  0.00163353
-0.442588  0.00163289
-0.442568  0.00163236
-0.442599  0.001632  
-0.442595  0.00163136
-0.4426    0.00163071
-0.442571  0.00163032
-0.442577  0.00162969
-0.442594  0.00162913
-0.442595  0.00162848
-0.442636  0.00162836
-0.442607  0.00162798
-0.442629  0.00162749
-0.442657  0.00162708
-0.442658  0.00162644
-0.442664  0.0016258 
-0.442686  0.00162531
-0.442693  0.00162468
-0.442695  0.00162404
-0.442683  0.00162344
-0.442627  0.00162374
-0.442628  0.0016231 
-0.442615  0.00162251
-0.44261   0.00162187
-0.442587  0.00162139
-0.442567  0.00162088
-0.442574  0.00162026
-0.44256   0.00161968
-0.442557  0.00161905
-0.442582  0.0016186 
-0.442452  0.00162313
-0.442453  0.0016225 
-0.442454  0.00162186
-0.442497  0.00162176
-0.442443  0.00162203
-0.442451  0.00162141
-0.442407  0.00162136
-0.44243   0.00162089
-0.442424  0.00162026
-0.442444  0.00161975
-0.442497  0.00161999
-0.442535  0.00161979
-0.442533  0.00161915
-0.442515  0.00161862
-0.442506  0.001618  
-0.44254   0.00161772
-0.442552  0.00161713
-0.442567  0.00161657
-0.442553  0.00161599
-0.442569  0.00161544
-0.442544  0.00161501
-0.44257   0.00161459
-0.442571  0.00161396
-0.442611  0.00161382
-0.442578  0.00161353
-0.442591  0.00161296
-0.442602  0.00161237
-0.442605  0.00161174
-0.442568  0.00161155
-0.442597  0.00161119
-0.442582  0.00161063
-0.442558  0.00161018
-0.442567  0.00160958
-0.442605  0.00160941
-0.442551  0.00160968
-0.442544  0.00160907
-0.442578  0.0016088 
-0.442572  0.00160819
-0.442577  0.00160757
-0.442605  0.0016072 
-0.442641  0.00160696
-0.442667  0.00160655
-0.442691  0.00160611
-0.442708  0.00160558
-0.442772  0.00160622
-0.442714  0.00160666
-0.442718  0.00160604
-0.442691  0.00160565
-0.442691  0.00160502
-0.442687  0.00160441
-0.442681  0.0016038 
-0.442706  0.00160337
-0.442731  0.00160296
-0.442764  0.00160267
-0.442784  0.00160218
-0.442818  0.00160192
-0.442822  0.00160131
-0.44278   0.00160125
-0.442762  0.00160073
-0.442801  0.00160059
-0.442799  0.00159997
-0.442788  0.00159939
-0.442777  0.00159882
-0.442761  0.00159828
-0.442747  0.00159772
-0.442773  0.00159732
-0.44277   0.00159671
-0.442783  0.00159615
-0.442778  0.00159554
-0.442813  0.00159532
-0.442839  0.00159491
-0.442837  0.0015943 
-0.442841  0.00159369
-0.442832  0.00159311
-0.44285   0.00159261
-0.442729  0.00159661
-0.442731  0.001596  
-0.442771  0.0015959 
-0.442806  0.00159565
-0.442848  0.00159561
-0.442814  0.00159538
-0.442825  0.00159481
-0.442822  0.00159421
-0.442803  0.00159371
-0.442807  0.00159311
-0.442822  0.00159258
-0.442822  0.00159197
-0.44283   0.00159138
-0.442831  0.00159077
-0.442815  0.00159025
-0.442748  0.00159103
-0.442753  0.00159043
-0.442706  0.00159051
-0.442702  0.00158991
-0.442701  0.0015893 
-0.442686  0.00158876
-0.442658  0.00158841
-0.44264   0.00158791
-0.442654  0.00158736
-0.442666  0.00158681
-0.442645  0.00158634
-0.442626  0.00158586
-0.442627  0.00158526
-0.442646  0.00158477
-0.442647  0.00158417
-0.442699  0.00158441
-0.442719  0.00158394
-0.4427    0.00158345
-0.442686  0.00158291
-0.442689  0.00158232
-0.442731  0.00158228
-0.442732  0.00158168
-0.442723  0.00158111
-0.442715  0.00158053
-0.442723  0.00157996
-0.442664  0.00158046
-0.442676  0.00157991
-0.442714  0.00157978
-0.442721  0.0015792 
-0.442722  0.0015786 
-0.442764  0.00157855
-0.442753  0.00157799
-0.442732  0.00157754
-0.442735  0.00157695
-0.442748  0.00157641
-0.44276   0.00157587
-0.442727  0.00157562
-0.442736  0.00157506
-0.442655  0.00157657
-0.442669  0.00157604
-0.442684  0.00157552
-0.442704  0.00157506
-0.442719  0.00157454
-0.442717  0.00157395
-0.442718  0.00157336
-0.44275   0.00157309
-0.442793  0.0015731 
-0.442807  0.00157257
-0.442815  0.001572  
-0.442816  0.00157141
-0.442811  0.00157083
-0.442811  0.00157025
-0.442806  0.00156967
-0.442827  0.00156922
-0.442859  0.00156896
-0.442845  0.00156844
-0.442837  0.00156787
-0.442829  0.00156731
-0.442869  0.00156725
-0.442819  0.00156747
-0.442773  0.00156757
-0.442736  0.00156742
-0.442737  0.00156684
-0.442739  0.00156625
-0.442756  0.00156577
-0.44275   0.0015652 
-0.442754  0.00156462
-0.442735  0.00156415
-0.442734  0.00156357
-0.442721  0.00156304
-0.44273   0.00156249
-0.44272   0.00156194
-0.442714  0.00156137
-0.442713  0.0015608 
-0.44273   0.00156032
-0.442769  0.00156024
-0.442778  0.00155968
-0.442767  0.00155915
-0.44277   0.00155858
-0.442801  0.0015583 
-0.442754  0.00155843
-0.442754  0.00155785
-0.442771  0.00155737
-0.442758  0.00155685
-0.442819  0.00155747
-0.44286   0.00155742
-0.442875  0.00155692
-0.4429    0.00155655
-0.442874  0.0015562 
-0.442897  0.0015558 
-0.442877  0.00155536
-0.442878  0.00155479
-0.442894  0.0015543 
-0.442912  0.00155383
-0.44294   0.0015535 
-0.442958  0.00155304
-0.442963  0.00155248
-0.442955  0.00155193
-0.442971  0.00155144
-0.442968  0.00155088
-0.442955  0.00155036
-0.442948  0.00154981
-0.442949  0.00154924
-0.442949  0.00154867
-0.442956  0.00154812
-0.442971  0.00154763
-0.442939  0.00154739
-0.442793  0.00155375
-0.442764  0.00155346
-0.442746  0.00155299
-0.44276   0.00155249
-0.442749  0.00155196
-0.442751  0.00155139
-0.442764  0.00155089
-0.442756  0.00155034
-0.442778  0.00154993
-0.44277   0.00154939
-0.442759  0.00154886
-0.442754  0.0015483 
-0.442762  0.00154776
-0.442775  0.00154725
-0.442716  0.00154782
-0.442713  0.00154726
-0.442686  0.00154694
-0.442661  0.00154657
-0.442677  0.00154608
-0.442638  0.00154602
-0.442655  0.00154555
-0.442673  0.00154509
-0.442696  0.00154471
-0.442703  0.00154416
-0.442739  0.00154403
-0.442743  0.00154348
-0.442744  0.00154292
-0.442747  0.00154236
-0.442771  0.00154199
-0.442718  0.00154233
-0.442651  0.00154321
-0.442639  0.0015427 
-0.442645  0.00154215
-0.442626  0.00154171
-0.442616  0.00154119
-0.442648  0.00154097
-0.442626  0.00154057
-0.442623  0.00154002
-0.442634  0.0015395 
-0.442637  0.00153895
-0.442661  0.00153858
-0.442649  0.00153808
-0.442643  0.00153753
-0.442664  0.00153712
-0.44268   0.00153665
-0.442714  0.00153648
-0.442724  0.00153596
-0.442745  0.00153555
-0.442754  0.00153503
-0.442771  0.00153457
-0.442805  0.0015344 
-0.442779  0.00153407
-0.442765  0.00153358
-0.44277   0.00153304
-0.442779  0.00153252
-0.442785  0.00153198
-0.44281   0.00153163
-0.442803  0.0015311 
-0.442825  0.00153071
-0.442787  0.00153063
-0.44278   0.0015301 
-0.442798  0.00152966
-0.442807  0.00152914
-0.442821  0.00152865
-0.44279   0.00152841
-0.442752  0.00152833
-0.442739  0.00152784
-0.442708  0.00152761
-0.442611  0.00153014
-0.442607  0.00152961
-0.442597  0.00152909
-0.442617  0.00152868
-0.442626  0.00152816
-0.442654  0.00152787
-0.442652  0.00152732
-0.44265   0.00152678
-0.442694  0.00152688
-0.442706  0.00152638
-0.442707  0.00152583
-0.442726  0.00152542
-0.442718  0.0015249 
-0.442739  0.00152451
-0.442744  0.00152397
-0.442715  0.00152372
-0.442705  0.00152321
-0.442701  0.00152267
-0.442708  0.00152215
-0.442736  0.00152185
-0.442703  0.00152165
-0.442692  0.00152116
-0.442691  0.00152062
-0.442697  0.00152009
-0.442675  0.00151971
-0.442706  0.00151949
-0.442711  0.00151896
-0.442693  0.00151853
-0.442702  0.00151803
-0.442735  0.00151784
-0.442736  0.0015173 
-0.442735  0.00151677
-0.442711  0.00151643
-0.44275   0.00151641
-0.442743  0.00151589
-0.442762  0.00151548
-0.442754  0.00151497
-0.442758  0.00151444
-0.442694  0.00151527
-0.4427    0.00151475
-0.442697  0.00151422
-0.442689  0.00151371
-0.442612  0.00151516
-0.442616  0.00151463
-0.442614  0.0015141 
-0.442627  0.00151362
-0.442625  0.00151309
-0.442632  0.00151257
-0.442635  0.00151204
-0.442646  0.00151155
-0.442653  0.00151104
-0.442645  0.00151053
-0.442585  0.00151116
-0.442605  0.00151076
-0.442617  0.00151028
-0.442611  0.00150976
-0.442611  0.00150923
-0.442648  0.00150914
-0.442655  0.00150863
-0.442631  0.0015083 
-0.442631  0.00150777
-0.442636  0.00150725
-0.442626  0.00150676
-0.442624  0.00150624
-0.442636  0.00150576
-0.442652  0.00150532
-0.442676  0.00150499
-0.44266   0.00150455
-0.44265   0.00150406
-0.442549  0.00150689
-0.44252   0.00150666
-0.442513  0.00150615
-0.442538  0.00150582
-0.442539  0.0015053 
-0.442522  0.00150487
-0.4425    0.00150452
-0.442545  0.00150467
-0.44254   0.00150416
-0.442551  0.00150368
-0.44255   0.00150315
-0.442546  0.00150264
-0.442517  0.00150241
-0.442463  0.00150286
-0.442482  0.00150246
-0.442462  0.00150206
-0.442466  0.00150155
-0.442489  0.00150121
-0.442525  0.00150112
-0.442542  0.00150069
-0.442554  0.00150022
-0.442593  0.00150021
-0.442611  0.0014998 
-0.442595  0.00149938
-0.442591  0.00149887
-0.442593  0.00149835
-0.442585  0.00149785
-0.442597  0.00149739
-0.442601  0.00149688
-0.442542  0.00149751
-0.442544  0.001497  
-0.442545  0.00149648
-0.44255   0.00149597
-0.442533  0.00149555
-0.442544  0.00149508
-0.442546  0.00149457
-0.442555  0.00149408
-0.442561  0.00149358
-0.44256   0.00149307
-0.442561  0.00149255
-0.442563  0.00149204
-0.442552  0.00149157
-0.442529  0.00149124
-0.442527  0.00149073
-0.442522  0.00149023
-0.442532  0.00148976
-0.442514  0.00148935
-0.442482  0.00148919
-0.442491  0.0014887 
-0.442492  0.00148819
-0.442514  0.00148785
-0.442508  0.00148735
-0.442506  0.00148684
-0.442521  0.00148641
-0.442561  0.00148645
-0.442549  0.00148599
-0.442553  0.00148549
-0.44258   0.00148523
-0.442594  0.00148479
-0.442614  0.00148442
-0.442608  0.00148392
-0.442644  0.00148386
-0.442681  0.00148381
-0.442635  0.00148401
-0.44264   0.00148351
-0.442627  0.00148307
-0.44259   0.00148301
-0.442588  0.0014825 
-0.442584  0.001482  
-0.442598  0.00148156
-0.442582  0.00148114
-0.442601  0.00148075
-0.442557  0.00148092
-0.442522  0.00148083
-0.442547  0.00148055
-0.442553  0.00148006
-0.442519  0.00147995
-0.44254   0.00147959
-0.442532  0.00147911
-0.442523  0.00147863
-0.44254   0.00147822
-0.442524  0.00147781
-0.442555  0.00147764
-0.44258   0.00147735
-0.442608  0.00147711
-0.442634  0.00147684
-0.442656  0.00147651
-0.44265   0.00147603
-0.442647  0.00147553
-0.442672  0.00147524
-0.442658  0.0014748 
-0.442626  0.00147465
-0.442638  0.0014742 
-0.442613  0.00147391
-0.442639  0.00147365
-0.442609  0.00147346
-0.442626  0.00147306
-0.442628  0.00147257
-0.442631  0.00147207
-0.442629  0.00147158
-0.44263   0.00147109
-0.442633  0.00147059
-0.442626  0.00147012
-0.442635  0.00146965
-0.442563  0.00147093
-0.442582  0.00147056
-0.442586  0.00147007
-0.442605  0.0014697 
-0.442613  0.00146923
-0.44264   0.00146899
-0.442643  0.0014685 
-0.442647  0.00146801
-0.442656  0.00146754
-0.442692  0.0014675 
-0.442706  0.00146708
-0.442737  0.00146691
-0.442747  0.00146645
-0.442764  0.00146606
-0.442738  0.00146579
-0.442763  0.00146551
-0.442775  0.00146507
-0.442786  0.00146462
-0.442805  0.00146425
-0.442803  0.00146376
-0.442802  0.00146327
-0.442812  0.00146282
-0.442826  0.0014624 
-0.442807  0.00146204
-0.442782  0.00146176
-0.442773  0.0014613 
-0.442797  0.00146101
-0.442829  0.00146087
-0.442794  0.00146079
-0.442822  0.00146058
-0.442857  0.0014605 
-0.442883  0.00146025
-0.442914  0.0014601 
-0.44294   0.00145984
-0.442971  0.00145969
-0.442958  0.00145925
-0.442948  0.00145881
-0.442958  0.00145836
-0.442978  0.00145801
-0.442989  0.00145757
-0.442987  0.00145709
-0.443     0.00145667
-0.443027  0.00145642
-0.443031  0.00145594
-0.443046  0.00145554
-0.443008  0.00145556
-0.442965  0.00145573
-0.442936  0.00145554
-0.44293   0.00145507
-0.442965  0.00145502
-0.442907  0.0014557 
-0.442923  0.0014553 
-0.442946  0.001455  
-0.442922  0.00145471
-0.442924  0.00145423
-0.442951  0.001454  
-0.442983  0.00145386
-0.442993  0.00145342
-0.443001  0.00145296
-0.443009  0.0014525 
-0.443013  0.00145203
-0.442977  0.001452  
-0.442981  0.00145153
-0.442978  0.00145105
-0.442939  0.00145109
-0.442941  0.00145062
-0.442943  0.00145014
-0.442935  0.00144969
-0.442913  0.00144939
-0.442915  0.00144891
-0.442906  0.00144847
-0.442904  0.00144799
-0.442838  0.00144905
-0.442804  0.00144896
-0.442792  0.00144853
-0.442775  0.00144817
-0.442773  0.0014477 
-0.442778  0.00144723
-0.442793  0.00144684
-0.442828  0.00144678
-0.442849  0.00144646
-0.442848  0.00144598
-0.442817  0.00144584
-0.442835  0.00144547
-0.442836  0.001445  
-0.442839  0.00144453
-0.44285   0.0014441 
-0.442857  0.00144364
-0.442857  0.00144317
-0.442841  0.0014428 
-0.442825  0.00144242
-0.442807  0.00144205
-0.442833  0.00144182
-0.442845  0.0014414 
-0.442865  0.00144106
-0.44286   0.0014406 
-0.44287   0.00144016
-0.44289   0.00143983
-0.442893  0.00143936
-0.44289   0.0014389 
-0.442869  0.00143858
-0.442869  0.00143811
-0.442853  0.00143773
-0.442858  0.00143728
-0.44288   0.00143697
-0.442893  0.00143656
-0.44291   0.0014362 
-0.442916  0.00143575
-0.44293   0.00143535
-0.442938  0.00143491
-0.442923  0.00143452
-0.442928  0.00143406
-0.442892  0.00143404
-0.442902  0.00143361
-0.442884  0.00143326
-0.442867  0.0014329 
-0.442855  0.00143249
-0.442827  0.00143229
-0.442779  0.00143263
-0.442777  0.00143216
-0.442758  0.00143182
-0.442771  0.00143142
-0.442808  0.00143142
-0.442778  0.00143126
-0.442802  0.001431  
-0.44282   0.00143065
-0.442801  0.00143032
-0.442795  0.00142987
-0.442767  0.00142969
-0.442773  0.00142924
-0.442771  0.00142879
-0.442764  0.00142834
-0.442786  0.00142806
-0.44281   0.00142778
-0.44284   0.00142766
-0.442859  0.00142732
-0.44283   0.00142715
-0.442809  0.00142684
-0.442784  0.0014266 
-0.442786  0.00142615
-0.442788  0.00142569
-0.442752  0.00142569
-0.44275   0.00142524
-0.442763  0.00142484
-0.442767  0.00142439
-0.442766  0.00142393
-0.442784  0.0014236 
-0.442792  0.00142316
-0.442647  0.00142999
-0.442659  0.00142958
-0.442692  0.00142951
-0.442707  0.00142913
-0.442708  0.00142868
-0.442693  0.00142829
-0.442703  0.00142787
-0.442694  0.00142745
-0.442701  0.00142701
-0.442704  0.00142656
-0.442694  0.00142614
-0.442682  0.00142573
-0.442712  0.00142557
-0.44271   0.00142512
-0.442708  0.00142467
-0.442715  0.00142423
-0.442693  0.00142393
-0.442687  0.00142349
-0.442722  0.00142349
-0.442739  0.00142313
-0.442724  0.00142276
-0.442723  0.0014223 
-0.442723  0.00142185
-0.442753  0.00142172
-0.442737  0.00142137
-0.442746  0.00142094
-0.442748  0.00142049
-0.442759  0.00142008
-0.442762  0.00141964
-0.442753  0.00141921
-0.442758  0.00141877
-0.442775  0.00141841
-0.442761  0.00141803
-0.442772  0.00141762
-0.442756  0.00141727
-0.442743  0.00141687
-0.442752  0.00141645
-0.442756  0.00141601
-0.442769  0.00141562
-0.442788  0.0014153 
-0.442805  0.00141495
-0.442829  0.00141472
-0.44282   0.0014143 
-0.442866  0.00141463
-0.442855  0.00141423
-0.442872  0.00141388
-0.442877  0.00141345
-0.442863  0.00141307
-0.442868  0.00141264
-0.442867  0.00141219
-0.442871  0.00141175
-0.442882  0.00141135
-0.442883  0.00141091
-0.442879  0.00141047
-0.442876  0.00141003
-0.442885  0.00140961
-0.442883  0.00140917
-0.442911  0.001409  
-0.442901  0.00140859
-0.442891  0.00140819
-0.442927  0.00140821
-0.442939  0.00140782
-0.442932  0.00140739
-0.442909  0.00140714
-0.442906  0.0014067 
-0.442905  0.00140626
-0.442915  0.00140585
-0.442908  0.00140543
-0.442936  0.00140526
-0.442945  0.00140485
-0.442953  0.00140444
-0.442856  0.00140734
-0.442878  0.00140706
-0.442879  0.00140662
-0.442866  0.00140624
-0.442854  0.00140585
-0.442856  0.00140542
-0.442873  0.00140507
-0.44288   0.00140466
-0.44282   0.00140551
-0.442841  0.00140523
-0.442846  0.0014048 
-0.44287   0.00140457
-0.44285   0.00140427
-0.442855  0.00140384
-0.442875  0.00140354
-0.442878  0.00140311
-0.4429    0.00140284
-0.442865  0.00140283
-0.442841  0.0014026 
-0.442854  0.00140223
-0.44286   0.0014018 
-0.442843  0.00140146
-0.442851  0.00140105
-0.442864  0.00140067
-0.442865  0.00140023
-0.442885  0.00139994
-0.44286   0.00139973
-0.442864  0.00139931
-0.442888  0.00139908
-0.442891  0.00139865
-0.442886  0.00139822
-0.442909  0.00139797
-0.442947  0.00139805
-0.442955  0.00139765
-0.442972  0.00139732
-0.442902  0.00139864
-0.442894  0.00139823
-0.44289   0.0013978 
-0.442887  0.00139738
-0.442856  0.00139727
-0.442844  0.00139689
-0.442844  0.00139646
-0.442825  0.00139615
-0.442837  0.00139577
-0.442874  0.00139583
-0.442892  0.00139551
-0.442907  0.00139516
-0.44292   0.0013948 
-0.442886  0.00139479
-0.44289   0.00139436
-0.442886  0.00139394
-0.442924  0.00139402
-0.442926  0.00139359
-0.442925  0.00139317
-0.442942  0.00139283
-0.442938  0.00139241
-0.442978  0.00139254
-0.442957  0.00139226
-0.442956  0.00139183
-0.442937  0.00139154
-0.442929  0.00139114
-0.442926  0.00139071
-0.442947  0.00139043
-0.442963  0.0013901 
-0.442969  0.00138968
-0.44297   0.00138926
-0.442964  0.00138885
-0.442899  0.00138991
-0.442899  0.00138949
-0.442906  0.00138908
-0.442909  0.00138866
-0.442893  0.00138832
-0.442893  0.00138789
-0.442885  0.0013875 
-0.44286   0.00138728
-0.442858  0.00138686
-0.442844  0.00138651
-0.442855  0.00138613
-0.442883  0.00138599
-0.442868  0.00138565
-0.442879  0.00138527
-0.442882  0.00138485
-0.442868  0.00138449
-0.442859  0.0013841 
-0.442854  0.00138368
-0.442853  0.00138326
-0.442846  0.00138286
-0.44285   0.00138245
-0.442866  0.00138211
-0.442876  0.00138173
-0.44287   0.00138132
-0.442898  0.00138119
-0.4429    0.00138077
-0.442915  0.00138043
-0.442949  0.00138045
-0.442955  0.00138004
-0.44296   0.00137963
-0.44297   0.00137924
-0.442956  0.0013789 
-0.442983  0.00137875
-0.442986  0.00137834
-0.442991  0.00137793
-0.442987  0.00137752
-0.443002  0.00137717
-0.443018  0.00137685
-0.443004  0.0013765 
-0.442995  0.00137611
-0.442954  0.00137631
-0.44296   0.0013759 
-0.442964  0.00137549
-0.442991  0.00137535
-0.442996  0.00137494
-0.443028  0.00137488
-0.443018  0.0013745 
-0.443037  0.00137421
-0.443038  0.00137379
-0.443024  0.00137345
-0.443039  0.00137312
-0.443061  0.00137288
-0.443048  0.00137253
-0.443061  0.00137218
-0.443114  0.00137276
-0.443082  0.00137272
-0.443093  0.00137235
-0.443089  0.00137194
-0.443067  0.0013717 
-0.44309   0.00137147
-0.443083  0.00137107
-0.443012  0.00137249
-0.443027  0.00137216
