#MU        SIGMA      ENERGY     ERROR     
-0.776304  0.652079   -0.434764  0.0155662 
-0.736359  0.749955   -0.387714  0.00826365
-0.741391  0.671237   -0.414687  0.0158938 
-0.766702  0.695632   -0.41819   0.00859402
-0.720594  0.674953   -0.406065  0.0252461 
-0.800441  0.769583   -0.343539  0.011669  
-0.790031  0.698176   -0.41402   0.00654821
-0.74586   0.601721   -0.441231  0.00783511
-0.712192  0.58636    -0.412155  0.00663793
-0.70852   0.649768   -0.416604  0.00896324
-0.70852   0.649768   -0.416604  0.00880984
-0.685785  0.572512   -0.367009  0.0160939 
-0.749596  0.517129   -0.315322  0.0313519 
-0.674327  0.432494   0.0341124  0.0415438 
-0.744272  0.404791   0.348168   0.0594919 
-0.744272  0.404791   0.348168   0.0454618 
-0.695664  0.392991   0.281491   0.0356469 
-0.624512  0.41353    0.119973   0.0392895 
-0.665319  0.402339   0.210066   0.0514473 
-0.689748  0.375758   0.507126   0.0913455 
-0.650356  0.304708   1.52025    0.0400906 
-0.607402  0.39652    0.203325   0.0849053 
-0.607402  0.39652    0.203325   0.0248801 
-0.510599  0.437606   -0.00224164 0.023204  
-0.468023  0.427867   0.129352   0.040507  
-0.455526  0.362955   0.349569   0.0243489 
-0.504497  0.436033   0.017069   0.0181207 
-0.435691  0.518766   0.0530853  0.0231207 
-0.358313  0.470004   0.289047   0.0263252 
-0.271325  0.555684   0.249518   0.020712  
-0.31608   0.634956   0.0387921  0.0229023 
-0.266254  0.650919   0.0623183  0.0196474 
-0.351396  0.671852   -0.0809722 0.0202088 
-0.277299  0.655843   0.0670825  0.0241407 
-0.282681  0.578386   0.201354   0.0219554 
-0.320077  0.639366   0.0337875  0.0171221 
-0.398981  0.691202   -0.1449    0.0161057 
-0.495955  0.690756   -0.232544  0.0139347 
-0.493448  0.693613   -0.227612  0.0160593 
-0.471478  0.61173    -0.132592  0.0109496 
-0.571291  0.620722   -0.280294  0.0139755 
-0.524792  0.681898   -0.274035  0.0108224 
-0.610703  0.676443   -0.348176  0.0104835 
-0.624775  0.690858   -0.369384  0.0114285 
-0.575969  0.672559   -0.303002  0.0118533 
-0.569683  0.628616   -0.289313  0.0143134 
-0.530247  0.715443   -0.274019  0.0118464 
-0.628641  0.737516   -0.35729   0.0142668 
-0.557325  0.792216   -0.301448  0.014115  
-0.598085  0.771922   -0.331824  0.015503  
-0.509855  0.751885   -0.248975  0.012927  
-0.554573  0.755966   -0.310528  0.0146906 
-0.566176  0.826309   -0.3068    0.0115077 
-0.58508   0.728786   -0.307169  0.0141565 
-0.551791  0.725923   -0.307716  0.0113959 
-0.589883  0.702761   -0.310278  0.0140254 
-0.544924  0.771988   -0.297344  0.0136759 
-0.523144  0.684428   -0.258852  0.0144426 
-0.469654  0.722795   -0.208491  0.0149905 
-0.421969  0.773223   -0.204725  0.017494  
-0.35202   0.755106   -0.141749  0.0218658 
-0.271639  0.691925   -0.0339509 0.0202468 
-0.281946  0.689568   -0.0384763 0.0232859 
-0.307857  0.601834   0.0868213  0.0222209 
-0.216774  0.679543   0.0369764  0.0231928 
-0.283642  0.647356   0.0118373  0.0236995 
-0.19001   0.657529   0.10584    0.0280701 
-0.200738  0.558786   0.394838   0.0369584 
-0.166289  0.468359   0.725492   0.0322638 
-0.218424  0.517688   0.435877   0.0238871 
-0.261677  0.614531   0.141472   0.0233717 
-0.341457  0.577048   0.0579555  0.0210875 
-0.382222  0.482277   0.230817   0.0294169 
-0.333402  0.421347   0.456806   0.0372591 
-0.258497  0.433686   0.56352    0.0314819 
-0.293425  0.440417   0.573999   0.0249001 
-0.341497  0.503069   0.241857   0.0262372 
-0.358389  0.462135   0.291128   0.0256649 
-0.327698  0.510068   0.272003   0.0219458 
-0.308507  0.606316   0.159391   0.0195078 
-0.371797  0.656103   -0.0688221 0.0159537 
-0.449456  0.65075    -0.153001  0.0146485 
-0.503294  0.687701   -0.246109  0.0137741 
-0.541213  0.746577   -0.278761  0.0142997 
-0.443913  0.812003   -0.271182  0.0413641 
-0.443913  0.812003   -0.271182  0.0168417 
-0.385759  0.800977   -0.235036  0.0176626 
-0.468534  0.851547   -0.249635  0.0229072 
-0.526451  0.945156   -0.253707  0.0179181 
-0.497184  0.939285   -0.304325  0.0260117 
-0.425807  0.886813   -0.246346  0.0455123 
-0.498795  0.940957   -0.228604  0.0182146 
-0.584283  0.857915   -0.295391  0.0272502 
-0.649078  0.814697   -0.290044  0.0248416 
-0.62729   0.831282   -0.277415  0.0168341 
-0.632518  0.792064   -0.341343  0.0185296 
-0.598752  0.805922   -0.283653  0.0164419 
-0.563064  0.824499   -0.314255  0.015454  
-0.465453  0.8302     -0.289306  0.0145085 
-0.513848  0.756486   -0.286209  0.0135774 
-0.544244  0.807292   -0.284613  0.0150916 
-0.463921  0.757799   -0.241457  0.0147781 
-0.488555  0.813513   -0.301513  0.0147262 
-0.488555  0.813513   -0.301513  0.0154327 
-0.511607  0.839656   -0.315965  0.019269  
-0.522915  0.835401   -0.263997  0.0161764 
-0.538474  0.796742   -0.282976  0.0146301 
