1 -0.455323 0 
2 -0.455651 0.000328507 
3 -0.455188 0.00050015 
4 -0.47468 0.0194948 
5 -0.47708 0.0152901 
6 -0.46643 0.01641 
7 -0.450467 0.0211459 
8 -0.457943 0.0197799 
9 -0.44791 0.0201237 
10 -0.441733 0.0190296 
11 -0.434666 0.018607 
12 -0.433505 0.0170254 
13 -0.430746 0.0159022 
14 -0.433606 0.0149977 
15 -0.435327 0.0140679 
16 -0.431236 0.0137808 
17 -0.424327 0.0146729 
18 -0.429259 0.0146865 
19 -0.430834 0.013981 
20 -0.432007 0.0133153 
21 -0.431272 0.0126867 
22 -0.436558 0.0132006 
23 -0.438645 0.0127851 
24 -0.437708 0.0122767 
25 -0.443387 0.0130736 
26 -0.443405 0.0125607 
27 -0.443001 0.0120933 
28 -0.442721 0.0116568 
29 -0.444537 0.0113932 
30 -0.44441 0.0110076 
31 -0.442152 0.0108833 
32 -0.442119 0.0105378 
33 -0.445338 0.0107089 
34 -0.443947 0.0104818 
35 -0.446172 0.0104183 
36 -0.446993 0.010158 
37 -0.448062 0.00993723 
38 -0.447304 0.00970182 
39 -0.447506 0.00945195 
40 -0.448913 0.00931942 
41 -0.447936 0.0091416 
42 -0.448178 0.00892455 
43 -0.447253 0.00876342 
44 -0.450521 0.00916422 
45 -0.451025 0.00897244 
46 -0.452204 0.00885409 
47 -0.45248 0.00866804 
48 -0.453994 0.00861951 
49 -0.452415 0.00858801 
50 -0.453088 0.00844131 
51 -0.452216 0.0083199 
52 -0.452544 0.0081649 
53 -0.453358 0.00805064 
54 -0.454269 0.00795251 
55 -0.454209 0.00780681 
56 -0.454616 0.00767689 
57 -0.454481 0.00754222 
58 -0.454635 0.00741263 
59 -0.454639 0.00728591 
60 -0.454861 0.00716689 
61 -0.455241 0.00705864 
62 -0.455566 0.00695149 
63 -0.455539 0.00684032 
64 -0.452193 0.00751809 
65 -0.452577 0.0074115 
66 -0.451525 0.00737387 
67 -0.452156 0.00729032 
68 -0.449806 0.0075568 
69 -0.448591 0.00754491 
70 -0.448666 0.00743672 
71 -0.44824 0.00734358 
72 -0.449202 0.00730442 
73 -0.447938 0.00731374 
74 -0.446792 0.00730462 
75 -0.446422 0.00721608 
76 -0.445678 0.00715921 
77 -0.4454 0.0070711 
78 -0.446206 0.00702624 
79 -0.445992 0.00694003 
80 -0.445903 0.00685331 
81 -0.446555 0.00679955 
82 -0.445021 0.00688898 
83 -0.444981 0.0068056 
84 -0.445072 0.00672472 
85 -0.445107 0.00664522 
86 -0.44602 0.00663076 
87 -0.445392 0.00658415 
88 -0.445677 0.00651514 
89 -0.44563 0.00644169 
90 -0.444838 0.00641879 
91 -0.44429 0.00637148 
92 -0.445091 0.00635259 
93 -0.444329 0.00632996 
94 -0.444899 0.00628816 
95 -0.445198 0.00622878 
96 -0.444989 0.00616712 
97 -0.444772 0.00610704 
98 -0.445552 0.00609453 
99 -0.445404 0.00603448 
100 -0.445333 0.00597425 
101 -0.445523 0.00591783 
102 -0.444728 0.00591312 
103 -0.445107 0.00586769 
104 -0.446076 0.00589117 
105 -0.446183 0.00583577 
106 -0.446514 0.00578994 
107 -0.446791 0.00574225 
108 -0.447569 0.00574183 
109 -0.4477 0.00569041 
110 -0.446762 0.00571592 
111 -0.447452 0.00570611 
112 -0.447818 0.00566675 
113 -0.448048 0.00562109 
114 -0.447889 0.00557384 
115 -0.448917 0.00561984 
116 -0.448756 0.0055735 
117 -0.447733 0.00561958 
118 -0.448409 0.00561258 
119 -0.44846 0.00556545 
120 -0.448512 0.00551912 
121 -0.448849 0.00548365 
122 -0.448903 0.00543879 
123 -0.448143 0.00544777 
124 -0.44853 0.00541753 
125 -0.448425 0.00537505 
126 -0.448379 0.00533241 
127 -0.449169 0.00534894 
128 -0.447761 0.00549061 
129 -0.447659 0.00544883 
130 -0.447224 0.00542425 
131 -0.447262 0.00538282 
132 -0.447611 0.00535328 
133 -0.447585 0.00531294 
134 -0.446545 0.00537468 
135 -0.446972 0.00535176 
136 -0.447676 0.00535882 
137 -0.44772 0.00531974 
138 -0.448037 0.00529055 
139 -0.447989 0.00525258 
140 -0.447702 0.00522283 
141 -0.44725 0.00520532 
142 -0.447447 0.00517229 
143 -0.447621 0.00513892 
144 -0.447256 0.00511613 
145 -0.447659 0.00509673 
146 -0.447859 0.00506565 
147 -0.447304 0.00506164 
148 -0.44635 0.005117 
149 -0.446542 0.00508616 
150 -0.445908 0.00509168 
151 -0.444347 0.00529335 
152 -0.443715 0.00529629 
153 -0.444288 0.00529268 
154 -0.444648 0.0052705 
155 -0.444955 0.00524539 
156 -0.445039 0.00521233 
157 -0.445222 0.00518228 
158 -0.445446 0.00515422 
159 -0.445766 0.00513171 
160 -0.445201 0.00513075 
161 -0.445279 0.00509937 
162 -0.445305 0.00506787 
163 -0.44483 0.00505905 
164 -0.444664 0.00503083 
