#MU        SIGMA      ENERGY     ERROR     
-0.81133   0.675163   -0.432391  0.0075711 
-0.800133  0.589728   -0.445996  0.0122274 
-0.800133  0.589728   -0.445996  0.00847143
-0.725956  0.578381   -0.412831  0.011179  
-0.737801  0.658453   -0.402629  0.0135967 
-0.737801  0.658453   -0.402629  0.0104031 
-0.733818  0.558601   -0.406476  0.0222409 
-0.733818  0.558601   -0.406476  0.0192114 
-0.733818  0.558601   -0.406476  0.0080918 
-0.660544  0.647343   -0.388423  0.0105408 
-0.717853  0.556144   -0.396728  0.00886187
-0.675133  0.581043   -0.366799  0.0075794 
-0.667703  0.603963   -0.368948  0.0079981 
-0.727104  0.593703   -0.422767  0.00706942
-0.727104  0.593703   -0.422767  0.0118818 
-0.727104  0.593703   -0.422767  0.0077878 
-0.741287  0.681503   -0.426265  0.00697304
-0.817273  0.590198   -0.428673  0.0171789 
-0.817273  0.590198   -0.428673  0.0114003 
-0.862666  0.662781   -0.428247  0.0175126 
-0.862666  0.662781   -0.428247  0.00922986
-0.865057  0.572428   -0.430973  0.00846231
-0.849821  0.60087    -0.4316    0.0170201 
-0.849821  0.60087    -0.4316    0.0160497 
-0.849821  0.60087    -0.4316    0.0206987 
-0.849821  0.60087    -0.4316    0.00891266
-0.752609  0.662333   -0.425135  0.0173901 
-0.752609  0.662333   -0.425135  0.0111566 
-0.752609  0.662333   -0.425135  0.00886011
-0.790372  0.57793    -0.442264  0.00854502
-0.790372  0.57793    -0.442264  0.0128056 
-0.790372  0.57793    -0.442264  0.0088975 
-0.790372  0.57793    -0.442264  0.0107109 
-0.790372  0.57793    -0.442264  0.018868  
-0.790372  0.57793    -0.442264  0.00812643
-0.759238  0.674894   -0.413513  0.0126828 
-0.759238  0.674894   -0.413513  0.0264425 
-0.759238  0.674894   -0.413513  0.00891202
-0.813116  0.645859   -0.437975  0.0192659 
-0.813116  0.645859   -0.437975  0.0213952 
-0.813116  0.645859   -0.437975  0.0107623 
-0.813116  0.645859   -0.437975  0.0170108 
-0.813116  0.645859   -0.437975  0.00657035
-0.78732   0.650485   -0.451394  0.013603  
-0.78732   0.650485   -0.451394  0.0313501 
-0.78732   0.650485   -0.451394  0.0174635 
-0.78732   0.650485   -0.451394  0.0159133 
-0.78732   0.650485   -0.451394  0.00782563
-0.78732   0.650485   -0.451394  0.00870621
-0.832917  0.618987   -0.450011  0.0139617 
-0.832917  0.618987   -0.450011  0.00707172
-0.832917  0.618987   -0.450011  0.0132557 
-0.832917  0.618987   -0.450011  0.00934134
-0.832917  0.618987   -0.450011  0.0137129 
-0.832917  0.618987   -0.450011  0.0116125 
-0.832917  0.618987   -0.450011  0.00731566
-0.756218  0.619756   -0.445973  0.0136961 
-0.756218  0.619756   -0.445973  0.00758238
-0.756218  0.619756   -0.445973  0.0124059 
-0.756218  0.619756   -0.445973  0.012257  
-0.756218  0.619756   -0.445973  0.0131393 
-0.756218  0.619756   -0.445973  0.0131315 
-0.756218  0.619756   -0.445973  0.00738931
-0.756218  0.619756   -0.445973  0.00861369
-0.756218  0.619756   -0.445973  0.00876829
-0.840925  0.650249   -0.440025  0.0110455 
-0.840925  0.650249   -0.440025  0.00952999
-0.840925  0.650249   -0.440025  0.00600971
-0.769235  0.616659   -0.44056   0.0139338 
-0.769235  0.616659   -0.44056   0.0074528 
-0.769235  0.616659   -0.44056   0.00953915
-0.769235  0.616659   -0.44056   0.00633063
-0.769235  0.616659   -0.44056   0.00934524
-0.822703  0.641963   -0.444728  0.00976583
-0.849865  0.608697   -0.438662  0.0102365 
-0.849865  0.608697   -0.438662  0.00598821
-0.812342  0.626476   -0.453812  0.013412  
-0.812342  0.626476   -0.453812  0.0103567 
-0.812342  0.626476   -0.453812  0.0104485 
-0.812342  0.626476   -0.453812  0.00824176
-0.812342  0.626476   -0.453812  0.0117227 
-0.812342  0.626476   -0.453812  0.0139672 
-0.812342  0.626476   -0.453812  0.00588226
-0.798741  0.629929   -0.450577  0.0123074 
-0.798741  0.629929   -0.450577  0.0104757 
-0.829669  0.6281     -0.419269  0.00830143
-0.741023  0.646961   -0.416979  0.00894845
-0.73414   0.646349   -0.424685  0.00707479
-0.813515  0.644826   -0.451785  0.0169833 
-0.813515  0.644826   -0.451785  0.0155807 
-0.813515  0.644826   -0.451785  0.00989175
-0.813515  0.644826   -0.451785  0.0110987 
-0.813515  0.644826   -0.451785  0.0190363 
-0.813515  0.644826   -0.451785  0.00896751
-0.813515  0.644826   -0.451785  0.0172751 
-0.813515  0.644826   -0.451785  0.0275114 
-0.813515  0.644826   -0.451785  0.024378  
-0.813515  0.644826   -0.451785  0.00684189
-0.813515  0.644826   -0.451785  0.00964273
-0.813515  0.644826   -0.451785  0.0135868 
-0.813515  0.644826   -0.451785  0.0160638 
-0.813515  0.644826   -0.451785  0.0114041 
-0.813515  0.644826   -0.451785  0.00874737
-0.813515  0.644826   -0.451785  0.0108722 
-0.813515  0.644826   -0.451785  0.00830527
-0.813515  0.644826   -0.451785  0.0118344 
-0.813515  0.644826   -0.451785  0.00684761
-0.773912  0.63404    -0.445426  0.0136614 
-0.773912  0.63404    -0.445426  0.0109452 
-0.773912  0.63404    -0.445426  0.00639223
-0.790954  0.612906   -0.444846  0.0116071 
-0.790954  0.612906   -0.444846  0.0118544 
-0.790954  0.612906   -0.444846  0.0089054 
-0.790954  0.612906   -0.444846  0.00733068
-0.826629  0.61272    -0.449441  0.00702925
-0.826629  0.61272    -0.449441  0.0144705 
-0.826629  0.61272    -0.449441  0.0144766 
-0.826629  0.61272    -0.449441  0.0105104 
-0.807548  0.559779   -0.442357  0.0271188 
-0.807548  0.559779   -0.442357  0.0245161 
-0.807548  0.559779   -0.442357  0.0263242 
-0.807548  0.559779   -0.442357  0.0136034 
-0.807548  0.559779   -0.442357  0.00637479
-0.763873  0.6307     -0.440115  0.00723846
-0.791355  0.601651   -0.445721  0.0092364 
-0.791355  0.601651   -0.445721  0.0163902 
-0.791355  0.601651   -0.445721  0.00616801
-0.759907  0.618126   -0.453031  0.00981162
-0.728423  0.704534   -0.422905  0.0111678 
-0.728423  0.704534   -0.422905  0.00843793
-0.767372  0.672572   -0.436171  0.0142249 
-0.767372  0.672572   -0.436171  0.00887457
-0.814354  0.608343   -0.436137  0.013936  
-0.814354  0.608343   -0.436137  0.0159078 
-0.814354  0.608343   -0.436137  0.00783295
-0.806958  0.636073   -0.43659   0.00995309
-0.712391  0.559816   -0.403016  0.0101074 
-0.712391  0.559816   -0.403016  0.00860048
-0.712391  0.559816   -0.403016  0.00732477
-0.727137  0.589264   -0.417193  0.00900487
-0.727137  0.589264   -0.417193  0.0100546 
-0.77288   0.563036   -0.421171  0.0245027 
-0.77288   0.563036   -0.421171  0.0162433 
-0.77288   0.563036   -0.421171  0.022119  
-0.77288   0.563036   -0.421171  0.00807463
-0.833869  0.592917   -0.426571  0.0146769 
-0.833869  0.592917   -0.426571  0.0130779 
