#MU        SIGMA      ENERGY     ERROR     
-0.827669  0.577294   -0.427942  0.00688697
-0.847005  0.605317   -0.448364  0.0109924 
-0.847005  0.605317   -0.448364  0.0108082 
-0.847005  0.605317   -0.448364  0.0105582 
-0.847005  0.605317   -0.448364  0.0150936 
-0.847005  0.605317   -0.448364  0.0113999 
-0.847005  0.605317   -0.448364  0.00767621
-0.847005  0.605317   -0.448364  0.0141039 
-0.847005  0.605317   -0.448364  0.00709112
-0.847005  0.605317   -0.448364  0.0093941 
-0.847005  0.605317   -0.448364  0.0263914 
-0.847005  0.605317   -0.448364  0.0123247 
-0.847005  0.605317   -0.448364  0.0101376 
-0.8689    0.646773   -0.430572  0.00917452
-0.78471   0.697104   -0.428951  0.0250249 
-0.78471   0.697104   -0.428951  0.0179531 
-0.78471   0.697104   -0.428951  0.00831319
-0.78471   0.697104   -0.428951  0.00828986
-0.78471   0.697104   -0.428951  0.0315051 
-0.78471   0.697104   -0.428951  0.00636257
-0.850199  0.614045   -0.456061  0.0130262 
-0.850199  0.614045   -0.456061  0.013773  
-0.850199  0.614045   -0.456061  0.0206987 
-0.850199  0.614045   -0.456061  0.0103563 
-0.850199  0.614045   -0.456061  0.00871735
-0.850199  0.614045   -0.456061  0.0121858 
-0.850199  0.614045   -0.456061  0.0187303 
-0.850199  0.614045   -0.456061  0.0101196 
-0.850199  0.614045   -0.456061  0.0167612 
-0.850199  0.614045   -0.456061  0.00991043
-0.850199  0.614045   -0.456061  0.0113004 
-0.850199  0.614045   -0.456061  0.00829753
-0.850199  0.614045   -0.456061  0.0108014 
-0.850199  0.614045   -0.456061  0.0123276 
-0.850199  0.614045   -0.456061  0.0148966 
-0.850199  0.614045   -0.456061  0.0141186 
-0.850199  0.614045   -0.456061  0.00929241
-0.850199  0.614045   -0.456061  0.0169715 
-0.850199  0.614045   -0.456061  0.00730357
-0.857728  0.605266   -0.429314  0.0110547 
-0.857728  0.605266   -0.429314  0.0135323 
-0.857728  0.605266   -0.429314  0.0135581 
-0.857728  0.605266   -0.429314  0.0130314 
-0.857728  0.605266   -0.429314  0.0152504 
-0.857728  0.605266   -0.429314  0.011012  
-0.839748  0.658186   -0.43142   0.0225662 
-0.839748  0.658186   -0.43142   0.0123019 
-0.826895  0.699267   -0.433395  0.0267266 
-0.826895  0.699267   -0.433395  0.00837226
-0.782371  0.649578   -0.437957  0.00807544
-0.835098  0.64034    -0.452504  0.0273206 
-0.835098  0.64034    -0.452504  0.0128023 
-0.835098  0.64034    -0.452504  0.00720085
-0.801293  0.588741   -0.4498    0.00958392
-0.801293  0.588741   -0.4498    0.00726952
-0.798448  0.628426   -0.445752  0.00949403
-0.871118  0.607905   -0.423909  0.010634  
-0.799745  0.554527   -0.41622   0.0284619 
-0.799745  0.554527   -0.41622   0.0208081 
-0.799745  0.554527   -0.41622   0.0141767 
-0.799745  0.554527   -0.41622   0.0169489 
-0.799745  0.554527   -0.41622   0.00686195
-0.806485  0.610359   -0.445701  0.011543  
-0.806485  0.610359   -0.445701  0.00977731
-0.806485  0.610359   -0.445701  0.00712102
-0.810062  0.602935   -0.432967  0.0108487 
-0.780285  0.551186   -0.416849  0.0112426 
-0.873099  0.597644   -0.421873  0.0114748 
-0.873099  0.597644   -0.421873  0.023002  
-0.873099  0.597644   -0.421873  0.00812701
-0.911021  0.600984   -0.413286  0.00907323
-0.819879  0.576359   -0.42201   0.00972263
-0.82131   0.561725   -0.422405  0.00999152
-0.82131   0.561725   -0.422405  0.0245159 
-0.82131   0.561725   -0.422405  0.00934098
-0.82131   0.561725   -0.422405  0.0267645 
-0.82131   0.561725   -0.422405  0.0169448 
-0.82131   0.561725   -0.422405  0.00609304
-0.753126  0.633613   -0.435291  0.00914518
-0.830976  0.669509   -0.445578  0.0287279 
-0.830976  0.669509   -0.445578  0.0110393 
-0.830976  0.669509   -0.445578  0.0123275 
-0.811594  0.689598   -0.421249  0.036454  
-0.811594  0.689598   -0.421249  0.0206105 
-0.811594  0.689598   -0.421249  0.0210668 
-0.811594  0.689598   -0.421249  0.00572191
-0.805038  0.614134   -0.45281   0.025731  
-0.805038  0.614134   -0.45281   0.0123679 
-0.805038  0.614134   -0.45281   0.015034  
-0.805038  0.614134   -0.45281   0.0117914 
-0.805038  0.614134   -0.45281   0.0102111 
-0.805038  0.614134   -0.45281   0.0105244 
-0.805038  0.614134   -0.45281   0.00942399
-0.805038  0.614134   -0.45281   0.0159745 
-0.805038  0.614134   -0.45281   0.0169828 
-0.805038  0.614134   -0.45281   0.00928999
-0.805038  0.614134   -0.45281   0.00651349
-0.805038  0.614134   -0.45281   0.00777595
-0.74396   0.670994   -0.4302    0.00688968
-0.74396   0.670994   -0.4302    0.0061821 
-0.785452  0.636398   -0.453005  0.011238  
-0.785452  0.636398   -0.453005  0.00693259
-0.785452  0.636398   -0.453005  0.00762668
-0.790887  0.590964   -0.440064  0.00617729
-0.790887  0.590964   -0.440064  0.0082167 
-0.778915  0.623185   -0.442907  0.0127498 
-0.790924  0.541424   -0.391362  0.00935405
-0.852693  0.569002   -0.404768  0.0118721 
-0.83453   0.547364   -0.383365  0.00978987
-0.822068  0.617009   -0.436533  0.0147358 
-0.822068  0.617009   -0.436533  0.0238336 
-0.822068  0.617009   -0.436533  0.0124825 
-0.822068  0.617009   -0.436533  0.00862735
-0.822068  0.617009   -0.436533  0.0143457 
-0.822068  0.617009   -0.436533  0.0110163 
-0.822068  0.617009   -0.436533  0.010125  
-0.897417  0.619938   -0.418018  0.0182853 
-0.897417  0.619938   -0.418018  0.0172772 
-0.897417  0.619938   -0.418018  0.00921984
-0.897417  0.619938   -0.418018  0.0130382 
-0.897417  0.619938   -0.418018  0.0119786 
-0.897417  0.619938   -0.418018  0.0139494 
-0.962878  0.607138   -0.332616  0.015796  
-0.962878  0.607138   -0.332616  0.0111188 
-0.92951   0.624039   -0.376653  0.0131404 
-0.92951   0.624039   -0.376653  0.0410406 
-0.92951   0.624039   -0.376653  0.0117573 
-0.92951   0.624039   -0.376653  0.0183532 
-0.92951   0.624039   -0.376653  0.0319426 
-0.92951   0.624039   -0.376653  0.00814626
-0.85285   0.588204   -0.442025  0.0190084 
-0.85285   0.588204   -0.442025  0.0128014 
-0.85285   0.588204   -0.442025  0.0101738 
-0.85285   0.588204   -0.442025  0.0131837 
-0.85285   0.588204   -0.442025  0.0138757 
-0.85285   0.588204   -0.442025  0.018628  
-0.85285   0.588204   -0.442025  0.0123149 
-0.85285   0.588204   -0.442025  0.0115066 
-0.786447  0.550619   -0.424091  0.0115503 
-0.786447  0.550619   -0.424091  0.00911431
-0.835176  0.569733   -0.436681  0.0226168 
-0.835176  0.569733   -0.436681  0.0106936 
-0.835176  0.569733   -0.436681  0.0208806 
-0.835176  0.569733   -0.436681  0.00957734
-0.835176  0.569733   -0.436681  0.0140235 
-0.835176  0.569733   -0.436681  0.0131186 
-0.835176  0.569733   -0.436681  0.00845667
-0.850039  0.650656   -0.436306  0.00963935
-0.850039  0.650656   -0.436306  0.0145402 
-0.850039  0.650656   -0.436306  0.016841  
-0.850039  0.650656   -0.436306  0.00973298
-0.763539  0.561243   -0.425634  0.0140203 
-0.763539  0.561243   -0.425634  0.022174  
-0.763539  0.561243   -0.425634  0.0156317 
-0.763539  0.561243   -0.425634  0.00847381
-0.813179  0.576131   -0.434258  0.0149076 
-0.813179  0.576131   -0.434258  0.0069069 
-0.719184  0.613688   -0.43785   0.0118392 
-0.719184  0.613688   -0.43785   0.00873412
-0.721003  0.669376   -0.421175  0.0171458 
-0.721003  0.669376   -0.421175  0.00690465
-0.744719  0.599145   -0.42604   0.0149029 
-0.830666  0.528744   -0.398363  0.0173337 
-0.830666  0.528744   -0.398363  0.00771404
-0.76266   0.604703   -0.436681  0.00999214
-0.676488  0.562212   -0.370733  0.00953316
-0.687764  0.586217   -0.397078  0.00814306
-0.730216  0.579805   -0.422154  0.0133642 
-0.730216  0.579805   -0.422154  0.00989938
-0.730216  0.579805   -0.422154  0.0104973 
-0.805499  0.563633   -0.399129  0.0099799 
-0.876038  0.565481   -0.417373  0.0101177 
-0.917981  0.592658   -0.38506   0.00899828
-0.820672  0.611498   -0.434884  0.0130417 
-0.820672  0.611498   -0.434884  0.0212387 
-0.820672  0.611498   -0.434884  0.00692103
-0.758692  0.654138   -0.434802  0.00748793
-0.763905  0.590099   -0.442832  0.0170919 
-0.763905  0.590099   -0.442832  0.00976815
-0.763905  0.590099   -0.442832  0.00694884
-0.789446  0.599039   -0.44176   0.00795594
-0.789446  0.599039   -0.44176   0.00848832
-0.789446  0.599039   -0.44176   0.00788865
-0.789446  0.599039   -0.44176   0.0101111 
-0.789446  0.599039   -0.44176   0.00630094
-0.789446  0.599039   -0.44176   0.0115983 
-0.838349  0.649317   -0.44323   0.019596  
-0.838349  0.649317   -0.44323   0.0118522 
-0.838349  0.649317   -0.44323   0.0103478 
-0.838349  0.649317   -0.44323   0.0109473 
-0.838349  0.649317   -0.44323   0.0270706 
-0.838349  0.649317   -0.44323   0.0151469 
-0.838349  0.649317   -0.44323   0.0188944 
-0.838349  0.649317   -0.44323   0.0245317 
-0.838349  0.649317   -0.44323   0.0201353 
-0.838349  0.649317   -0.44323   0.0078747 
-0.816141  0.673697   -0.442953  0.0249574 
-0.816141  0.673697   -0.442953  0.00678697
-0.731423  0.623418   -0.430061  0.0112156 
-0.731423  0.623418   -0.430061  0.00796984
-0.72824   0.629089   -0.418224  0.0105175 
-0.669141  0.552111   -0.349112  0.00790009
-0.716418  0.622547   -0.41422   0.00780586
-0.755213  0.575905   -0.434906  0.00733584
-0.697119  0.642031   -0.403002  0.010124  
-0.730858  0.691869   -0.413689  0.0184603 
-0.730858  0.691869   -0.413689  0.0243176 
-0.730858  0.691869   -0.413689  0.00659237
-0.807222  0.628211   -0.457017  0.0143357 
-0.807222  0.628211   -0.457017  0.00728598
-0.807222  0.628211   -0.457017  0.00674665
-0.807222  0.628211   -0.457017  0.00979653
-0.807222  0.628211   -0.457017  0.00715259
-0.807222  0.628211   -0.457017  0.0100315 
-0.807222  0.628211   -0.457017  0.00830216
-0.807222  0.628211   -0.457017  0.0150149 
-0.807222  0.628211   -0.457017  0.0255029 
-0.807222  0.628211   -0.457017  0.00740504
-0.807222  0.628211   -0.457017  0.00682348
-0.807222  0.628211   -0.457017  0.00847831
-0.807222  0.628211   -0.457017  0.00782467
-0.807222  0.628211   -0.457017  0.0139854 
-0.807222  0.628211   -0.457017  0.0101958 
-0.807222  0.628211   -0.457017  0.0079365 
-0.807222  0.628211   -0.457017  0.00761724
-0.818011  0.588166   -0.446999  0.00980636
-0.818011  0.588166   -0.446999  0.00954319
-0.818011  0.588166   -0.446999  0.00667273
-0.818011  0.588166   -0.446999  0.0182617 
-0.818011  0.588166   -0.446999  0.00710649
-0.818011  0.588166   -0.446999  0.0126712 
-0.818011  0.588166   -0.446999  0.00934415
-0.784447  0.671296   -0.439465  0.00787641
-0.689269  0.593069   -0.386949  0.0116504 
-0.689269  0.593069   -0.386949  0.00910444
-0.689269  0.593069   -0.386949  0.00994415
-0.689269  0.593069   -0.386949  0.012104  
-0.774573  0.678334   -0.406247  0.00673068
-0.78612   0.626601   -0.443704  0.0166062 
-0.78612   0.626601   -0.443704  0.00740293
-0.78612   0.626601   -0.443704  0.00902555
-0.798272  0.641526   -0.436892  0.0122376 
-0.798272  0.641526   -0.436892  0.0139435 
-0.798272  0.641526   -0.436892  0.010124  
-0.798272  0.641526   -0.436892  0.0128974 
-0.798272  0.641526   -0.436892  0.0268574 
-0.798272  0.641526   -0.436892  0.0106142 
-0.866601  0.634095   -0.420605  0.039546  
-0.866601  0.634095   -0.420605  0.0056256 
-0.780389  0.622972   -0.447221  0.0124831 
-0.780389  0.622972   -0.447221  0.0229997 
-0.780389  0.622972   -0.447221  0.0075573 
-0.780389  0.622972   -0.447221  0.0120869 
-0.780389  0.622972   -0.447221  0.0099748 
-0.780389  0.622972   -0.447221  0.00927673
-0.778566  0.688541   -0.431116  0.0245374 
-0.778566  0.688541   -0.431116  0.0075457 
-0.752007  0.657737   -0.428157  0.0119318 
-0.752007  0.657737   -0.428157  0.00659048
-0.753424  0.61094    -0.433012  0.009445  
-0.778788  0.685704   -0.421645  0.00827989
-0.722558  0.585752   -0.409425  0.0100532 
-0.715853  0.56106    -0.400514  0.00685177
-0.741013  0.594092   -0.421913  0.00991759
-0.741013  0.594092   -0.421913  0.00716266
-0.798143  0.66023    -0.435781  0.00755021
-0.870724  0.624625   -0.436277  0.0113266 
-0.870724  0.624625   -0.436277  0.0139312 
-0.870724  0.624625   -0.436277  0.0130233 
-0.870724  0.624625   -0.436277  0.0112446 
-0.870724  0.624625   -0.436277  0.0138827 
-0.870724  0.624625   -0.436277  0.00952401
-0.835237  0.568143   -0.418077  0.0133529 
-0.92235   0.653814   -0.384393  0.0236265 
-0.92235   0.653814   -0.384393  0.0202084 
-0.92235   0.653814   -0.384393  0.0118574 
-0.876348  0.628802   -0.407871  0.00705134
-0.844131  0.599624   -0.434812  0.00910535
-0.79082   0.657002   -0.433743  0.00885495
-0.79082   0.657002   -0.433743  0.0102912 
-0.838869  0.660973   -0.422408  0.0311061 
-0.838869  0.660973   -0.422408  0.00887771
-0.788617  0.575135   -0.432953  0.00722532
-0.739336  0.591616   -0.430808  0.00711689
-0.817734  0.595354   -0.442762  0.00846028
-0.825995  0.614448   -0.441418  0.0144694 
-0.825995  0.614448   -0.441418  0.00788798
-0.825995  0.614448   -0.441418  0.0128623 
-0.825995  0.614448   -0.441418  0.00947677
-0.780148  0.663039   -0.426442  0.0245454 
-0.780148  0.663039   -0.426442  0.00783555
-0.780148  0.663039   -0.426442  0.0121369 
-0.780148  0.663039   -0.426442  0.0152528 
-0.780148  0.663039   -0.426442  0.0107785 
-0.734125  0.664066   -0.41944   0.00846903
-0.734125  0.664066   -0.41944   0.0161481 
-0.802787  0.710101   -0.389418  0.0149284 
-0.802787  0.710101   -0.389418  0.0253684 
-0.802787  0.710101   -0.389418  0.0191404 
-0.802787  0.710101   -0.389418  0.00962348
-0.739459  0.667515   -0.419271  0.00720564
-0.785674  0.60139    -0.453809  0.00917544
-0.785674  0.60139    -0.453809  0.00652664
-0.785674  0.60139    -0.453809  0.00738464
-0.76505   0.64698    -0.444516  0.0115457 
-0.76505   0.64698    -0.444516  0.0180259 
-0.76505   0.64698    -0.444516  0.0145689 
-0.76505   0.64698    -0.444516  0.0115728 
