#MU        SIGMA      ENERGY     ERROR     
-0.19864   0.93949    -0.250326  0.0218732 
-0.283201  1.00477    -0.235799  0.0226793 
-0.269595  1.07698    -0.250521  0.0382821 
-0.363992  1.16583    -0.138192  0.0771315 
-0.326042  1.23536    0.0131381  0.0577395 
-0.41862   1.17371    -0.0872345 0.0341655 
-0.335418  1.15185    -0.187902  0.0828056 
-0.335418  1.15185    -0.187902  0.0436343 
-0.330677  1.1331     -0.119747  0.042776  
-0.273325  1.14218    -0.122037  0.0448095 
-0.208364  1.16446    -0.0709072 0.0307139 
-0.127574  1.10348    -0.221677  0.0174792 
-0.0854172 1.02111    -0.266205  0.0366442 
-0.166908  1.05631    -0.258799  0.0190078 
-0.0962683 0.991954   -0.2537    0.024352  
-0.0962433 1.02115    -0.258137  0.0163203 
-0.132428  0.972372   -0.281091  0.0161413 
-0.0580279 0.919268   -0.21711   0.0168899 
-0.11239   0.942616   -0.254789  0.0184044 
-0.0151842 0.872349   -0.179288  0.0186086 
0.0299198  0.804205   -0.110426  0.0161656 
0.0833309  0.88836    -0.19882   0.0236795 
0.0646837  0.944782   -0.232133  0.0216559 
-0.0102348 0.938983   -0.265764  0.0416628 
-0.0102348 0.938983   -0.265764  0.0189427 
-0.0221544 0.914154   -0.193801  0.0165303 
-0.0452191 0.85385    -0.166388  0.0164839 
-0.0756748 0.850029   -0.122079  0.0173842 
-0.14142   0.824627   -0.192417  0.0187557 
-0.171227  0.775763   -0.0841976 0.0165662 
-0.203379  0.861833   -0.22192   0.01539   
-0.155187  0.924178   -0.273531  0.0194808 
-0.103599  0.997945   -0.298091  0.0800198 
-0.0930571 1.05749    -0.217593  0.0172729 
-0.18203   0.966888   -0.265616  0.0265036 
-0.114765  0.963848   -0.218878  0.0168702 
-0.0637547 1.02       -0.268143  0.0251846 
-0.09867   1.06809    -0.241167  0.0435153 
-0.188154  1.16027    -0.0648609 0.0299858 
-0.285858  1.11824    -0.194788  0.0349891 
-0.219537  1.0831     -0.181376  0.0340166 
-0.181861  1.12229    -0.153539  0.0377531 
-0.222548  1.02269    -0.210035  0.0153572 
-0.233656  0.950362   -0.279766  0.0169787 
-0.254286  0.875356   -0.245064  0.0174166 
-0.308893  0.865371   -0.262551  0.0158907 
-0.276066  0.962072   -0.30188   0.0163152 
-0.18387   0.903163   -0.236855  0.0203956 
-0.201574  0.984673   -0.261997  0.0174091 
-0.203218  1.00148    -0.254658  0.0227553 
-0.24283   1.01894    -0.26409   0.0427918 
-0.160074  1.10371    -0.13356   0.0465772 
-0.161277  1.15805    -0.0872707 0.0280575 
-0.165095  1.08936    -0.218357  0.0484495 
-0.0839579 1.17197    -0.120669  0.0336194 
-0.103831  1.16469    -0.115433  0.034869  
-0.0259957 1.08317    -0.227076  0.0319106 
-0.0228287 1.14509    -0.154182  0.0219351 
-0.0122482 1.07848    -0.256473  0.0293712 
-0.100363  1.10355    -0.176578  0.0207291 
-0.0692233 1.08699    -0.277303  0.0356703 
0.0212909  1.16225    -0.137475  0.0561605 
0.0701814  1.12194    -0.099987  0.0463919 
0.104961   1.16196    -0.123509  0.0427726 
0.0600877  1.22201    -0.0438836 0.0331759 
0.0745206  1.15595    -0.196928  0.0280396 
0.165055   1.13754    -0.198157  0.0347829 
