#MU        SIGMA      ENERGY     ERROR     
-0.0270464 0.893624   -0.20485   0.0166978 
-0.0816555 0.852047   -0.165139  0.0190672 
-0.107016  0.913381   -0.217949  0.0169547 
-0.107016  0.913381   -0.217949  0.0168556 
-0.0358063 0.858227   -0.184652  0.0176494 
-0.0545298 0.872579   -0.165541  0.0172561 
-0.0598009 0.811768   -0.0911943 0.0178    
-0.0113962 0.847241   -0.161071  0.018429  
0.0159452  0.903839   -0.225709  0.0189215 
0.0226853  0.811626   -0.128445  0.0222575 
0.0678131  0.713437   0.0341839  0.0249691 
0.0350204  0.65073    0.226201   0.0315809 
0.0350204  0.65073    0.226201   0.0277856 
0.0423354  0.613092   0.307802   0.0291998 
0.0393503  0.567769   0.513483   0.0257915 
0.0433188  0.63632    0.26077    0.0252576 
0.139132   0.601849   0.353557   0.0349746 
0.0647558  0.521974   0.65638    0.0292591 
0.0350383  0.569166   0.472745   0.0363745 
-0.0436957 0.516821   0.708631   0.0399186 
-0.00973996 0.507189   0.655898   0.0488716 
-0.00973996 0.507189   0.655898   0.0296153 
-0.108933  0.580406   0.330681   0.0335177 
-0.109069  0.527756   0.570093   0.031814  
-0.115603  0.541761   0.540825   0.0457282 
-0.115603  0.541761   0.540825   0.0312922 
-0.0561098 0.55702    0.457034   0.0286849 
-0.0941604 0.595385   0.341543   0.0252305 
-0.0485733 0.650512   0.221845   0.022658  
0.0369976  0.692972   0.117001   0.0211857 
-0.0293045 0.751955   -0.0532053 0.0171629 
-0.0462907 0.836273   -0.135745  0.0182834 
-0.02856   0.8874     -0.213244  0.0173052 
-0.0408024 0.833538   -0.131334  0.0173821 
-0.0484172 0.846197   -0.17612   0.0157743 
-0.0411263 0.923158   -0.222487  0.0237924 
-0.0786682 0.931461   -0.24112   0.01624   
-0.113368  0.964101   -0.288807  0.0154332 
-0.129194  0.961208   -0.270025  0.0166143 
-0.0829631 0.922671   -0.219703  0.0160479 
-0.0128345 0.912289   -0.231303  0.0156632 
-0.108351  0.923231   -0.22887   0.0157943 
-0.145082  0.933958   -0.261029  0.0283781 
-0.15373   0.993154   -0.23852   0.0204299 
-0.124241  1.00777    -0.230302  0.0252592 
-0.143386  1.06707    -0.218791  0.019425  
-0.146116  1.05418    -0.256824  0.0179116 
-0.224495  0.97783    -0.2483    0.0200481 
-0.302847  0.932502   -0.226899  0.0194957 
-0.321105  0.936146   -0.26637   0.0349673 
-0.349609  1.03291    -0.216244  0.0492094 
-0.327244  1.11317    -0.0803094 0.0498028 
-0.40073   1.1601     -0.0357581 0.0584792 
-0.40073   1.1601     -0.0357581 0.049729  
-0.451393  1.08875    -0.106651  0.0761143 
-0.521548  1.15244    0.10121    0.0612686 
-0.602892  1.18127    0.126908   0.157221  
-0.5502    1.23504    0.557052   0.152978  
-0.596897  1.26503    0.600726   0.115329  
-0.670391  1.24613    0.588948   0.149675  
-0.703065  1.29549    1.06603    0.167642  
-0.68318   1.36257    1.37623    0.236213  
-0.716352  1.34009    1.46885    0.12751   
-0.644904  1.38433    1.12444    0.20775   
-0.732765  1.29767    1.449      0.143747  
-0.686238  1.34703    0.982372   0.111882  
-0.599947  1.31615    0.715091   0.0938889 
-0.525311  1.3364     0.52801    0.102095  
-0.440315  1.29617    0.431513   0.131798  
-0.363322  1.3934     0.677901   0.132791  
-0.363322  1.3934     0.677901   0.206074  
-0.453982  1.4776     1.45872    0.195723  
-0.497238  1.47644    1.33253    0.225146  
-0.497238  1.47644    1.33253    0.171332  
-0.476514  1.41562    1.11304    0.140261  
-0.393045  1.41329    0.933316   0.188322  
-0.393045  1.41329    0.933316   0.122264  
-0.300034  1.39225    0.583385   0.150645  
-0.204164  1.42665    0.747369   0.095269  
-0.187275  1.4335     0.544923   0.179368  
-0.209996  1.40624    0.830512   0.129822  
-0.17332   1.40592    0.831705   0.0765067 
-0.170942  1.37354    0.299657   0.1144    
-0.131665  1.39448    0.583967   0.0579458 
-0.202523  1.30365    0.0813078  0.0782763 
-0.14622   1.31383    0.191219   0.0577147 
-0.210365  1.25631    0.0581488  0.05729   
-0.156355  1.26114    0.0655647  0.0673894 
-0.21739   1.2492     0.0958962  0.0863456 
-0.279177  1.29654    0.198792   0.0658186 
-0.229445  1.24239    0.0373656  0.0508201 
-0.318061  1.19735    0.03368    0.038884  
-0.400062  1.14324    -0.131691  0.0383316 
-0.353347  1.14101    -0.140582  0.0301775 
-0.441696  1.07078    -0.203787  0.0393392 
-0.457699  1.0923     -0.107713  0.0529596 
-0.373751  1.07077    -0.125462  0.0696788 
-0.452093  1.13298    -0.0195227 0.0518693 
-0.518273  1.09236    -0.0247231 0.0368302 
-0.513944  1.02788    -0.195625  0.0487961 
-0.599158  1.0102     -0.0897752 0.0238892 
-0.545881  0.91472    -0.236849  0.0144542 
-0.536529  0.848551   -0.306152  0.0176853 
-0.579789  0.829797   -0.298021  0.0133412 
-0.669572  0.755849   -0.369928  0.0208525 
-0.674542  0.77267    -0.296842  0.0205342 
-0.674542  0.77267    -0.296842  0.0118266 
-0.632795  0.725446   -0.344078  0.00922829
-0.640839  0.671787   -0.37113   0.010165  
-0.661186  0.678922   -0.354383  0.00795677
-0.706342  0.579102   -0.401114  0.019057  
-0.706342  0.579102   -0.401114  0.0107236 
-0.736073  0.552612   -0.379741  0.0162614 
-0.757939  0.517269   -0.384315  0.0116285 
-0.669602  0.550072   -0.356674  0.0083537 
-0.687995  0.574636   -0.375547  0.0112558 
-0.756034  0.664858   -0.416508  0.0173558 
-0.701363  0.745332   -0.356742  0.0126585 
-0.656625  0.735626   -0.377985  0.013594  
-0.583285  0.713858   -0.320252  0.0136871 
-0.527767  0.733526   -0.265141  0.0128949 
-0.604228  0.727287   -0.329499  0.0127858 
-0.545912  0.629728   -0.256587  0.0123313 
-0.614257  0.71046    -0.32317   0.0122278 
-0.545839  0.675244   -0.266223  0.01165   
-0.60829   0.758822   -0.360117  0.0146431 
