#MU        SIGMA      ENERGY     ERROR     
0.5727     0.911935   -0.277777  0.0382855 
0.51902    0.977212   -0.209994  0.0211727 
0.455746   0.90451    -0.264397  0.0403467 
0.545478   0.985648   -0.181382  0.0299757 
0.474573   0.963735   -0.21734   0.0241584 
0.376816   0.954163   -0.231995  0.0153513 
0.43988    0.856188   -0.273415  0.0155456 
0.43988    0.856188   -0.273415  0.0160314 
0.539509   0.857365   -0.292546  0.0201053 
0.539509   0.857365   -0.292546  0.0253393 
0.505116   0.8961     -0.282714  0.0257959 
0.479437   0.926881   -0.246457  0.0182749 
0.479437   0.926881   -0.246457  0.0350878 
0.449585   1.01479    -0.228983  0.0354724 
0.365211   1.07802    -0.179212  0.0380506 
0.365211   1.07802    -0.179212  0.0376697 
0.303337   1.10028    -0.15801   0.0375824 
0.303337   1.10028    -0.15801   0.0323419 
0.374193   1.08297    -0.186939  0.0437644 
0.341931   1.07886    -0.185857  0.0245492 
0.30318    1.05186    -0.243199  0.0320966 
0.259677   1.12966    -0.205445  0.0619878 
0.259677   1.12966    -0.205445  0.0576565 
0.259677   1.12966    -0.205445  0.0369299 
0.259677   1.12966    -0.205445  0.050633  
0.259677   1.12966    -0.205445  0.0719472 
0.259677   1.12966    -0.205445  0.0822018 
0.259677   1.12966    -0.205445  0.0450551 
0.29083    1.03484    -0.21608   0.0203115 
0.389955   1.02637    -0.270818  0.0268377 
0.389955   1.02637    -0.270818  0.0468801 
0.463347   1.07954    -0.0881839 0.0241666 
0.425556   0.982733   -0.239417  0.0240538 
0.45157    0.953685   -0.247612  0.033224  
0.46602    0.962448   -0.198128  0.0261893 
0.504439   0.999941   -0.243206  0.0156222 
0.42852    0.900197   -0.291155  0.0170052 
0.426292   0.938447   -0.296533  0.0328459 
0.3838     0.936356   -0.198037  0.0231053 
0.296663   0.990134   -0.207646  0.0390974 
0.381916   1.04972    -0.130574  0.0361274 
0.446992   1.03359    -0.177734  0.0385372 
0.483912   1.01112    -0.164602  0.0348827 
0.48036    1.04376    -0.138824  0.0281159 
0.460997   1.01222    -0.238296  0.0374833 
0.543595   0.995183   -0.176252  0.0316684 
0.543978   0.944009   -0.237659  0.026235  
0.630812   0.88965    -0.26869   0.0295624 
0.631929   0.875993   -0.245998  0.013408  
0.657028   0.781625   -0.34372   0.0149174 
0.630715   0.757739   -0.315418  0.0109546 
0.597358   0.68325    -0.308592  0.0139635 
0.504849   0.767803   -0.287073  0.0128932 
0.552273   0.763375   -0.316965  0.0136534 
0.513358   0.68163    -0.219029  0.0118858 
0.56743    0.619116   -0.297799  0.0129664 
0.530464   0.684353   -0.256967  0.012875  
0.534104   0.700644   -0.260642  0.0137989 
0.630277   0.747881   -0.323555  0.0150957 
0.558719   0.815651   -0.315075  0.0141021 
0.574379   0.774216   -0.315758  0.0204584 
0.654085   0.820007   -0.308656  0.0126961 
0.632013   0.735737   -0.349098  0.0116714 
0.567418   0.685975   -0.277459  0.0127774 
0.547617   0.611996   -0.245856  0.012634  
0.57453    0.55779    -0.26141   0.010826  
0.591359   0.611903   -0.30459   0.0137258 
0.591359   0.611903   -0.30459   0.0126056 
0.581711   0.537318   -0.22519   0.0168651 
0.566968   0.497559   -0.190167  0.028895  
0.566968   0.497559   -0.190167  0.0128259 
0.611363   0.545142   -0.307618  0.0219056 
0.611363   0.545142   -0.307618  0.0121564 
0.574904   0.56848    -0.249974  0.016802  
0.574904   0.56848    -0.249974  0.00963068
0.61572    0.609586   -0.324511  0.0094937 
0.626084   0.626272   -0.349221  0.0123822 
0.660298   0.713851   -0.354825  0.0400742 
0.658038   0.807428   -0.296933  0.0375576 
0.717873   0.902983   -0.190422  0.0183673 
0.637421   0.876121   -0.295706  0.0194891 
0.712341   0.793996   -0.336745  0.0118533 
0.757995   0.723008   -0.402054  0.0117263 
0.710146   0.723998   -0.378461  0.00684895
0.733749   0.649328   -0.431154  0.00825466
0.679581   0.583573   -0.383028  0.0178554 
0.670149   0.499736   -0.291633  0.034491  
0.670149   0.499736   -0.291633  0.00715528
0.72835    0.596508   -0.432403  0.0166649 
0.692061   0.507525   -0.318696  0.0179021 
0.791961   0.508801   -0.31296   0.0163072 
0.75663    0.516693   -0.323883  0.00771883
0.818225   0.600449   -0.435425  0.013671  
0.901356   0.538154   -0.33999   0.0210465 
0.901356   0.538154   -0.33999   0.0204387 
0.837631   0.500564   -0.313622  0.0242133 
0.837631   0.500564   -0.313622  0.0204567 
0.754322   0.492288   -0.28654   0.0195356 
0.709185   0.48958    -0.250976  0.0370055 
0.709185   0.48958    -0.250976  0.0126533 
0.748588   0.537617   -0.366975  0.0247517 
0.748588   0.537617   -0.366975  0.0140265 
0.748588   0.537617   -0.366975  0.0322297 
0.748588   0.537617   -0.366975  0.0231779 
0.748588   0.537617   -0.366975  0.0127352 
0.68408    0.535254   -0.343538  0.0122983 
0.614678   0.557397   -0.328685  0.0127594 
0.611274   0.545415   -0.302915  0.0136272 
0.611274   0.545415   -0.302915  0.00951813
0.62898    0.616042   -0.359415  0.0118108 
0.670395   0.543922   -0.368509  0.0193495 
0.619651   0.486732   -0.20353   0.0225446 
0.678718   0.479517   -0.250833  0.013995  
0.587226   0.530526   -0.278267  0.0166898 
0.587226   0.530526   -0.278267  0.0211692 
0.587226   0.530526   -0.278267  0.014411  
0.596996   0.532736   -0.256169  0.0154905 
0.500334   0.56313    -0.151029  0.017798  
0.453488   0.570307   -0.062459  0.0224838 
0.363493   0.553286   0.112617   0.0224669 
0.363493   0.553286   0.112617   0.022742  
0.363493   0.553286   0.112617   0.016426  
0.431247   0.649162   -0.13037   0.0173638 
0.398239   0.689527   -0.119698  0.0164637 
0.454792   0.649123   -0.156226  0.0162013 
0.371881   0.739664   -0.177401  0.017204  
0.286498   0.820607   -0.181495  0.0159368 
0.233408   0.9065     -0.241437  0.0239752 
0.135663   0.999403   -0.242681  0.0192916 
0.149003   0.955285   -0.228559  0.0199664 
0.166459   0.855389   -0.181884  0.0156531 
0.191047   0.895965   -0.24478   0.0168726 
0.169199   0.841831   -0.190983  0.0183424 
0.11693    0.794583   -0.0825698 0.0210126 
0.0724831  0.73773    -0.026088  0.0271937 
0.0724831  0.73773    -0.026088  0.0227681 
0.0869032  0.70192    0.0464298  0.0196884 
0.133019   0.768072   -0.0817922 0.0216596 
0.133019   0.768072   -0.0817922 0.0213236 
0.0513496  0.731661   -0.00084224 0.0231068 
0.0513496  0.731661   -0.00084224 0.0254243 
0.0513496  0.731661   -0.00084224 0.0263323 
0.0513496  0.731661   -0.00084224 0.0240162 
0.0513496  0.731661   -0.00084224 0.025686  
0.00118531 0.671045   0.145628   0.0278465 
-0.0612902 0.579883   0.455839   0.0267865 
-0.0516287 0.607988   0.354559   0.0313946 
-0.0516287 0.607988   0.354559   0.0276206 
0.0357125  0.614821   0.309996   0.025526  
-0.0210929 0.622684   0.330383   0.0323624 
-0.0210929 0.622684   0.330383   0.0287342 
-0.0210929 0.622684   0.330383   0.0291297 
-0.027763  0.583703   0.418851   0.0367155 
-0.027763  0.583703   0.418851   0.0235684 
0.0114006  0.676131   0.175266   0.021922  
0.0626442  0.747911   -0.0298777 0.0177635 
0.161401   0.814899   -0.159014  0.0168454 
0.201086   0.897069   -0.23944   0.0168408 
0.295792   0.907527   -0.266167  0.0192843 
0.372127   0.921904   -0.24385   0.0240074 
0.468      0.922668   -0.241038  0.0166632 
0.419451   0.957388   -0.281789  0.0195895 
0.38889    0.932026   -0.279668  0.0307697 
0.38889    0.932026   -0.279668  0.0229289 
0.316098   0.846569   -0.218304  0.0153618 
0.259561   0.881393   -0.238212  0.0155941 
0.320987   0.86046    -0.210849  0.0271796 
0.265711   0.92622    -0.225658  0.0153465 
0.289228   0.842145   -0.221342  0.0195266 
0.25589    0.745549   -0.107556  0.0169705 
0.326028   0.78541    -0.174709  0.0171561 
0.422242   0.778854   -0.232096  0.0157278 
0.366138   0.79514    -0.207499  0.0149565 
0.453659   0.746514   -0.219164  0.0136483 
0.521907   0.74517    -0.295589  0.0157521 
0.448999   0.728939   -0.239893  0.0152877 
0.439924   0.784843   -0.271712  0.0174667 
0.479498   0.770623   -0.237214  0.0125754 
0.520918   0.687595   -0.230126  0.0148751 
0.45718    0.734133   -0.226569  0.018684  
0.45718    0.734133   -0.226569  0.0189816 
0.376913   0.654854   -0.0561042 0.0180828 
0.407479   0.665358   -0.0995266 0.0161795 
0.439927   0.687862   -0.170894  0.0168207 
0.417232   0.681452   -0.147696  0.018721  
0.366573   0.724538   -0.1724    0.0180007 
0.428131   0.64538    -0.122398  0.020718  
0.428131   0.64538    -0.122398  0.0148053 
0.487589   0.69508    -0.232649  0.0166131 
0.438104   0.671773   -0.146054  0.0183917 
0.438104   0.671773   -0.146054  0.0149627 
0.449794   0.731394   -0.222419  0.0220036 
0.492335   0.829053   -0.263395  0.0197448 
0.417382   0.911829   -0.266236  0.0168857 
0.496675   0.831581   -0.297418  0.0175632 
0.556252   0.811473   -0.331271  0.0160242 
0.556252   0.811473   -0.331271  0.0341066 
0.556252   0.811473   -0.331271  0.0258096 
0.55896    0.89465    -0.257392  0.0205326 
0.467504   0.897098   -0.258186  0.0207398 
0.436181   0.96236    -0.253444  0.0283437 
0.436181   0.96236    -0.253444  0.0296259 
0.424702   1.04358    -0.228966  0.0430274 
0.490128   1.05142    -0.13693   0.0570899 
0.490128   1.05142    -0.13693   0.0573404 
0.408198   1.09715    0.00411644 0.0394759 
0.395195   1.1131     -0.151887  0.0759052 
0.295378   1.16416    -0.0274409 0.0495993 
0.342253   1.16481    -0.0454759 0.0582701 
0.356574   1.16779    0.0672792  0.0304609 
0.283766   1.14143    -0.171333  0.0398948 
0.185855   1.18303    -0.121977  0.0366602 
0.221977   1.13676    -0.203708  0.0465046 
0.301333   1.11266    -0.0997034 0.0350092 
0.314712   1.06306    -0.175626  0.0382125 
0.414168   1.06184    -0.190169  0.036248  
0.426539   1.01553    -0.217604  0.0487405 
0.514052   1.01544    -0.145611  0.0262573 
0.448157   0.923269   -0.272211  0.0174853 
0.508054   0.838895   -0.269436  0.0219941 
0.470563   0.890628   -0.269571  0.0236828 
0.403868   0.976384   -0.252865  0.0168331 
0.322024   0.898899   -0.241722  0.0162502 
0.244327   0.838136   -0.166173  0.017089  
0.244199   0.861541   -0.186466  0.0176241 
0.251177   0.787686   -0.125145  0.018633  
0.227742   0.759312   -0.106256  0.0217993 
0.227742   0.759312   -0.106256  0.019518  
0.314628   0.689544   -0.0138415 0.0156009 
0.414486   0.787658   -0.222918  0.0180139 
0.429236   0.886032   -0.252428  0.0157289 
0.347323   0.911253   -0.26478   0.0176194 
0.296591   0.896312   -0.229013  0.0183525 
0.385353   0.881027   -0.229401  0.0168625 
0.314042   0.823339   -0.221111  0.0177958 
0.268578   0.826457   -0.227443  0.0173555 
0.268578   0.826457   -0.227443  0.0157789 
0.272807   0.910915   -0.270333  0.0216545 
0.225326   1.00855    -0.254669  0.0366059 
0.225326   1.00855    -0.254669  0.0167575 
0.161783   0.923823   -0.271541  0.0165631 
0.161783   0.923823   -0.271541  0.0161538 
0.161783   0.923823   -0.271541  0.0167633 
0.135435   0.942676   -0.275047  0.0158333 
0.168785   0.884801   -0.21029   0.0169296 
0.0918877  0.920349   -0.258338  0.018595  
0.101273   0.979152   -0.26899   0.0177756 
