#MU        SIGMA      ENERGY     ERROR     
-0.753229  0.54762    -0.408968  0.00642622
-0.731111  0.613933   -0.433463  0.0150357 
-0.796658  0.702946   -0.380025  0.0115984 
-0.826457  0.660452   -0.416991  0.00901882
-0.789272  0.643794   -0.434249  0.0137922 
-0.880798  0.688871   -0.394019  0.0259152 
-0.880798  0.688871   -0.394019  0.0284035 
-0.880798  0.688871   -0.394019  0.0204191 
-0.880798  0.688871   -0.394019  0.0320744 
-0.880798  0.688871   -0.394019  0.0124656 
-0.863113  0.64132    -0.427717  0.0291279 
-0.855394  0.732301   -0.292785  0.038386  
-0.796485  0.809167   -0.241324  0.0310521 
-0.869609  0.80228    -0.247167  0.0280338 
-0.792472  0.82039    -0.239631  0.0403456 
-0.792472  0.82039    -0.239631  0.0122417 
-0.739242  0.734323   -0.372138  0.0244248 
-0.739242  0.734323   -0.372138  0.0165875 
-0.645378  0.770667   -0.308879  0.0106654 
-0.735041  0.706866   -0.405386  0.0262567 
-0.790602  0.805274   -0.289446  0.0219157 
-0.733696  0.840621   -0.289267  0.0264302 
-0.73532   0.81295    -0.298511  0.0197295 
-0.66799   0.83216    -0.302226  0.0254021 
-0.753275  0.831507   -0.277168  0.0496512 
-0.753275  0.831507   -0.277168  0.0249908 
-0.836122  0.795534   -0.298076  0.0320332 
-0.836122  0.795534   -0.298076  0.0180974 
-0.861104  0.757797   -0.356152  0.018191  
-0.885481  0.725052   -0.347026  0.0210747 
-0.860835  0.758754   -0.316044  0.0141571 
-0.762851  0.730515   -0.388321  0.0205512 
-0.762851  0.730515   -0.388321  0.00767465
-0.674517  0.640816   -0.407543  0.00634472
-0.746238  0.644504   -0.436082  0.0114492 
-0.811922  0.646087   -0.426794  0.00608083
-0.745343  0.630247   -0.428873  0.0102023 
-0.76711   0.671522   -0.436899  0.00989593
-0.668856  0.711243   -0.393527  0.0249394 
-0.621849  0.797863   -0.299414  0.0219655 
-0.707628  0.869438   -0.288317  0.0244254 
-0.807267  0.816991   -0.297284  0.0298613 
-0.807267  0.816991   -0.297284  0.0288051 
