#MU        SIGMA      ENERGY     ERROR     
-0.830766  0.692934   -0.387863  0.00832552
-0.761297  0.657613   -0.427114  0.00916785
-0.761297  0.657613   -0.427114  0.00783216
-0.812965  0.592816   -0.441122  0.0123477 
-0.748439  0.692339   -0.409905  0.011019  
-0.748439  0.692339   -0.409905  0.0106222 
-0.817216  0.630556   -0.430467  0.012841  
-0.817216  0.630556   -0.430467  0.0127516 
-0.817216  0.630556   -0.430467  0.0127996 
-0.817216  0.630556   -0.430467  0.00952177
-0.772214  0.566077   -0.434175  0.00700181
-0.834375  0.598169   -0.447811  0.00881785
-0.767056  0.631939   -0.430356  0.0117504 
-0.795991  0.669988   -0.414231  0.0170933 
-0.886257  0.626287   -0.384693  0.00975701
-0.882384  0.612574   -0.428831  0.0124827 
-0.882384  0.612574   -0.428831  0.00754115
-0.803889  0.634479   -0.444143  0.0246386 
-0.803889  0.634479   -0.444143  0.00660957
-0.815709  0.60204    -0.441157  0.0152136 
-0.815709  0.60204    -0.441157  0.0135011 
-0.815709  0.60204    -0.441157  0.0157984 
-0.815709  0.60204    -0.441157  0.0163233 
-0.815709  0.60204    -0.441157  0.0111331 
-0.81659   0.646325   -0.423004  0.00908289
-0.858359  0.571528   -0.430268  0.0245012 
-0.858359  0.571528   -0.430268  0.0113421 
-0.858359  0.571528   -0.430268  0.0132697 
-0.858359  0.571528   -0.430268  0.00957573
-0.858359  0.571528   -0.430268  0.0083588 
-0.780152  0.574128   -0.434319  0.0149015 
-0.780152  0.574128   -0.434319  0.00864265
-0.876071  0.613911   -0.417946  0.00740247
-0.827389  0.592357   -0.434842  0.00960516
-0.758904  0.561678   -0.405633  0.0129099 
-0.758904  0.561678   -0.405633  0.0228583 
-0.758904  0.561678   -0.405633  0.006504  
-0.712779  0.605084   -0.417407  0.00929047
-0.712779  0.605084   -0.417407  0.00640224
-0.796897  0.634568   -0.444932  0.0114443 
-0.796897  0.634568   -0.444932  0.0103917 
-0.796897  0.634568   -0.444932  0.0203982 
-0.796897  0.634568   -0.444932  0.00630027
-0.802533  0.606769   -0.452246  0.00655159
-0.793031  0.617841   -0.448308  0.0117476 
-0.891514  0.635898   -0.413726  0.00844687
-0.846381  0.583273   -0.435538  0.019134  
-0.846381  0.583273   -0.435538  0.00878152
-0.846381  0.583273   -0.435538  0.00820891
-0.871874  0.596572   -0.420562  0.0222841 
-0.871874  0.596572   -0.420562  0.0106885 
-0.795623  0.695752   -0.418166  0.019451  
-0.795623  0.695752   -0.418166  0.00630785
-0.801168  0.621182   -0.455185  0.0130352 
-0.801168  0.621182   -0.455185  0.0105479 
-0.801168  0.621182   -0.455185  0.00781053
-0.801168  0.621182   -0.455185  0.00854595
-0.801168  0.621182   -0.455185  0.0124092 
-0.792342  0.667254   -0.408889  0.010117  
-0.754811  0.679064   -0.419325  0.0111403 
-0.786733  0.701743   -0.417016  0.0194479 
-0.786733  0.701743   -0.417016  0.024803  
-0.786733  0.701743   -0.417016  0.0260801 
-0.786733  0.701743   -0.417016  0.00748372
-0.800076  0.601891   -0.439176  0.0120016 
-0.800076  0.601891   -0.439176  0.0127935 
-0.800076  0.601891   -0.439176  0.0080694 
-0.800076  0.601891   -0.439176  0.0105881 
-0.800076  0.601891   -0.439176  0.00763988
-0.735073  0.667443   -0.421146  0.00862263
-0.778018  0.69169    -0.434866  0.00632435
-0.718368  0.620024   -0.416276  0.0139711 
-0.718368  0.620024   -0.416276  0.0138985 
-0.718368  0.620024   -0.416276  0.00812731
-0.705087  0.602305   -0.412195  0.00845791
-0.702659  0.701748   -0.411337  0.0127073 
-0.75566   0.699087   -0.415     0.00678492
-0.738073  0.65278    -0.422465  0.0136175 
-0.75173   0.743881   -0.380644  0.0150398 
-0.665974  0.76759    -0.33629   0.0128719 
-0.691255  0.745925   -0.353797  0.0190649 
