#MU        SIGMA      ENERGY     ERROR     
-0.712447  0.609968   -0.423956  0.00954213
-0.712447  0.609968   -0.423956  0.00671609
-0.720521  0.626362   -0.419343  0.0109585 
-0.720521  0.626362   -0.419343  0.00869606
-0.720521  0.626362   -0.419343  0.00938104
-0.720521  0.626362   -0.419343  0.00916885
-0.720521  0.626362   -0.419343  0.0146554 
-0.720521  0.626362   -0.419343  0.0121382 
-0.720521  0.626362   -0.419343  0.00844075
-0.793665  0.619386   -0.448608  0.00825193
-0.793665  0.619386   -0.448608  0.0124108 
-0.793665  0.619386   -0.448608  0.015971  
-0.793665  0.619386   -0.448608  0.00880204
-0.793665  0.619386   -0.448608  0.00912243
-0.793665  0.619386   -0.448608  0.0118616 
-0.793665  0.619386   -0.448608  0.0143536 
-0.793665  0.619386   -0.448608  0.0104708 
-0.793665  0.619386   -0.448608  0.00622454
-0.751427  0.640907   -0.433355  0.00720375
-0.825581  0.652552   -0.439367  0.0120669 
-0.825581  0.652552   -0.439367  0.0136101 
-0.825581  0.652552   -0.439367  0.0227574 
-0.825581  0.652552   -0.439367  0.0111302 
-0.825581  0.652552   -0.439367  0.014681  
-0.825581  0.652552   -0.439367  0.0307585 
-0.825581  0.652552   -0.439367  0.00807004
-0.825581  0.652552   -0.439367  0.00790418
-0.825581  0.652552   -0.439367  0.0151975 
-0.825581  0.652552   -0.439367  0.00844205
-0.824103  0.61134    -0.434634  0.015675  
-0.824103  0.61134    -0.434634  0.00726128
-0.769592  0.604253   -0.45582   0.00829111
-0.769592  0.604253   -0.45582   0.00778797
-0.746519  0.581935   -0.42863   0.0111295 
-0.746519  0.581935   -0.42863   0.010008  
-0.746519  0.581935   -0.42863   0.017596  
-0.746519  0.581935   -0.42863   0.00753417
-0.799874  0.622841   -0.447773  0.0161703 
-0.799874  0.622841   -0.447773  0.00806458
-0.799874  0.622841   -0.447773  0.0116783 
-0.799874  0.622841   -0.447773  0.0216932 
-0.799874  0.622841   -0.447773  0.0163369 
-0.799874  0.622841   -0.447773  0.00848329
-0.799874  0.622841   -0.447773  0.00703656
-0.799874  0.622841   -0.447773  0.0065182 
-0.799874  0.622841   -0.447773  0.0089783 
-0.799874  0.622841   -0.447773  0.00618554
-0.778243  0.621989   -0.44985   0.0131961 
-0.778243  0.621989   -0.44985   0.0108328 
-0.778243  0.621989   -0.44985   0.00796334
-0.778243  0.621989   -0.44985   0.0115949 
-0.778243  0.621989   -0.44985   0.0131745 
-0.778243  0.621989   -0.44985   0.0131485 
-0.778243  0.621989   -0.44985   0.0112251 
-0.778243  0.621989   -0.44985   0.00890357
-0.778243  0.621989   -0.44985   0.00667591
-0.763951  0.643263   -0.437835  0.0165257 
-0.763951  0.643263   -0.437835  0.00718504
-0.800273  0.646019   -0.438354  0.0137453 
-0.897309  0.649075   -0.388718  0.0320546 
-0.897309  0.649075   -0.388718  0.00713642
-0.799482  0.637403   -0.442777  0.0257425 
-0.799482  0.637403   -0.442777  0.0147919 
-0.799482  0.637403   -0.442777  0.006911  
-0.799482  0.637403   -0.442777  0.00854506
-0.799482  0.637403   -0.442777  0.0110027 
-0.799482  0.637403   -0.442777  0.00942989
-0.799482  0.637403   -0.442777  0.0134897 
-0.799482  0.637403   -0.442777  0.0125105 
-0.799482  0.637403   -0.442777  0.013769  
-0.799482  0.637403   -0.442777  0.015298  
-0.799482  0.637403   -0.442777  0.00931551
-0.799114  0.662194   -0.447429  0.0086364 
-0.799918  0.671916   -0.431691  0.00548926
-0.794813  0.634132   -0.450817  0.00814825
-0.847871  0.597703   -0.431843  0.0174192 
-0.847871  0.597703   -0.431843  0.00948315
-0.839466  0.570136   -0.42202   0.00719751
-0.876821  0.621468   -0.423555  0.026217  
-0.876821  0.621468   -0.423555  0.009932  
-0.876821  0.621468   -0.423555  0.0128248 
-0.876821  0.621468   -0.423555  0.0125517 
-0.876821  0.621468   -0.423555  0.010125  
-0.876821  0.621468   -0.423555  0.0332296 
-0.876821  0.621468   -0.423555  0.0301968 
-0.876821  0.621468   -0.423555  0.00653383
-0.798996  0.60815    -0.454789  0.00632473
-0.798996  0.60815    -0.454789  0.00841362
-0.798996  0.60815    -0.454789  0.0134492 
-0.798996  0.60815    -0.454789  0.0110215 
-0.798996  0.60815    -0.454789  0.0145786 
-0.798996  0.60815    -0.454789  0.0103499 
-0.798996  0.60815    -0.454789  0.0113995 
-0.798996  0.60815    -0.454789  0.00996017
-0.798996  0.60815    -0.454789  0.00650908
-0.798996  0.60815    -0.454789  0.0104979 
-0.798996  0.60815    -0.454789  0.0169492 
-0.798996  0.60815    -0.454789  0.00798282
-0.798996  0.60815    -0.454789  0.0170041 
-0.798996  0.60815    -0.454789  0.00879978
-0.773259  0.573486   -0.453558  0.00754484
-0.79506   0.600988   -0.450036  0.00788303
-0.79506   0.600988   -0.450036  0.014284  
-0.79506   0.600988   -0.450036  0.0099064 
-0.79506   0.600988   -0.450036  0.01696   
-0.79506   0.600988   -0.450036  0.0080229 
-0.79506   0.600988   -0.450036  0.0117344 
-0.79506   0.600988   -0.450036  0.00636579
-0.79506   0.600988   -0.450036  0.0111387 
-0.79506   0.600988   -0.450036  0.00972872
-0.79506   0.600988   -0.450036  0.00742992
-0.79506   0.600988   -0.450036  0.0061477 
-0.79506   0.600988   -0.450036  0.00788388
-0.79506   0.600988   -0.450036  0.0169484 
-0.79506   0.600988   -0.450036  0.00929429
-0.79506   0.600988   -0.450036  0.00693309
-0.79506   0.600988   -0.450036  0.0146406 
-0.79506   0.600988   -0.450036  0.00825995
-0.79506   0.600988   -0.450036  0.0101239 
-0.79506   0.600988   -0.450036  0.0147408 
-0.79506   0.600988   -0.450036  0.0066228 
-0.79506   0.600988   -0.450036  0.00777349
-0.772079  0.685562   -0.443244  0.00935491
-0.772079  0.685562   -0.443244  0.0110697 
-0.772079  0.685562   -0.443244  0.0142856 
-0.772079  0.685562   -0.443244  0.00684248
-0.815173  0.62846    -0.443285  0.00763242
-0.752687  0.632111   -0.430162  0.0128098 
-0.752687  0.632111   -0.430162  0.0101073 
-0.752687  0.632111   -0.430162  0.0183081 
-0.752687  0.632111   -0.430162  0.0120651 
-0.752687  0.632111   -0.430162  0.00892496
-0.84746   0.57133    -0.420316  0.0100777 
-0.777805  0.612956   -0.434676  0.0118042 
-0.777805  0.612956   -0.434676  0.0176204 
-0.777805  0.612956   -0.434676  0.00825826
-0.846776  0.601394   -0.434402  0.0112247 
-0.846776  0.601394   -0.434402  0.00792611
-0.807903  0.581414   -0.445823  0.00857622
-0.807903  0.581414   -0.445823  0.00726656
-0.770463  0.649701   -0.447229  0.00949281
-0.770463  0.649701   -0.447229  0.00986827
-0.770463  0.649701   -0.447229  0.00735243
-0.743169  0.637453   -0.433365  0.00776522
-0.743169  0.637453   -0.433365  0.0108606 
-0.743169  0.637453   -0.433365  0.0083093 
-0.729344  0.58163    -0.424033  0.00833314
-0.729344  0.58163    -0.424033  0.0123673 
-0.729344  0.58163    -0.424033  0.00713211
-0.729344  0.58163    -0.424033  0.0143506 
-0.729344  0.58163    -0.424033  0.00957675
-0.729344  0.58163    -0.424033  0.00751576
-0.729344  0.58163    -0.424033  0.0111236 
-0.729344  0.58163    -0.424033  0.00949652
-0.729344  0.58163    -0.424033  0.0102215 
-0.805107  0.645838   -0.436675  0.0147396 
-0.805107  0.645838   -0.436675  0.00739845
-0.830563  0.59071    -0.425235  0.00964159
-0.830563  0.59071    -0.425235  0.00882813
-0.830563  0.59071    -0.425235  0.00696979
-0.761618  0.616408   -0.436585  0.0128026 
-0.761618  0.616408   -0.436585  0.0103095 
-0.761618  0.616408   -0.436585  0.00792824
-0.851599  0.623514   -0.449642  0.00851691
-0.851599  0.623514   -0.449642  0.00796849
-0.851599  0.623514   -0.449642  0.0104356 
-0.851599  0.623514   -0.449642  0.0149734 
-0.851599  0.623514   -0.449642  0.00985393
-0.851599  0.623514   -0.449642  0.00901337
-0.851599  0.623514   -0.449642  0.011874  
-0.851599  0.623514   -0.449642  0.0158314 
-0.851599  0.623514   -0.449642  0.00685087
-0.851599  0.623514   -0.449642  0.0130508 
-0.851599  0.623514   -0.449642  0.00840056
-0.771582  0.657244   -0.427824  0.00871263
-0.763863  0.657414   -0.423356  0.010989  
-0.763863  0.657414   -0.423356  0.00746547
-0.747295  0.605069   -0.439451  0.0169923 
-0.747295  0.605069   -0.439451  0.0128447 
-0.738899  0.685352   -0.414363  0.00741839
-0.718893  0.657238   -0.431683  0.00814796
-0.711499  0.587165   -0.427037  0.0106549 
-0.711499  0.587165   -0.427037  0.00791139
-0.711499  0.587165   -0.427037  0.00958296
-0.762096  0.664016   -0.429514  0.00817478
-0.762096  0.664016   -0.429514  0.0253527 
-0.762096  0.664016   -0.429514  0.00872779
-0.765365  0.57916    -0.426263  0.00661351
-0.812767  0.6172     -0.456783  0.00948146
-0.812767  0.6172     -0.456783  0.00778071
-0.812767  0.6172     -0.456783  0.0089693 
-0.812767  0.6172     -0.456783  0.00815492
-0.812767  0.6172     -0.456783  0.0193572 
-0.812767  0.6172     -0.456783  0.00565403
-0.812767  0.6172     -0.456783  0.00671031
-0.812767  0.6172     -0.456783  0.0131877 
-0.812767  0.6172     -0.456783  0.00631757
-0.812767  0.6172     -0.456783  0.00893452
-0.812767  0.6172     -0.456783  0.0101386 
-0.812767  0.6172     -0.456783  0.0189078 
-0.812767  0.6172     -0.456783  0.00900069
-0.812767  0.6172     -0.456783  0.0110162 
-0.812767  0.6172     -0.456783  0.00727468
-0.812767  0.6172     -0.456783  0.0124477 
-0.812767  0.6172     -0.456783  0.0103809 
-0.812767  0.6172     -0.456783  0.0102968 
-0.812767  0.6172     -0.456783  0.0156417 
-0.812767  0.6172     -0.456783  0.00902198
-0.812767  0.6172     -0.456783  0.0132376 
-0.812767  0.6172     -0.456783  0.0137664 
-0.812767  0.6172     -0.456783  0.00791612
-0.812767  0.6172     -0.456783  0.00801718
-0.812767  0.6172     -0.456783  0.00781043
-0.772924  0.603561   -0.42772   0.0239551 
-0.772924  0.603561   -0.42772   0.0170828 
-0.772924  0.603561   -0.42772   0.0159312 
-0.772924  0.603561   -0.42772   0.0086557 
-0.772924  0.603561   -0.42772   0.00971874
-0.729645  0.693138   -0.414551  0.0168546 
-0.729645  0.693138   -0.414551  0.00883943
-0.789542  0.664771   -0.423661  0.0128038 
-0.789542  0.664771   -0.423661  0.00744226
-0.789542  0.664771   -0.423661  0.0202446 
-0.789542  0.664771   -0.423661  0.00782374
-0.712593  0.640755   -0.402365  0.00671399
-0.719737  0.631877   -0.433629  0.00833214
-0.75327   0.57506    -0.424922  0.00853694
-0.75327   0.57506    -0.424922  0.00950734
-0.779711  0.56425    -0.428665  0.0155556 
-0.779711  0.56425    -0.428665  0.009447  
-0.784277  0.653498   -0.426217  0.00821657
-0.871498  0.626393   -0.42598   0.0175688 
-0.871498  0.626393   -0.42598   0.00821419
-0.788394  0.57972    -0.432847  0.0148805 
-0.788394  0.57972    -0.432847  0.0105971 
-0.788394  0.57972    -0.432847  0.0136625 
-0.788394  0.57972    -0.432847  0.0085632 
-0.788394  0.57972    -0.432847  0.0160308 
-0.788394  0.57972    -0.432847  0.00777324
-0.787547  0.593149   -0.439212  0.00997748
-0.834647  0.659326   -0.436155  0.00769333
-0.816274  0.645797   -0.444824  0.0108531 
-0.816274  0.645797   -0.444824  0.014898  
-0.816274  0.645797   -0.444824  0.00996171
-0.816274  0.645797   -0.444824  0.00587145
-0.769258  0.612297   -0.447542  0.0115274 
-0.769258  0.612297   -0.447542  0.0107712 
-0.769258  0.612297   -0.447542  0.00709404
-0.769258  0.612297   -0.447542  0.0105883 
-0.769258  0.612297   -0.447542  0.0134753 
-0.769258  0.612297   -0.447542  0.0142324 
-0.769258  0.612297   -0.447542  0.00879697
-0.769258  0.612297   -0.447542  0.0177368 
-0.769258  0.612297   -0.447542  0.0112985 
-0.769258  0.612297   -0.447542  0.00805714
-0.770295  0.654729   -0.436999  0.0187729 
-0.770295  0.654729   -0.436999  0.00863444
-0.770295  0.654729   -0.436999  0.00749144
-0.770295  0.654729   -0.436999  0.00998365
-0.806015  0.560279   -0.412476  0.0243555 
-0.806015  0.560279   -0.412476  0.00985404
-0.806015  0.560279   -0.412476  0.00595715
-0.809594  0.625054   -0.455022  0.00775088
-0.845234  0.606379   -0.453404  0.0064273 
-0.845234  0.606379   -0.453404  0.0117826 
-0.845234  0.606379   -0.453404  0.00865172
-0.845234  0.606379   -0.453404  0.0135319 
-0.845234  0.606379   -0.453404  0.0137184 
-0.845234  0.606379   -0.453404  0.0066279 
-0.834071  0.646758   -0.460775  0.0311654 
-0.834071  0.646758   -0.460775  0.00757902
-0.834071  0.646758   -0.460775  0.0217471 
-0.834071  0.646758   -0.460775  0.0243167 
-0.834071  0.646758   -0.460775  0.0138544 
-0.834071  0.646758   -0.460775  0.0207562 
-0.834071  0.646758   -0.460775  0.0217618 
-0.834071  0.646758   -0.460775  0.0192695 
-0.834071  0.646758   -0.460775  0.0165885 
-0.834071  0.646758   -0.460775  0.0106411 
-0.834071  0.646758   -0.460775  0.00857435
-0.834071  0.646758   -0.460775  0.0137169 
-0.834071  0.646758   -0.460775  0.0144352 
-0.834071  0.646758   -0.460775  0.00890204
-0.834071  0.646758   -0.460775  0.0154925 
-0.834071  0.646758   -0.460775  0.0116868 
-0.834071  0.646758   -0.460775  0.0108751 
-0.837572  0.645943   -0.437821  0.0147999 
-0.837572  0.645943   -0.437821  0.00839189
-0.817217  0.673795   -0.445778  0.021376  
-0.817217  0.673795   -0.445778  0.00925035
-0.817217  0.673795   -0.445778  0.0127112 
-0.817217  0.673795   -0.445778  0.00915862
-0.817217  0.673795   -0.445778  0.0101626 
-0.817217  0.673795   -0.445778  0.0129871 
-0.817217  0.673795   -0.445778  0.0187657 
-0.817217  0.673795   -0.445778  0.0270311 
-0.817217  0.673795   -0.445778  0.00805824
-0.817217  0.673795   -0.445778  0.0064239 
-0.779379  0.607386   -0.446572  0.00922879
-0.779379  0.607386   -0.446572  0.0162822 
-0.779379  0.607386   -0.446572  0.0165127 
-0.779379  0.607386   -0.446572  0.0143999 
-0.779379  0.607386   -0.446572  0.00720704
-0.779379  0.607386   -0.446572  0.00779472
-0.779379  0.607386   -0.446572  0.00618296
-0.789073  0.637999   -0.444413  0.00784168
-0.789073  0.637999   -0.444413  0.0112237 
-0.789073  0.637999   -0.444413  0.0122134 
-0.789073  0.637999   -0.444413  0.00604708
-0.809474  0.616088   -0.454026  0.00713989
-0.809474  0.616088   -0.454026  0.00855703
-0.850032  0.576211   -0.42688   0.00672973
-0.793609  0.640081   -0.451138  0.00814936
-0.793609  0.640081   -0.451138  0.0135912 
-0.793609  0.640081   -0.451138  0.0139688 
-0.793609  0.640081   -0.451138  0.0160086 
-0.793609  0.640081   -0.451138  0.00598213
-0.793609  0.640081   -0.451138  0.00939853
-0.793609  0.640081   -0.451138  0.0083542 
-0.793609  0.640081   -0.451138  0.011611  
-0.793609  0.640081   -0.451138  0.00784679
