1 -13.4016 0 
2 -13.4016 0 
3 -12.8157 0.585911 
4 -12.5227 0.507414 
5 -12.3469 0.430555 
6 -10.8784 1.51001 
7 -9.82947 1.65196 
8 -8.10558 2.24021 
9 -6.76477 2.38769 
10 -5.69212 2.38986 
11 -4.8145 2.33307 
12 -4.69246 2.13328 
13 -4.61473 1.96387 
14 -4.62428 1.81822 
15 -4.63255 1.69269 
16 -4.73646 1.58677 
17 -4.49789 1.50948 
18 -4.28583 1.43887 
19 -4.01155 1.3884 
20 -3.76776 1.33952 
21 -3.5472 1.29309 
22 -3.6689 1.2389 
23 -3.78003 1.18902 
24 -3.45728 1.18326 
25 -3.16306 1.17246 
26 -2.89148 1.15874 
27 -2.64001 1.143 
28 -2.40651 1.12591 
29 -2.1891 1.10793 
30 -2.34712 1.08196 
31 -2.14067 1.06665 
32 -2.05819 1.03606 
33 -1.98071 1.00716 
34 -1.80435 0.992881 
35 -1.63735 0.978451 
36 -1.47912 0.963959 
37 -1.51358 0.938177 
38 -1.54623 0.913738 
39 -1.5772 0.890539 
40 -1.46368 0.875382 
41 -1.37248 0.858621 
42 -1.26415 0.844902 
43 -1.21462 0.826504 
44 -1.09565 0.816219 
45 -1.00851 0.802619 
46 -0.925161 0.78939 
47 -0.879261 0.773774 
48 -0.82218 0.75963 
49 -0.767428 0.745978 
50 -0.714866 0.732794 
51 -0.626998 0.723636 
52 -0.542508 0.714596 
53 -0.461207 0.705682 
54 -0.45592 0.692511 
55 -0.450825 0.679822 
56 -0.445913 0.66759 
57 -0.367284 0.660471 
58 -0.292341 0.653296 
59 -0.238861 0.644351 
60 -0.187164 0.635627 
61 -0.119687 0.628751 
62 -0.0543876 0.621964 
63 0.008839 0.615269 
64 0.0700898 0.608669 
65 0.129456 0.602165 
66 0.187023 0.595759 
67 0.162718 0.587303 
68 0.207618 0.580341 
69 0.261356 0.574388 
70 0.313558 0.568525 
71 0.36429 0.562752 
72 0.413612 0.557068 
73 0.461584 0.551475 
74 0.428732 0.544962 
75 0.396755 0.538597 
76 0.365621 0.532374 
77 0.335295 0.526289 
78 0.380033 0.521421 
79 0.423638 0.516622 
80 0.46909 0.512144 
81 0.503507 0.506951 
82 0.537084 0.501856 
83 0.57067 0.496909 
84 0.609933 0.492525 
85 0.58966 0.487118 
86 0.569858 0.481828 
87 0.550512 0.47665 
88 0.531605 0.471581 
89 0.511699 0.466677 
90 0.492236 0.461873 
91 0.516072 0.457391 
92 0.53939 0.452993 
93 0.562207 0.448676 
94 0.592998 0.444944 
95 0.62314 0.441266 
96 0.652654 0.437641 
97 0.681762 0.434083 
98 0.710276 0.430576 
99 0.743099 0.427467 
100 0.77174 0.424139 
