#MU        SIGMA      ENERGY     ERROR     
-0.377739  0.840222   -0.26733   0.0154426 
-0.377739  0.840222   -0.26733   0.0175008 
-0.283718  0.8504     -0.217641  0.0169711 
-0.334847  0.762046   -0.173893  0.0158435 
-0.375123  0.802254   -0.211685  0.0276335 
-0.316077  0.815494   -0.198885  0.0170139 
-0.281162  0.783133   -0.138354  0.0167434 
-0.250174  0.808784   -0.168722  0.017208  
-0.273094  0.765248   -0.10089   0.0184903 
-0.196942  0.761515   -0.0785092 0.0175381 
-0.251789  0.803322   -0.14155   0.017264  
-0.205632  0.854217   -0.219994  0.0161052 
-0.20601   0.878857   -0.244344  0.0268416 
-0.254907  0.967852   -0.228531  0.0407506 
-0.254907  0.967852   -0.228531  0.0237128 
-0.296643  1.04271    -0.234938  0.030051  
-0.383752  0.970674   -0.234907  0.0230767 
-0.434035  0.931046   -0.26039   0.0184813 
-0.533707  0.899374   -0.27657   0.0349407 
-0.533707  0.899374   -0.27657   0.0156842 
-0.538625  0.820947   -0.324885  0.0141878 
-0.589066  0.771029   -0.304045  0.0158789 
-0.58754   0.810817   -0.302721  0.0124933 
-0.599141  0.717115   -0.345701  0.017285  
-0.599141  0.717115   -0.345701  0.0130859 
-0.524017  0.754855   -0.27305   0.0141237 
-0.540194  0.798773   -0.288026  0.0144652 
-0.450365  0.784444   -0.251633  0.0192352 
-0.525128  0.843725   -0.281482  0.0171899 
-0.617798  0.818425   -0.298958  0.0177741 
-0.674137  0.777163   -0.331603  0.01508   
-0.696762  0.7395     -0.371435  0.01223   
-0.696762  0.7395     -0.371435  0.0121751 
-0.649788  0.753531   -0.353067  0.0175714 
-0.639491  0.764039   -0.322524  0.0165471 
-0.549522  0.757043   -0.263475  0.014548  
-0.487758  0.714001   -0.22642   0.014921  
-0.444025  0.801972   -0.276925  0.0151398 
-0.489364  0.868442   -0.266302  0.0185631 
-0.394444  0.901531   -0.222016  0.031529  
-0.454129  1.00068    -0.24262   0.0436939 
-0.470823  1.03911    -0.152582  0.029193  
-0.470559  0.951803   -0.231445  0.0359231 
-0.533265  0.989053   -0.157132  0.023747  
-0.461585  0.913008   -0.281706  0.0163998 
-0.493173  0.850009   -0.292013  0.0190278 
-0.469113  0.773943   -0.258373  0.0153121 
-0.431627  0.747747   -0.204567  0.0146503 
-0.495307  0.735525   -0.241531  0.0203244 
-0.416744  0.79855    -0.227412  0.0162527 
-0.392047  0.759531   -0.195789  0.0174368 
-0.462635  0.806525   -0.236305  0.0179337 
-0.423608  0.899352   -0.248837  0.0251558 
-0.49919   0.860144   -0.28551   0.0204815 
-0.518553  0.940504   -0.285122  0.0287729 
-0.487298  0.899837   -0.222525  0.027301  
-0.507717  0.942185   -0.228714  0.0585996 
-0.507717  0.942185   -0.228714  0.0310939 
-0.491381  0.918667   -0.205614  0.0156171 
-0.441702  0.911049   -0.311124  0.0153356 
-0.441702  0.911049   -0.311124  0.0250285 
-0.508484  0.880612   -0.239427  0.0149622 
-0.478909  0.826505   -0.274188  0.0158513 
-0.450996  0.881421   -0.25716   0.0306111 
-0.450996  0.881421   -0.25716   0.0172006 
-0.457482  0.919717   -0.259094  0.026014  
-0.457482  0.919717   -0.259094  0.0291896 
-0.527092  0.922972   -0.274998  0.0158065 
-0.615279  0.845067   -0.30542   0.0289662 
-0.699859  0.909846   -0.226319  0.0236005 
-0.729897  0.823437   -0.299422  0.0174857 
-0.664696  0.807208   -0.317304  0.0173842 
-0.614505  0.841677   -0.320555  0.0211803 
-0.559382  0.894729   -0.282918  0.0402236 
-0.656728  0.906814   -0.166485  0.0339329 
-0.741472  0.937036   -0.179495  0.0370222 
-0.66932   0.858485   -0.215524  0.0222962 
-0.754786  0.794049   -0.292556  0.0196769 
-0.662233  0.798139   -0.309947  0.0131733 
-0.566491  0.758745   -0.307553  0.0165164 
-0.497296  0.823507   -0.30496   0.0158169 
-0.574191  0.850795   -0.308384  0.0174222 
-0.599175  0.879957   -0.305198  0.047943  
-0.599175  0.879957   -0.305198  0.0461278 
-0.599175  0.879957   -0.305198  0.0155787 
-0.532098  0.838847   -0.305018  0.0128612 
-0.551384  0.745473   -0.308477  0.0155151 
-0.469457  0.681821   -0.21743   0.017334  
-0.469457  0.681821   -0.21743   0.0137969 
-0.5314    0.599867   -0.231602  0.0137835 
-0.491622  0.674056   -0.184063  0.0132644 
-0.52429   0.719865   -0.246098  0.0125555 
-0.602082  0.745519   -0.338983  0.00873178
-0.661212  0.655813   -0.393942  0.0116747 
-0.661212  0.655813   -0.393942  0.00874045
-0.650034  0.618886   -0.358163  0.00736674
-0.691203  0.65498    -0.384437  0.00733969
-0.749292  0.615532   -0.430427  0.00772953
-0.684064  0.602678   -0.403831  0.0107111 
-0.70575   0.69534    -0.411445  0.0105583 
-0.60757   0.673773   -0.330346  0.0135016 
-0.703193  0.732398   -0.374698  0.0190201 
-0.659026  0.818884   -0.325085  0.0282864 
-0.75393   0.858151   -0.241763  0.0299487 
-0.705609  0.886113   -0.21372   0.0527961 
-0.705609  0.886113   -0.21372   0.0381477 
-0.78433   0.885282   -0.149325  0.0492462 
-0.767532  0.924347   -0.0234041 0.0241966 
-0.686202  0.868606   -0.269571  0.0263709 
-0.59275   0.841266   -0.285689  0.016971  
-0.646864  0.81673    -0.320705  0.0122315 
-0.569216  0.750976   -0.316951  0.016244  
-0.520479  0.800031   -0.280702  0.0202963 
-0.435756  0.878161   -0.271842  0.0213324 
-0.439685  0.840493   -0.253164  0.0185981 
-0.398536  0.90362    -0.253659  0.0954733 
-0.356516  1.00078    -0.135205  0.0152274 
