#MU        SIGMA      ENERGY     ERROR     
-0.790651  0.572786   -0.438236  0.0163567 
-0.772398  0.518263   -0.345514  0.00933926
-0.865839  0.606192   -0.42234   0.00953461
-0.769979  0.566681   -0.431212  0.00628326
-0.74192   0.607679   -0.435194  0.0064278 
-0.720303  0.63509    -0.433811  0.00911339
-0.720303  0.63509    -0.433811  0.00734332
-0.682681  0.65627    -0.393899  0.00614133
-0.766941  0.61098    -0.444017  0.00719839
-0.804359  0.62921    -0.446263  0.016409  
-0.804359  0.62921    -0.446263  0.0118777 
-0.874463  0.622914   -0.411321  0.0165541 
-0.874463  0.622914   -0.411321  0.0214692 
-0.874463  0.622914   -0.411321  0.0155569 
-0.874463  0.622914   -0.411321  0.0163519 
-0.874463  0.622914   -0.411321  0.0093446 
-0.888008  0.570491   -0.386582  0.0177196 
-0.888008  0.570491   -0.386582  0.0114579 
-0.917483  0.55818    -0.355469  0.0100364 
-0.89461   0.566532   -0.400681  0.0121225 
-0.918295  0.554612   -0.389232  0.0207389 
-0.918295  0.554612   -0.389232  0.0155146 
-0.936565  0.638747   -0.368187  0.0211686 
-0.936565  0.638747   -0.368187  0.011265  
-0.99222   0.566298   -0.275741  0.0148421 
-0.952385  0.523017   -0.267998  0.0110956 
-0.963894  0.570472   -0.338968  0.0211092 
-0.984813  0.662692   -0.260415  0.0303396 
-0.984813  0.662692   -0.260415  0.0289175 
-0.950232  0.728892   -0.24027   0.0351319 
-0.950232  0.728892   -0.24027   0.0298875 
-0.950232  0.728892   -0.24027   0.0383603 
-0.950232  0.728892   -0.24027   0.0289612 
-0.911613  0.724037   -0.286723  0.041759  
-0.911613  0.724037   -0.286723  0.0323035 
-0.917766  0.724628   -0.241655  0.0242363 
-0.898266  0.676886   -0.350552  0.00781887
-0.84807   0.587858   -0.430001  0.0116787 
-0.84807   0.587858   -0.430001  0.00913116
-0.78853   0.682783   -0.427572  0.00752091
-0.802676  0.591198   -0.440994  0.00748125
-0.801233  0.633225   -0.443859  0.0103823 
-0.729951  0.5592     -0.429766  0.00889911
-0.699746  0.626638   -0.406758  0.0134251 
-0.679531  0.535929   -0.350341  0.0143732 
-0.637948  0.524726   -0.297434  0.0116254 
-0.620193  0.552828   -0.312131  0.00746733
-0.710344  0.594146   -0.416673  0.00725745
-0.754312  0.637576   -0.44077   0.0166253 
