#MU        SIGMA      ENERGY     ERROR     
1.06914    0.923159   0.676767   0.0709996 
1.10122    0.835937   0.514593   0.104255  
1.10122    0.835937   0.514593   0.0852384 
1.02446    0.928634   0.557104   0.104559  
0.980057   0.985706   0.617916   0.102155  
1.01525    0.962405   0.682939   0.0777547 
1.03491    0.944308   0.623311   0.0903284 
1.0343     0.955037   0.640827   0.11291   
1.09152    0.998028   1.06368    0.127145  
1.09152    0.998028   1.06368    0.163343  
1.12583    1.0544     1.67026    0.122879  
1.02759    1.11257    1.10592    0.243979  
0.971975   1.21167    1.72512    0.136232  
0.953272   1.16418    1.23622    0.229241  
0.953272   1.16418    1.23622    0.192572  
1.00897    1.20314    1.83733    0.230772  
1.00897    1.20314    1.83733    0.19035   
1.03853    1.28545    2.11981    0.257567  
1.03853    1.28545    2.11981    0.387219  
1.03515    1.32803    2.90304    0.304307  
0.978699   1.3658     2.9283     0.255538  
0.881277   1.28205    1.95181    0.126233  
0.800505   1.23957    0.915646   0.180116  
0.800505   1.23957    0.915646   0.112857  
0.712055   1.26495    0.719868   0.110979  
0.798652   1.18113    0.71252    0.111008  
0.764523   1.14755    0.46422    0.0918157 
0.728697   1.14199    0.228759   0.15638   
0.728697   1.14199    0.228759   0.100069  
0.797061   1.14118    0.475914   0.0772277 
0.782052   1.11827    0.284546   0.0797417 
0.831685   1.0462     0.332523   0.0934517 
0.887692   1.01508    0.416411   0.0742578 
0.807006   1.07912    0.279074   0.0826055 
0.758245   1.17768    0.485298   0.0878327 
0.770753   1.18429    0.551028   0.145169  
0.851052   1.25071    1.18991    0.119364  
0.759266   1.1833     0.764737   0.165194  
0.800446   1.21315    0.857295   0.177094  
0.766348   1.19959    0.869501   0.100324  
0.704072   1.25032    0.527497   0.135536  
0.801462   1.30048    1.05678    0.140738  
0.724756   1.3571     1.31062    0.200872  
0.724756   1.3571     1.31062    0.107184  
0.666962   1.28216    0.691535   0.13847   
0.752948   1.28368    0.961702   0.188879  
0.838191   1.34843    1.69464    0.223917  
0.758998   1.39018    1.86291    0.334324  
0.676438   1.41123    1.96144    0.173402  
0.614628   1.44702    1.36452    0.139068  
0.571382   1.41443    1.21074    0.103828  
0.547166   1.32681    0.58084    0.108444  
0.548621   1.2885     0.509264   0.0804392 
0.479838   1.20611    0.18064    0.102949  
0.558289   1.28246    0.588871   0.167398  
0.633182   1.37846    1.17831    0.162305  
0.715586   1.41216    1.56033    0.250965  
0.680957   1.5037     2.17993    0.267356  
0.680957   1.5037     2.17993    0.212897  
0.711603   1.47597    2.02264    0.310984  
0.656465   1.40677    1.64802    0.210539  
0.571948   1.4188     1.61726    0.213692  
0.582092   1.46673    1.8219     0.213341  
0.554343   1.4539     1.5893     0.125388  
0.461405   1.36925    0.816028   0.157443  
0.381527   1.36754    0.703054   0.082667  
0.307486   1.27434    0.294834   0.125105  
0.357482   1.36582    0.653394   0.128392  
0.443679   1.36959    0.738189   0.128032  
0.42734    1.42959    0.905572   0.184675  
0.397455   1.37346    0.844813   0.106683  
0.427487   1.38269    0.656831   0.113616  
0.397826   1.41395    0.823263   0.123347  
0.317342   1.35259    0.548797   0.0589902 
0.309614   1.25774    0.0753793  0.0585454 
0.221761   1.1781     -0.0185006 0.0780676 
0.296465   1.22279    0.118176   0.0570675 
0.231245   1.16953    -0.056658  0.03537   
0.199911   1.12867    -0.162371  0.0312334 
0.106682   1.12327    -0.192286  0.0496812 
0.140455   1.11226    -0.162469  0.0453706 
0.140455   1.11226    -0.162469  0.0503441 
0.21973    1.18299    -0.0664892 0.0402472 
