#MU        SIGMA      ENERGY     ERROR     
-0.357914  0.978037   -0.280123  0.0240926 
-0.357914  0.978037   -0.280123  0.0154876 
-0.290186  0.931403   -0.252447  0.0166859 
-0.341008  0.855144   -0.24935   0.0150176 
-0.425147  0.81635    -0.258678  0.0167731 
-0.40441   0.718355   -0.135318  0.0180973 
-0.418059  0.656472   -0.130113  0.0165328 
-0.45827   0.629345   -0.13528   0.0228301 
-0.3603    0.561834   0.12654    0.0196982 
-0.400428  0.593773   -0.0139752 0.0241317 
-0.309583  0.573148   0.186246   0.0225965 
-0.324706  0.575941   0.154622   0.0181533 
-0.417733  0.586655   -0.000474116 0.0188393 
-0.400226  0.603161   0.0227917  0.0174646 
-0.453941  0.545236   -0.043532  0.0194406 
-0.38373   0.642225   -0.0835136 0.0205421 
-0.370883  0.567962   0.132267   0.0238922 
-0.288767  0.592794   0.184746   0.0249455 
-0.318229  0.569261   0.106983   0.0195317 
-0.406616  0.523079   0.0887142  0.0195674 
-0.431099  0.51795    0.0499283  0.0224169 
-0.423737  0.435053   0.198631   0.0226707 
-0.364682  0.534274   0.123148   0.0195047 
-0.394324  0.601593   -0.016278  0.0216337 
-0.33214   0.6038     0.0885054  0.0229131 
-0.23572   0.624026   0.147719   0.0252948 
-0.175921  0.630972   0.160692   0.031759  
-0.202829  0.550968   0.31835    0.0382802 
-0.20378   0.45859    0.679727   0.0377843 
-0.134933  0.460963   0.945053   0.0305429 
-0.186382  0.501791   0.646392   0.035273  
-0.156206  0.485623   0.621551   0.0302315 
-0.10752   0.557347   0.486617   0.0402496 
-0.10752   0.557347   0.486617   0.0448145 
-0.10752   0.557347   0.486617   0.0319094 
-0.155129  0.52898    0.52689    0.0318411 
-0.167231  0.531661   0.501811   0.0289783 
-0.117711  0.585077   0.3659     0.0231034 
-0.205072  0.650738   0.148094   0.0180041 
-0.268482  0.728187   -0.0318966 0.0164192 
-0.266422  0.826343   -0.209043  0.0168327 
-0.222757  0.837115   -0.198684  0.0160129 
-0.29724   0.837831   -0.189527  0.0175439 
-0.367478  0.884247   -0.236094  0.0148676 
-0.371587  0.84256    -0.243632  0.0170903 
