#MU        SIGMA      ENERGY     ERROR     
1.41906    0.890548   3.19351    0.186502  
1.46627    0.871764   3.60334    0.158006  
1.46627    0.871764   3.60334    0.116548  
1.39546    0.799929   2.27069    0.114269  
1.37618    0.780842   2.12768    0.10271   
1.37618    0.780842   2.12768    0.10995   
1.34518    0.780527   1.95198    0.0726301 
1.27825    0.732504   1.06537    0.0889337 
1.26959    0.801966   1.26365    0.114337  
1.27703    0.829244   1.58568    0.107299  
1.27642    0.835192   1.49789    0.0683242 
1.25098    0.744114   0.883641   0.0984258 
1.25098    0.744114   0.883641   0.0722346 
1.20379    0.759828   0.629303   0.0725459 
1.24695    0.762351   0.932408   0.0576152 
1.27128    0.681699   0.733955   0.0536086 
1.18057    0.736171   0.486472   0.0940207 
1.18057    0.736171   0.486472   0.0709293 
1.20951    0.679153   0.580331   0.0516668 
1.24122    0.677626   0.526747   0.0372745 
1.28778    0.577981   0.603504   0.0212723 
1.27058    0.499386   0.474139   0.0322853 
1.26999    0.580657   0.433333   0.0430342 
1.26999    0.580657   0.433333   0.0563214 
1.26999    0.580657   0.433333   0.0404939 
1.31983    0.564618   0.811126   0.0303195 
1.325      0.479017   0.69325    0.0186384 
1.23162    0.461817   0.417822   0.0365434 
1.23162    0.461817   0.417822   0.0177617 
1.1914     0.463764   0.277573   0.036495  
1.1914     0.463764   0.277573   0.0245866 
1.21474    0.549971   0.330791   0.0195105 
1.13238    0.576832   0.0276153  0.0242849 
1.13238    0.576832   0.0276153  0.0292068 
1.11823    0.647096   0.053769   0.0459407 
1.04567    0.719066   -0.00806686 0.0436908 
1.03522    0.813569   0.0842557  0.101595  
1.03522    0.813569   0.0842557  0.0464922 
1.0427     0.78672    0.119347   0.0777444 
0.962031   0.85973    0.129496   0.0443786 
1.03711    0.763319   0.0661108  0.0592796 
1.02474    0.794476   0.135137   0.0545501 
0.998993   0.828714   0.144594   0.0463929 
0.940683   0.786012   -0.176939  0.04407   
0.940683   0.786012   -0.176939  0.018629  
0.908568   0.703645   -0.351921  0.0119419 
0.927146   0.606613   -0.375365  0.0117774 
0.888168   0.5524     -0.39139   0.0193095 
0.888168   0.5524     -0.39139   0.0261467 
0.888168   0.5524     -0.39139   0.0126971 
0.905615   0.542243   -0.341458  0.0197825 
0.840342   0.495992   -0.266761  0.0168429 
0.90967    0.513801   -0.286732  0.0108692 
0.984574   0.562317   -0.296004  0.0166155 
0.984574   0.562317   -0.296004  0.0294246 
1.07222    0.639564   -0.0812102 0.0370509 
1.11583    0.716978   0.108133   0.0230678 
1.03009    0.646591   -0.212588  0.0233431 
0.987285   0.653931   -0.256605  0.0107309 
0.889023   0.627424   -0.416476  0.00914079
0.813352   0.678719   -0.429931  0.00679446
0.82239    0.613976   -0.440055  0.00722924
0.833429   0.596326   -0.445311  0.00683165
0.792479   0.600356   -0.439731  0.0109386 
0.731368   0.550574   -0.373627  0.0191886 
0.825139   0.501602   -0.276317  0.0156102 
0.859669   0.51838    -0.318095  0.0185485 
0.803189   0.50228    -0.324289  0.0385186 
0.803189   0.50228    -0.324289  0.0279992 
0.71981    0.451122   -0.0312412 0.0292715 
0.753681   0.458617   -0.149669  0.023733  
0.708986   0.470838   -0.166725  0.0350926 
0.729137   0.43321    -0.0325192 0.0146623 
0.650112   0.51401    -0.281693  0.0284583 
0.691423   0.453381   -0.156606  0.0305733 
0.747964   0.45159    -0.148148  0.0183021 
0.680015   0.503035   -0.326795  0.0183575 
0.760061   0.504476   -0.277704  0.0111317 
0.827287   0.554502   -0.431647  0.0228315 
0.79347    0.487721   -0.290224  0.0434475 
0.755235   0.404756   0.149584   0.0299609 
0.678778   0.447142   -0.109927  0.0411374 
0.678778   0.447142   -0.109927  0.0511527 
0.678778   0.447142   -0.109927  0.0497732 
0.723208   0.370596   0.713976   0.0414693 
0.789956   0.411233   0.168904   0.066006  
0.789956   0.411233   0.168904   0.0657578 
0.786349   0.340877   0.854201   0.0703779 
0.803487   0.318222   1.37419    0.0556937 
0.899667   0.354849   0.657069   0.079757  
0.846942   0.298189   1.51082    0.0804678 
0.901111   0.306929   1.3308     0.0736584 
0.865591   0.303914   1.49181    0.051817  
0.835911   0.372035   0.535971   0.0920344 
0.835911   0.372035   0.535971   0.0863001 
0.835911   0.372035   0.535971   0.0324576 
0.897357   0.435962   0.0591647  0.0453789 
0.897357   0.435962   0.0591647  0.0258342 
0.803197   0.468077   -0.185355  0.0393873 
0.853634   0.392367   0.418146   0.0364048 
0.788604   0.415844   0.163017   0.0330121 
0.798311   0.431626   0.0943232  0.0139095 
0.712542   0.529943   -0.350236  0.0145658 
0.741425   0.52888    -0.37851   0.0228902 
0.779125   0.484528   -0.236141  0.0243848 
0.805999   0.474238   -0.197379  0.0357008 
0.867394   0.413074   0.183691   0.0404622 
0.914778   0.399888   0.325459   0.0307814 
0.949348   0.43531    0.121248   0.0180884 
0.905341   0.50168    -0.225492  0.0151982 
0.953311   0.51234    -0.217107  0.0173251 
0.882129   0.511694   -0.265843  0.00850848
0.799775   0.602544   -0.429014  0.0115356 
0.763317   0.544682   -0.384552  0.00639571
0.790925   0.610953   -0.455828  0.0086336 
0.77664    0.664852   -0.434207  0.0100763 
0.780699   0.696246   -0.432964  0.0140046 
0.702996   0.743961   -0.355544  0.00944083
0.683242   0.703721   -0.385687  0.0101266 
0.609957   0.671002   -0.357721  0.0120306 
0.706369   0.740807   -0.381273  0.00690744
0.703676   0.645922   -0.406815  0.00794442
0.693107   0.635682   -0.407351  0.0109161 
0.666885   0.70595    -0.377679  0.0103846 
0.665909   0.748837   -0.379828  0.0139978 
0.646684   0.707656   -0.380874  0.0130248 
0.568749   0.775449   -0.324407  0.0108238 
