#MU        SIGMA      ENERGY     ERROR     
-0.857961  0.607235   -0.446802  0.0135292 
-0.857961  0.607235   -0.446802  0.0179234 
-0.857961  0.607235   -0.446802  0.0150754 
-0.857961  0.607235   -0.446802  0.0131232 
-0.857961  0.607235   -0.446802  0.00820829
-0.807876  0.612364   -0.432997  0.0130671 
-0.807876  0.612364   -0.432997  0.0112844 
-0.807876  0.612364   -0.432997  0.011769  
-0.784741  0.54756    -0.423526  0.0124503 
-0.792158  0.544161   -0.403566  0.00662077
-0.758885  0.628518   -0.445146  0.0075013 
-0.791167  0.592184   -0.449733  0.0108618 
-0.791167  0.592184   -0.449733  0.0088736 
-0.791167  0.592184   -0.449733  0.0104025 
-0.791167  0.592184   -0.449733  0.00766781
-0.791167  0.592184   -0.449733  0.00882092
-0.791167  0.592184   -0.449733  0.0068144 
-0.791167  0.592184   -0.449733  0.00893113
-0.778885  0.658704   -0.434736  0.00706089
-0.778885  0.658704   -0.434736  0.00713067
-0.768456  0.656541   -0.437651  0.0134319 
-0.768456  0.656541   -0.437651  0.00795487
-0.768456  0.656541   -0.437651  0.0263206 
-0.768456  0.656541   -0.437651  0.0143268 
-0.768456  0.656541   -0.437651  0.0137595 
-0.768456  0.656541   -0.437651  0.0130131 
-0.768456  0.656541   -0.437651  0.00731981
-0.809666  0.6731     -0.444265  0.00685792
-0.809666  0.6731     -0.444265  0.01325   
-0.809666  0.6731     -0.444265  0.00759268
-0.809666  0.6731     -0.444265  0.0160484 
-0.809666  0.6731     -0.444265  0.0100241 
-0.809666  0.6731     -0.444265  0.0174849 
-0.809666  0.6731     -0.444265  0.0179474 
-0.809666  0.6731     -0.444265  0.00840107
-0.809666  0.6731     -0.444265  0.00603139
-0.809666  0.6731     -0.444265  0.00851485
-0.809666  0.6731     -0.444265  0.0106339 
-0.809666  0.6731     -0.444265  0.0239598 
-0.809666  0.6731     -0.444265  0.0179738 
-0.809666  0.6731     -0.444265  0.0297535 
-0.809666  0.6731     -0.444265  0.00961929
-0.809666  0.6731     -0.444265  0.01138   
-0.809666  0.6731     -0.444265  0.00900649
-0.809666  0.6731     -0.444265  0.00911151
-0.809666  0.6731     -0.444265  0.008857  
-0.809666  0.6731     -0.444265  0.0104015 
-0.809666  0.6731     -0.444265  0.0238478 
-0.809666  0.6731     -0.444265  0.0112219 
-0.809666  0.6731     -0.444265  0.00663603
-0.773617  0.597296   -0.445673  0.0113454 
-0.773617  0.597296   -0.445673  0.0136435 
-0.773617  0.597296   -0.445673  0.00678261
-0.831674  0.608286   -0.451421  0.0109652 
-0.831674  0.608286   -0.451421  0.00984918
