1 19.9457 0 3.95067 0 15.074 0 5.50815 0 
2 18.2916 1.65405 4.9805 1.02983 14.4658 0.608204 5.64959 0.14144 
3 16.6039 1.93917 5.51169 0.797295 14.3081 0.384957 5.14481 0.511337 
4 16.3894 1.38787 5.07343 0.714077 14.203 0.29179 4.98521 0.395227 
5 16.0364 1.13152 5.26841 0.586479 13.7425 0.512898 5.01251 0.307356 
6 16.1867 0.936022 5.31974 0.481602 14.0364 0.511581 5.15217 0.287198 
7 15.9984 0.813184 5.3698 0.410095 14.4007 0.565419 5.15592 0.242755 
8 16.0165 0.704471 5.40151 0.356566 15.0115 0.782824 4.99356 0.265629 
9 15.7273 0.685283 5.46549 0.320904 14.5851 0.811453 5.06299 0.244334 
10 15.7375 0.613019 5.50927 0.290344 14.7023 0.735184 5.13056 0.228745 
11 15.5947 0.572592 5.4767 0.264637 14.9167 0.698709 5.11617 0.207407 
12 15.25 0.626079 5.63154 0.286943 15.0507 0.651751 5.14113 0.190975 
13 15.2871 0.577099 5.59226 0.266855 15.0815 0.600315 5.21427 0.190289 
14 15.2666 0.534682 5.60468 0.247372 15.2651 0.585322 5.20031 0.176726 
15 15.2622 0.497782 5.61221 0.230414 15.5058 0.595718 5.05482 0.219626 
16 15.3959 0.484456 5.56204 0.221294 15.3008 0.593746 5.13065 0.218992 
17 15.5058 0.468147 5.56466 0.207886 15.1659 0.57381 5.20382 0.218332 
18 15.4383 0.446503 5.51749 0.201593 15.2156 0.543272 5.11789 0.223062 
19 15.4571 0.422769 5.54131 0.19217 15.0696 0.534227 5.2217 0.235152 
20 15.4157 0.403207 5.48222 0.191646 15.0594 0.506915 5.27205 0.228696 
21 15.2691 0.410601 5.51419 0.185074 14.9326 0.498585 5.26437 0.217669 
22 15.0638 0.442019 5.53608 0.177814 14.8281 0.486721 5.26711 0.207558 
23 15.06 0.422382 5.48607 0.177114 14.9411 0.478617 5.30457 0.201835 
24 15.1796 0.421737 5.4719 0.170165 14.8552 0.466222 5.30011 0.193294 
25 15.3568 0.44159 5.47345 0.163224 15.0236 0.477829 5.21855 0.202549 
26 15.2955 0.428659 5.48094 0.157 14.9781 0.46133 5.27229 0.201888 
27 15.3369 0.414545 5.44163 0.156106 14.8357 0.46622 5.30855 0.197622 
28 15.2926 0.401917 5.43401 0.15062 14.8864 0.452123 5.30942 0.190435 
29 15.3273 0.389359 5.42408 0.145673 14.9771 0.445567 5.32468 0.184384 
30 15.2814 0.37894 5.4596 0.145147 14.9576 0.430897 5.29618 0.180397 
31 15.2421 0.368615 5.49487 0.144749 15.0453 0.425883 5.2832 0.174963 
32 15.1837 0.361651 5.54863 0.15011 15.0125 0.413663 5.24661 0.173315 
33 15.2408 0.35514 5.51857 0.148564 14.9628 0.404004 5.29171 0.17393 
34 15.3284 0.355489 5.5103 0.144365 14.9848 0.392558 5.25159 0.173441 
35 15.3997 0.352478 5.49811 0.140709 14.9407 0.383719 5.21926 0.171486 
36 15.424 0.343404 5.53134 0.140726 14.8585 0.381853 5.25048 0.169553 
37 15.4054 0.334511 5.51774 0.137544 14.8622 0.371408 5.28115 0.167735 
38 15.3236 0.3357 5.5378 0.135369 14.8944 0.362932 5.26691 0.163881 
39 15.2342 0.338981 5.54717 0.132185 14.8293 0.359453 5.28225 0.160359 
40 15.2701 0.33234 5.5771 0.13227 14.7461 0.360102 5.35865 0.173974 
41 15.2375 0.325765 5.60667 0.132347 14.7223 0.352013 5.36876 0.169978 
42 15.227 0.318088 5.59783 0.12946 14.7364 0.34382 5.35155 0.166772 
43 15.1962 0.312127 5.61057 0.127054 14.7331 0.335746 5.32773 0.16458 
44 15.1422 0.309695 5.6061 0.124213 14.8259 0.340925 5.33139 0.160838 
45 15.0861 0.307892 5.60081 0.121537 14.8952 0.340383 5.31878 0.157728 
46 15.1045 0.301691 5.58118 0.120475 14.8718 0.333724 5.33384 0.154994 
47 15.1189 0.295551 5.58154 0.117884 14.882 0.326706 5.33798 0.151717 
48 15.0105 0.308973 5.59214 0.115888 14.8995 0.320306 5.32367 0.149211 
49 14.9786 0.304281 5.60142 0.113877 14.8945 0.313741 5.30411 0.147437 
50 15.0083 0.299613 5.56701 0.11676 14.8699 0.308382 5.31679 0.145014 
51 14.9654 0.296793 5.5658 0.114454 14.8511 0.302858 5.32169 0.142226 
52 15.0057 0.293799 5.55497 0.112752 14.8546 0.296997 5.31416 0.139667 
53 14.9669 0.290797 5.54602 0.110965 14.8819 0.292615 5.32147 0.137201 
54 14.9978 0.28703 5.53193 0.1098 14.8931 0.287364 5.31072 0.135065 
55 14.9588 0.284445 5.52999 0.107803 14.8607 0.283947 5.34367 0.136619 
56 14.9109 0.283405 5.54243 0.106588 14.8786 0.279403 5.34723 0.134204 
57 14.9053 0.278444 5.52697 0.105837 14.906 0.275826 5.35658 0.13216 
58 14.9129 0.273705 5.53696 0.104475 14.9179 0.271288 5.35045 0.130006 
59 14.907 0.269091 5.54785 0.103264 14.9875 0.275595 5.32881 0.129604 
60 14.9337 0.265921 5.54237 0.101677 15.0087 0.271789 5.33853 0.127795 
61 14.909 0.262698 5.54835 0.100175 15.0168 0.267419 5.34723 0.125984 
62 14.9132 0.258461 5.54521 0.0985957 15.013 0.263098 5.32878 0.1253 
63 14.9413 0.25588 5.54163 0.097084 15.0561 0.262443 5.33022 0.123304 
64 14.94 0.251854 5.53922 0.0955855 15.0454 0.258531 5.34346 0.122082 
65 15.0429 0.268457 5.5213 0.0957933 15.0022 0.258155 5.34509 0.120201 
66 15.0621 0.265056 5.50241 0.0962036 14.9971 0.254266 5.3193 0.121143 
67 15.0363 0.26234 5.52569 0.0975742 15.0203 0.251521 5.31992 0.119323 
68 15.0306 0.258516 5.52854 0.0961709 15.0119 0.247939 5.31778 0.117575 
69 15.024 0.254828 5.53849 0.0952875 15.0524 0.247665 5.29514 0.11805 
70 15.0223 0.251167 5.52919 0.0943755 15.0812 0.245792 5.29107 0.116423 
71 15.0133 0.247768 5.5354 0.0932436 15.0758 0.242366 5.30129 0.115225 
72 15.047 0.246625 5.52084 0.0930852 15.123 0.243582 5.29833 0.113652 
73 15.0395 0.243339 5.52058 0.0918016 15.1304 0.240336 5.28809 0.112551 
74 15.0299 0.240222 5.51576 0.0906811 15.0945 0.239756 5.30485 0.112278 
75 15.0812 0.242492 5.50812 0.0897891 15.0538 0.240023 5.30478 0.11077 
76 15.133 0.244821 5.49376 0.0897567 15.0547 0.236846 5.30506 0.109304 
77 15.1443 0.241885 5.50787 0.0897004 15.0568 0.233759 5.2995 0.108018 
78 15.1477 0.238787 5.51832 0.0891573 15.0597 0.230761 5.29295 0.106825 
79 15.1713 0.236923 5.52736 0.0884846 15.0634 0.227851 5.30095 0.105767 
80 15.1611 0.234166 5.53265 0.0875317 15.0531 0.225217 5.31189 0.105008 
81 15.1563 0.231306 5.5331 0.0864454 15.0601 0.222527 5.31006 0.103719 
82 15.1824 0.229949 5.53523 0.0854115 15.1098 0.225348 5.29938 0.103002 
83 15.1543 0.228889 5.53667 0.0843885 15.1193 0.22282 5.30212 0.10179 
84 15.1521 0.226158 5.51627 0.0858383 15.0816 0.223359 5.30882 0.100794 
85 15.157 0.223534 5.52991 0.0859117 15.0496 0.223021 5.30659 0.099626 
86 15.129 0.222692 5.54303 0.085915 15.0536 0.220448 5.30631 0.0984612 
87 15.1648 0.223022 5.52309 0.087231 15.0691 0.218452 5.31039 0.0974084 
88 15.1006 0.22964 5.52331 0.0862343 15.057 0.216294 5.30678 0.0963627 
89 15.1227 0.228121 5.51525 0.0856401 15.0454 0.214162 5.3119 0.0954111 
90 15.1115 0.225854 5.51015 0.0848369 15.065 0.212673 5.30129 0.0949397 
91 15.115 0.223387 5.50292 0.08421 15.1223 0.217974 5.29721 0.093979 
92 15.0787 0.223906 5.51823 0.0846848 15.1229 0.215593 5.29322 0.0930375 
93 15.118 0.224931 5.49917 0.0859104 15.0781 0.217922 5.30099 0.0923587 
94 15.1211 0.222548 5.51619 0.0866801 15.0912 0.215989 5.30726 0.0915856 
95 15.0891 0.22251 5.54488 0.0904342 15.0433 0.219005 5.30099 0.0908327 
96 15.0806 0.220346 5.54653 0.0895023 15.0226 0.217699 5.30491 0.0899668 
97 15.0699 0.218325 5.55031 0.0886556 15.0303 0.215579 5.29587 0.0894919 
98 15.0932 0.217346 5.54508 0.0879023 15.033 0.213385 5.29242 0.088641 
99 15.079 0.215613 5.54463 0.087011 15.0076 0.212743 5.30621 0.0888177 
100 15.0817 0.213464 5.54663 0.0861599 14.9777 0.212725 5.32956 0.0909738 
