45 3.12988 0.0205341 3.13175 0.0232311 3.16008 0.0220306 
46 3.13335 0.0203802 3.13838 0.0236662 3.15745 0.0217052 
47 3.13554 0.0200616 3.14113 0.0233208 3.15124 0.0221291 
48 3.13512 0.0196438 3.14514 0.0231782 3.14741 0.0219993 
49 3.13613 0.0192653 3.14493 0.0227013 3.15166 0.021961 
50 3.1365 0.0188797 3.14376 0.0222734 3.15665 0.0220893 
51 3.13846 0.0186089 3.14598 0.0219456 3.15528 0.0216956 
52 3.14488 0.0193434 3.1498 0.0218553 3.15488 0.0212779 
53 3.14289 0.0190788 3.15008 0.0214408 3.15488 0.0208726 
54 3.14184 0.0187513 3.15266 0.0211978 3.15619 0.0205245 
55 3.14136 0.0184136 3.15306 0.0208126 3.15475 0.0201993 
56 3.14213 0.0180984 3.15273 0.0204402 3.15457 0.0198362 
57 3.14415 0.0178925 3.15689 0.0205047 3.15457 0.019485 
58 3.14503 0.0176031 3.15601 0.0201675 3.15196 0.0193237 
59 3.14803 0.017561 3.16137 0.0205345 3.15392 0.0190948 
60 3.14749 0.0172744 3.15996 0.0202383 3.15785 0.0191812 
61 3.1476 0.0169893 3.15595 0.0203034 3.157 0.0188836 
62 3.14253 0.017467 3.15691 0.0199963 3.16057 0.0189166 
63 3.1432 0.0172005 3.15885 0.019771 3.15969 0.0186343 
64 3.14172 0.0169938 3.15893 0.0194599 3.15885 0.0183603 
65 3.14001 0.0168179 3.15753 0.0192097 3.15774 0.01811 
66 3.14023 0.0165626 3.15465 0.0191346 3.1583 0.0178423 
67 3.13804 0.0164588 3.15465 0.0188469 3.16263 0.0180991 
68 3.13903 0.016245 3.15378 0.0185877 3.16481 0.0179644 
69 3.1368 0.0161625 3.15737 0.0186644 3.16157 0.0179964 
70 3.13649 0.015933 3.15504 0.0185433 3.16418 0.0179289 
71 3.13619 0.0157098 3.15739 0.0184314 3.16419 0.0176746 
72 3.13788 0.0155812 3.15735 0.0181736 3.16233 0.0175263 
73 3.13678 0.015405 3.16022 0.0181516 3.16222 0.0172849 
74 3.13757 0.0152157 3.15692 0.0182076 3.16439 0.0171863 
75 3.1374 0.0150124 3.15662 0.0179656 3.16129 0.0172351 
76 3.13737 0.0148136 3.15809 0.0177881 3.15851 0.0172328 
77 3.1367 0.0146349 3.15804 0.0175556 3.15547 0.0172782 
78 3.1398 0.0147746 3.15725 0.0173473 3.15434 0.0170925 
79 3.14297 0.0149258 3.15696 0.0171287 3.15312 0.0169186 
80 3.13802 0.015546 3.15718 0.0169147 3.15314 0.0167058 
81 3.13885 0.0153752 3.15977 0.0169042 3.1555 0.0166665 
82 3.13602 0.0154475 3.15899 0.0167149 3.15687 0.0165191 
83 3.13486 0.0153045 3.15835 0.0165248 3.15502 0.0164238 
84 3.13509 0.015123 3.15566 0.0165467 3.15727 0.0163831 
85 3.13568 0.0149555 3.15869 0.0166287 3.15808 0.0162093 
86 3.13393 0.0148839 3.15888 0.0164353 3.15887 0.016039 
87 3.13559 0.0148056 3.15964 0.0162635 3.15976 0.0158785 
88 3.1346 0.0146696 3.15746 0.0162254 3.16087 0.0157362 
89 3.13684 0.0146747 3.15919 0.0161349 3.15982 0.0155937 
90 3.1366 0.0145128 3.15755 0.0160381 3.15932 0.0154274 
91 3.13792 0.0144136 3.15924 0.0159506 3.1577 0.0153425 
92 3.13747 0.0142633 3.1615 0.0159371 3.15856 0.0151988 
93 3.13723 0.0141112 3.16029 0.0158113 3.15841 0.0150353 
94 3.13659 0.013975 3.1592 0.0156799 3.15858 0.0148755 
95 3.13586 0.0138462 3.1599 0.0155298 3.15704 0.0147986 
96 3.13555 0.0137048 3.16316 0.0157078 3.15701 0.0146437 
97 3.13336 0.0137371 3.16096 0.0156998 3.1559 0.0145348 
98 3.13269 0.0136128 3.15991 0.0155742 3.15828 0.0145825 
99 3.13138 0.0135381 3.15955 0.0154201 3.15785 0.014441 
100 3.12983 0.0134916 3.16001 0.0152719 3.15812 0.0142983 
