1 2.88184 0 2.96736 0 3.02115 0 
2 3.04349 0.161642 3.01742 0.0500628 3.10802 0.0868701 
3 3.04525 0.0933407 3.01262 0.0293007 3.15779 0.070658 
4 3.05554 0.0667995 3.08728 0.0774821 3.24247 0.0983197 
5 3.09168 0.0631145 3.08144 0.0603003 3.19457 0.0899655 
6 3.08453 0.0520265 3.0552 0.0557929 3.19978 0.0736407 
7 3.09312 0.0448014 3.07515 0.0512025 3.16408 0.0717517 
8 3.0774 0.0418629 3.06955 0.0446956 3.1923 0.0682463 
9 3.08053 0.0370522 3.06016 0.0405199 3.17126 0.0637567 
10 3.07829 0.0332163 3.07882 0.0407634 3.16183 0.0578008 
11 3.09947 0.0367596 3.08937 0.038352 3.16027 0.0523061 
12 3.09998 0.0335606 3.10695 0.0391762 3.15175 0.0485017 
13 3.08978 0.0325132 3.10611 0.0360468 3.15906 0.0452096 
14 3.0916 0.0301564 3.10746 0.0334001 3.16915 0.0430551 
15 3.0958 0.0283862 3.12939 0.03805 3.16051 0.0410033 
16 3.09521 0.0265594 3.12911 0.0355936 3.16076 0.0383559 
17 3.09639 0.024976 3.12887 0.0334353 3.17091 0.0374319 
18 3.1013 0.0240535 3.12975 0.0315352 3.19316 0.04172 
19 3.1084 0.0238351 3.1348 0.0302548 3.19488 0.0395006 
20 3.09875 0.024584 3.13431 0.0287064 3.18529 0.0386822 
21 3.09682 0.023464 3.13623 0.0273725 3.17366 0.0385867 
22 3.10127 0.0228119 3.13662 0.0261015 3.16841 0.037164 
23 3.09981 0.021847 3.13569 0.0249581 3.16568 0.0356163 
24 3.09768 0.0210246 3.13988 0.0242601 3.16522 0.0341032 
25 3.10116 0.0204644 3.1276 0.0263113 3.166 0.0327199 
26 3.09635 0.0202406 3.13993 0.0281275 3.17201 0.0320056 
27 3.10472 0.0211976 3.13519 0.027477 3.1805 0.0319475 
28 3.11328 0.0221487 3.12952 0.0270796 3.18325 0.0309074 
29 3.1117 0.0214296 3.14051 0.0283469 3.1833 0.0298226 
30 3.11984 0.0222433 3.1437 0.0275711 3.18201 0.0288402 
31 3.11907 0.0215276 3.14635 0.0267981 3.17341 0.0291895 
32 3.12339 0.0212871 3.15082 0.0263298 3.17505 0.02831 
33 3.12256 0.0206486 3.15568 0.0259784 3.17786 0.0275829 
34 3.12206 0.0200383 3.14642 0.0268494 3.17747 0.0267622 
35 3.1227 0.0194681 3.14959 0.0262629 3.17542 0.0260673 
36 3.12091 0.0190045 3.14502 0.0259288 3.1795 0.0256592 
37 3.11998 0.0185072 3.14448 0.0252241 3.17282 0.0258331 
38 3.1186 0.0180665 3.14773 0.0247655 3.16931 0.0253876 
39 3.11777 0.0176165 3.15137 0.0243944 3.16552 0.0250182 
40 3.11844 0.0171836 3.14222 0.0254752 3.16549 0.0243848 
41 3.11674 0.0168451 3.13753 0.0252852 3.16153 0.0241105 
42 3.11076 0.0174951 3.13631 0.0247058 3.15997 0.0235812 
43 3.11916 0.0190396 3.13582 0.0241294 3.16078 0.0230406 
44 3.12042 0.0186445 3.13321 0.0237182 3.16109 0.022513 
