0.5	-0.971538	0.00100843
0.75	-0.870497	0.00076436
1.0	-0.761672	0.000369961
1.25	-0.665071	0.000358296
1.5	-0.582512	0.000348265
1.75	-0.516125	0.000272669
2.0	-0.462036	0.000257798
