0.5	17.3243	0.363625
0.75	21.7722	0.151517
1.0	20.8032	0.0697346
1.25	17.8736	0.0627125
1.5	14.6759	0.0351879
1.75	11.9933	0.0272447
2.0	9.86609	0.0285941
